epoch,train_loss,step,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1
0,0.4137873649597168,9,,,,,
0,0.4006246328353882,19,,,,,
0,0.6624413728713989,29,,,,,
0,0.3225955367088318,39,,,,,
0,0.14071683585643768,49,,,,,
0,0.14124318957328796,59,,,,,
0,0.2139192521572113,69,,,,,
0,0.17567014694213867,79,,,,,
0,0.2612958550453186,89,,,,,
0,0.16630591452121735,99,,,,,
0,0.4274403154850006,109,,,,,
0,0.2608625888824463,119,,,,,
0,0.1842673420906067,129,,,,,
0,0.2563455104827881,139,,,,,
0,0.16259266436100006,149,,,,,
0,0.15880797803401947,159,,,,,
0,0.17259207367897034,169,,,,,
0,0.23844535648822784,179,,,,,
0,0.26729816198349,189,,,,,
0,0.21617867052555084,199,,,,,
0,0.13818570971488953,209,,,,,
0,0.12802830338478088,219,,,,,
0,0.1701674908399582,229,,,,,
0,0.13206033408641815,239,,,,,
0,0.22673143446445465,249,,,,,
0,0.16811780631542206,259,,,,,
0,0.09460176527500153,269,,,,,
0,0.16832135617733002,279,,,,,
0,0.11248937994241714,289,,,,,
0,0.2577294707298279,299,,,,,
0,0.16811329126358032,309,,,,,
0,0.17178507149219513,319,,,,,
0,0.19712501764297485,329,,,,,
0,0.13526128232479095,339,,,,,
0,0.12513799965381622,349,,,,,
0,0.1472209393978119,359,,,,,
0,0.13904565572738647,369,,,,,
0,0.08622824400663376,379,,,,,
0,0.10216847062110901,389,,,,,
0,0.10456189513206482,399,,,,,
0,0.11804411560297012,409,,,,,
0,0.14688946306705475,419,,,,,
0,0.10447873920202255,429,,,,,
0,0.13220800459384918,439,,,,,
0,0.13825219869613647,449,,,,,
0,0.11752533167600632,459,,,,,
0,0.101398766040802,469,,,,,
0,0.12162397801876068,479,,,,,
0,0.04771217331290245,489,,,,,
0,0.17084692418575287,499,,,,,
0,0.1351178139448166,509,,,,,
0,0.15496863424777985,519,,,,,
0,0.08756660670042038,529,,,,,
0,0.1936519294977188,539,,,,,
0,0.2545853853225708,549,,,,,
0,0.14676891267299652,559,,,,,
0,0.1409268081188202,569,,,,,
0,0.12995490431785583,579,,,,,
0,0.17806825041770935,589,,,,,
0,0.14616797864437103,599,,,,,
0,0.12337225675582886,609,,,,,
0,0.08727848529815674,619,,,,,
0,0.07060451060533524,629,,,,,
0,0.1421404480934143,639,,,,,
0,0.12341063469648361,649,,,,,
0,0.07405979186296463,659,,,,,
0,0.08757682889699936,669,,,,,
0,0.08818044513463974,679,,,,,
0,0.13418246805667877,689,,,,,
0,0.14805912971496582,699,,,,,
0,0.10449071228504181,709,,,,,
0,0.13625676929950714,719,,,,,
0,0.12277822196483612,729,,,,,
0,0.09067968279123306,739,,,,,
0,0.07639766484498978,749,,,,,
0,0.16972053050994873,759,,,,,
0,0.054751716554164886,769,,,,,
0,0.08504021167755127,779,,,,,
0,0.14819642901420593,789,,,,,
0,0.07828138023614883,799,,,,,
0,0.17450544238090515,809,,,,,
0,0.11403843015432358,819,,,,,
0,0.12721224129199982,829,,,,,
0,0.1017046645283699,839,,,,,
0,0.1129290834069252,849,,,,,
0,0.08443021774291992,859,,,,,
0,0.0728241354227066,869,,,,,
0,0.08250841498374939,879,,,,,
0,0.178285613656044,889,,,,,
0,0.09801390022039413,899,,,,,
0,0.10023977607488632,909,,,,,
0,0.12470449507236481,919,,,,,
0,0.10768604278564453,929,,,,,
0,0.14120636880397797,939,,,,,
0,0.11079726368188858,949,,,,,
0,0.09377609193325043,959,,,,,
0,0.10361157357692719,969,,,,,
0,0.12869995832443237,979,,,,,
0,0.08638233691453934,989,,,,,
0,0.08916780352592468,999,,,,,
0,0.09629598259925842,1009,,,,,
0,0.0892396792769432,1019,,,,,
0,0.11166232079267502,1029,,,,,
0,0.13205815851688385,1039,,,,,
0,0.11519522964954376,1049,,,,,
0,0.06744985282421112,1059,,,,,
0,0.061844922602176666,1069,,,,,
0,0.10755882412195206,1079,,,,,
0,0.09017391502857208,1089,,,,,
0,0.06091468036174774,1099,,,,,
0,0.11133894324302673,1109,,,,,
0,0.1385871022939682,1119,,,,,
0,0.10171303898096085,1129,,,,,
0,0.06438591331243515,1139,,,,,
0,0.11079972237348557,1149,,,,,
0,0.03462088108062744,1159,,,,,
0,0.0710112601518631,1169,,,,,
0,0.10196483880281448,1179,,,,,
0,0.07765123248100281,1189,,,,,
0,0.1292954385280609,1199,,,,,
0,0.08101005107164383,1209,,,,,
0,0.0521971620619297,1219,,,,,
0,0.04914847016334534,1229,,,,,
0,0.1824108511209488,1239,,,,,
0,0.061471324414014816,1249,,,,,
0,0.06143205240368843,1259,,,,,
0,0.08112446963787079,1269,,,,,
0,0.033949367702007294,1279,,,,,
0,0.08906925469636917,1289,,,,,
0,0.10281071811914444,1299,,,,,
0,0.09431757032871246,1309,,,,,
0,0.09834184497594833,1319,,,,,
0,0.0714895948767662,1329,,,,,
0,0.0910385474562645,1339,,,,,
0,0.09447838366031647,1349,,,,,
0,0.09787418693304062,1359,,,,,
0,0.11497006565332413,1369,,,,,
0,0.14623171091079712,1379,,,,,
0,0.09103505313396454,1389,,,,,
0,0.1681884229183197,1399,,,,,
0,0.06020362302660942,1409,,,,,
0,0.0772821381688118,1419,,,,,
0,0.03956201672554016,1429,,,,,
0,0.0984664261341095,1439,,,,,
0,0.09070459008216858,1449,,,,,
0,0.08890415728092194,1459,,,,,
0,0.11466171592473984,1469,,,,,
0,0.0806606188416481,1479,,,,,
0,0.14947189390659332,1489,,,,,
0,0.08362111449241638,1499,,,,,
0,0.09560876339673996,1509,,,,,
0,0.07498502731323242,1519,,,,,
0,0.06573379039764404,1529,,,,,
0,0.11427248269319534,1539,,,,,
0,0.17485688626766205,1549,,,,,
0,0.09511616080999374,1559,,,,,
0,0.08327717334032059,1569,,,,,
0,0.051926612854003906,1579,,,,,
0,0.10022848099470139,1589,,,,,
0,0.1341744214296341,1599,,,,,
0,0.07889974117279053,1609,,,,,
0,0.0644054189324379,1619,,,,,
0,0.05342399328947067,1629,,,,,
0,0.05874983221292496,1639,,,,,
0,0.08335185050964355,1649,,,,,
0,0.11170884966850281,1659,,,,,
0,0.09004126489162445,1669,,,,,
0,0.07192075252532959,1679,,,,,
0,0.05685712397098541,1689,,,,,
0,0.045731429010629654,1699,,,,,
0,0.06019402667880058,1709,,,,,
0,0.04628085345029831,1719,,,,,
0,0.08265048265457153,1729,,,,,
0,0.08835140615701675,1739,,,,,
0,0.06559024006128311,1749,,,,,
0,0.07303036749362946,1759,,,,,
0,0.043359074741601944,1769,,,,,
0,0.05547519028186798,1779,,,,,
0,0.06179757043719292,1789,,,,,
0,0.057282086461782455,1799,,,,,
0,0.08727546781301498,1809,,,,,
0,0.1502012461423874,1819,,,,,
0,0.1108601838350296,1829,,,,,
0,0.07082664966583252,1839,,,,,
0,0.047006115317344666,1849,,,,,
0,0.08951412886381149,1859,,,,,
0,0.05894048139452934,1869,,,,,
0,0.10005827248096466,1879,,,,,
0,0.06462070345878601,1889,,,,,
0,0.05832640454173088,1899,,,,,
0,0.04983888193964958,1909,,,,,
0,0.04629750922322273,1919,,,,,
0,0.043719708919525146,1929,,,,,
0,0.13208989799022675,1939,,,,,
0,0.12069857120513916,1949,,,,,
0,0.04990942031145096,1959,,,,,
0,0.07698569446802139,1969,,,,,
0,0.035333674401044846,1979,,,,,
0,0.1260201334953308,1989,,,,,
0,0.08486171066761017,1999,,,,,
0,0.030608948320150375,2009,,,,,
0,0.06911065429449081,2019,,,,,
0,0.07508182525634766,2029,,,,,
0,0.10152130573987961,2039,,,,,
0,0.04052604362368584,2049,,,,,
0,0.06154656782746315,2059,,,,,
0,0.09488331526517868,2069,,,,,
0,0.05579974129796028,2079,,,,,
0,0.05886976793408394,2089,,,,,
0,0.055436450988054276,2099,,,,,
0,0.03594053164124489,2109,,,,,
0,0.06902909278869629,2119,,,,,
0,0.07704044133424759,2129,,,,,
0,0.05893426015973091,2139,,,,,
0,0.04693957790732384,2149,,,,,
0,0.09682139754295349,2159,,,,,
0,0.06466527283191681,2169,,,,,
0,0.029543841257691383,2179,,,,,
0,0.07902940362691879,2189,,,,,
0,0.08714529871940613,2199,,,,,
0,0.0752004086971283,2209,,,,,
0,,2215,0.5142857432365417,0.0892544537782669,0.5744720697402954,0.8737549185752869,0.569042444229126
1,0.07295940816402435,2219,,,,,
1,0.02394581399857998,2229,,,,,
1,0.05691273510456085,2239,,,,,
1,nan,2249,,,,,
1,0.059332333505153656,2259,,,,,
1,0.07381416112184525,2269,,,,,
1,0.04041215404868126,2279,,,,,
1,0.059562377631664276,2289,,,,,
1,0.09865448623895645,2299,,,,,
1,0.07586067914962769,2309,,,,,
1,0.10172291100025177,2319,,,,,
1,0.04039636254310608,2329,,,,,
1,0.08498947322368622,2339,,,,,
1,0.03517839312553406,2349,,,,,
1,nan,2359,,,,,
1,0.06345193088054657,2369,,,,,
1,0.023031380027532578,2379,,,,,
1,0.04562770202755928,2389,,,,,
1,0.028967874124646187,2399,,,,,
1,0.08106835186481476,2409,,,,,
1,0.04847761243581772,2419,,,,,
1,0.06605912744998932,2429,,,,,
1,0.03390676900744438,2439,,,,,
1,0.08256205171346664,2449,,,,,
1,0.05125412717461586,2459,,,,,
1,0.03022131882607937,2469,,,,,
1,0.049361493438482285,2479,,,,,
1,0.04920588433742523,2489,,,,,
1,0.08376948535442352,2499,,,,,
1,0.0836382582783699,2509,,,,,
1,0.08489609509706497,2519,,,,,
1,0.060203541070222855,2529,,,,,
1,0.057794537395238876,2539,,,,,
1,0.04437101632356644,2549,,,,,
1,0.15717148780822754,2559,,,,,
1,0.1147676557302475,2569,,,,,
1,0.08498884737491608,2579,,,,,
1,0.06817149370908737,2589,,,,,
1,0.06207307055592537,2599,,,,,
1,0.07198289036750793,2609,,,,,
1,0.03647280111908913,2619,,,,,
1,0.051700469106435776,2629,,,,,
1,0.055718787014484406,2639,,,,,
1,0.06175893917679787,2649,,,,,
1,0.029740985482931137,2659,,,,,
1,0.0479009635746479,2669,,,,,
1,0.05115721747279167,2679,,,,,
1,0.08866367489099503,2689,,,,,
1,0.07802112400531769,2699,,,,,
1,0.05587269365787506,2709,,,,,
1,0.05308153107762337,2719,,,,,
1,0.07866593450307846,2729,,,,,
1,0.04937278851866722,2739,,,,,
1,0.053316645324230194,2749,,,,,
1,0.07400254905223846,2759,,,,,
1,0.10559583455324173,2769,,,,,
1,0.03633912652730942,2779,,,,,
1,0.04150715842843056,2789,,,,,
1,0.05525660887360573,2799,,,,,
1,0.04593030735850334,2809,,,,,
1,0.07587338238954544,2819,,,,,
1,0.08785651624202728,2829,,,,,
1,0.059751082211732864,2839,,,,,
1,0.071311354637146,2849,,,,,
1,0.0735597014427185,2859,,,,,
1,0.05556419491767883,2869,,,,,
1,0.0819377675652504,2879,,,,,
1,0.07518554478883743,2889,,,,,
1,0.06405468285083771,2899,,,,,
1,0.05871707946062088,2909,,,,,
1,0.056556954979896545,2919,,,,,
1,0.06267283856868744,2929,,,,,
1,0.04996293783187866,2939,,,,,
1,0.05958401411771774,2949,,,,,
1,0.053671035915613174,2959,,,,,
1,0.08407972753047943,2969,,,,,
1,0.105642169713974,2979,,,,,
1,0.08045389503240585,2989,,,,,
1,0.043896157294511795,2999,,,,,
1,0.08047262579202652,3009,,,,,
1,0.08766171336174011,3019,,,,,
1,0.03500911220908165,3029,,,,,
1,0.07837122678756714,3039,,,,,
1,0.03759264945983887,3049,,,,,
1,nan,3059,,,,,
1,0.08375657349824905,3069,,,,,
1,0.04729427769780159,3079,,,,,
1,0.06604305654764175,3089,,,,,
1,0.06514338403940201,3099,,,,,
1,0.09143658727407455,3109,,,,,
1,0.06550151109695435,3119,,,,,
