step,epoch,train_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_loss,test_avg_qa_answer_f1
9,0,1.1238714456558228,,,,,,,,,,
19,0,0.6634754538536072,,,,,,,,,,
29,0,0.5892735719680786,,,,,,,,,,
39,0,0.955241858959198,,,,,,,,,,
49,0,0.34217366576194763,,,,,,,,,,
59,0,0.37531548738479614,,,,,,,,,,
69,0,0.3273364305496216,,,,,,,,,,
79,0,0.46936964988708496,,,,,,,,,,
89,0,0.26559460163116455,,,,,,,,,,
99,0,0.21001969277858734,,,,,,,,,,
109,0,0.5429514050483704,,,,,,,,,,
119,0,0.3150181472301483,,,,,,,,,,
129,0,0.3130107820034027,,,,,,,,,,
139,0,0.1755526065826416,,,,,,,,,,
149,0,0.23152022063732147,,,,,,,,,,
159,0,0.40448611974716187,,,,,,,,,,
169,0,0.3231717646121979,,,,,,,,,,
172,0,,0.3642857074737549,0.8297989368438721,0.4156806170940399,0.4298511743545532,0.213317409157753,,,,,
179,1,0.3451458215713501,,,,,,,,,,
189,1,0.27347999811172485,,,,,,,,,,
199,1,0.23534363508224487,,,,,,,,,,
209,1,0.19783814251422882,,,,,,,,,,
219,1,0.2060445100069046,,,,,,,,,,
229,1,0.211753249168396,,,,,,,,,,
239,1,0.16170145571231842,,,,,,,,,,
249,1,0.24867402017116547,,,,,,,,,,
259,1,0.20675785839557648,,,,,,,,,,
269,1,0.6354458332061768,,,,,,,,,,
279,1,0.20390379428863525,,,,,,,,,,
289,1,0.16004595160484314,,,,,,,,,,
299,1,0.3342033922672272,,,,,,,,,,
309,1,0.16477711498737335,,,,,,,,,,
319,1,0.1697583794593811,,,,,,,,,,
329,1,0.10790463536977768,,,,,,,,,,
339,1,0.11598571389913559,,,,,,,,,,
345,1,,0.43142858147621155,0.8500075936317444,0.48318949341773987,0.4891524016857147,0.16299903392791748,,,,,
349,2,0.0996633768081665,,,,,,,,,,
359,2,0.13043825328350067,,,,,,,,,,
369,2,0.20351241528987885,,,,,,,,,,
379,2,0.16315121948719025,,,,,,,,,,
389,2,0.19064177572727203,,,,,,,,,,
399,2,0.1417098045349121,,,,,,,,,,
409,2,0.2148974984884262,,,,,,,,,,
419,2,0.22697798907756805,,,,,,,,,,
429,2,0.10274893790483475,,,,,,,,,,
439,2,0.17969739437103271,,,,,,,,,,
449,2,0.14248155057430267,,,,,,,,,,
459,2,0.17155897617340088,,,,,,,,,,
469,2,0.13909967243671417,,,,,,,,,,
479,2,0.13741616904735565,,,,,,,,,,
489,2,0.09267349541187286,,,,,,,,,,
499,2,0.0980205312371254,,,,,,,,,,
509,2,0.31114596128463745,,,,,,,,,,
518,2,,0.47285714745521545,0.8637456893920898,0.5234869122505188,0.5335859656333923,0.14442215859889984,,,,,
519,3,0.3052678108215332,,,,,,,,,,
529,3,0.10463783890008926,,,,,,,,,,
539,3,0.20909743010997772,,,,,,,,,,
549,3,0.18230515718460083,,,,,,,,,,
559,3,0.08657141774892807,,,,,,,,,,
569,3,0.3578943908214569,,,,,,,,,,
579,3,0.113322414457798,,,,,,,,,,
589,3,0.05709366872906685,,,,,,,,,,
599,3,0.1588170975446701,,,,,,,,,,
609,3,0.10201481729745865,,,,,,,,,,
619,3,0.07396728545427322,,,,,,,,,,
629,3,0.2529490292072296,,,,,,,,,,
639,3,0.17219474911689758,,,,,,,,,,
649,3,0.09792249649763107,,,,,,,,,,
659,3,0.2761945426464081,,,,,,,,,,
669,3,0.08289580047130585,,,,,,,,,,
679,3,0.22618035972118378,,,,,,,,,,
689,3,0.19562333822250366,,,,,,,,,,
691,3,,0.488571435213089,0.8683759570121765,0.5437798500061035,0.5494495630264282,0.12996286153793335,,,,,
699,4,0.13608038425445557,,,,,,,,,,
709,4,0.14882048964500427,,,,,,,,,,
719,4,0.08998285979032516,,,,,,,,,,
729,4,0.18179145455360413,,,,,,,,,,
739,4,0.13801440596580505,,,,,,,,,,
749,4,0.09239175915718079,,,,,,,,,,
759,4,0.0893666222691536,,,,,,,,,,
769,4,0.10889843106269836,,,,,,,,,,
779,4,0.10548749566078186,,,,,,,,,,
789,4,0.10108230262994766,,,,,,,,,,
799,4,0.23976954817771912,,,,,,,,,,
809,4,0.1803772896528244,,,,,,,,,,
819,4,0.09159257262945175,,,,,,,,,,
829,4,0.11661379039287567,,,,,,,,,,
839,4,0.12695127725601196,,,,,,,,,,
849,4,0.1395857036113739,,,,,,,,,,
859,4,0.07911958545446396,,,,,,,,,,
864,4,,0.5342857241630554,0.8802276849746704,0.5798181295394897,0.5850108861923218,0.12194889783859253,,,,,
865,5,,,,,,,0.5342857241630554,0.8802276849746704,0.5850108861923218,0.12194889783859253,0.5798181295394897
