step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_bert_score
9,0,2.1027791500091553,,,,,,,,,,
19,0,3.331772565841675,,,,,,,,,,
29,0,1.5198297500610352,,,,,,,,,,
39,0,1.3154398202896118,,,,,,,,,,
49,0,2.875626564025879,,,,,,,,,,
59,0,1.668421745300293,,,,,,,,,,
69,0,1.6519309282302856,,,,,,,,,,
79,0,1.1879101991653442,,,,,,,,,,
89,0,0.6115740537643433,,,,,,,,,,
99,0,1.5700076818466187,,,,,,,,,,
101,0,,0.9231499433517456,0.8523122072219849,0.5797245502471924,0.5131794214248657,0.3095238208770752,,,,,
109,1,1.3957065343856812,,,,,,,,,,
119,1,1.0990442037582397,,,,,,,,,,
129,1,1.1511739492416382,,,,,,,,,,
139,1,1.3367854356765747,,,,,,,,,,
149,1,1.6982829570770264,,,,,,,,,,
159,1,2.205763339996338,,,,,,,,,,
169,1,1.3304390907287598,,,,,,,,,,
179,1,1.97817862033844,,,,,,,,,,
189,1,0.5854874849319458,,,,,,,,,,
199,1,1.9376895427703857,,,,,,,,,,
203,1,,0.8451988697052002,0.8636046051979065,0.5864973664283752,0.5314344763755798,0.32034632563591003,,,,,
209,2,0.8929343819618225,,,,,,,,,,
219,2,0.8194376826286316,,,,,,,,,,
229,2,0.24792568385601044,,,,,,,,,,
239,2,1.7954347133636475,,,,,,,,,,
249,2,1.7000625133514404,,,,,,,,,,
259,2,1.0077375173568726,,,,,,,,,,
269,2,0.8050525784492493,,,,,,,,,,
279,2,1.7097797393798828,,,,,,,,,,
289,2,1.4464764595031738,,,,,,,,,,
299,2,0.778732180595398,,,,,,,,,,
305,2,,0.7960784435272217,0.8672495484352112,0.5883915424346924,0.5356779098510742,0.3311688303947449,,,,,
309,3,0.79591304063797,,,,,,,,,,
319,3,1.4113750457763672,,,,,,,,,,
329,3,0.7568334937095642,,,,,,,,,,
339,3,0.3265172243118286,,,,,,,,,,
349,3,1.4026439189910889,,,,,,,,,,
359,3,0.30779513716697693,,,,,,,,,,
369,3,1.345838189125061,,,,,,,,,,
379,3,1.3395143747329712,,,,,,,,,,
389,3,0.7106402516365051,,,,,,,,,,
399,3,1.4232227802276611,,,,,,,,,,
407,3,,0.738373339176178,0.871465265750885,0.6029515862464905,0.5481932163238525,0.35281383991241455,,,,,
409,4,1.486168622970581,,,,,,,,,,
419,4,1.0200599431991577,,,,,,,,,,
429,4,1.4448201656341553,,,,,,,,,,
439,4,0.9399612545967102,,,,,,,,,,
449,4,0.6124374866485596,,,,,,,,,,
459,4,0.6533624529838562,,,,,,,,,,
469,4,0.944829523563385,,,,,,,,,,
479,4,0.43938156962394714,,,,,,,,,,
489,4,0.42849358916282654,,,,,,,,,,
499,4,1.4660001993179321,,,,,,,,,,
509,4,1.4760249853134155,,,,,,,,,,
509,4,,0.7209193706512451,0.871795117855072,0.6069251894950867,0.5561076998710632,0.3571428656578064,,,,,
510,5,,,,,,,0.3571428656578064,0.5561076998710632,0.6069251894950867,0.7209193706512451,0.871795117855072
