step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,test_loss
9,0.1864483505487442,0,,,,,,
19,0.5165241956710815,0,,,,,,
29,0.19880054891109467,0,,,,,,
39,0.2285415530204773,0,,,,,,
49,0.12366370111703873,0,,,,,,
59,0.2579614222049713,0,,,,,,
69,0.13924245536327362,0,,,,,,
79,0.12710486352443695,0,,,,,,
89,0.14400118589401245,0,,,,,,
99,0.07579828798770905,0,,,,,,
109,0.2145748883485794,0,,,,,,
119,0.12668466567993164,0,,,,,,
129,0.23338286578655243,0,,,,,,
139,0.1577995866537094,0,,,,,,
149,0.10308215022087097,0,,,,,,
159,0.10266219824552536,0,,,,,,
169,0.08255930989980698,0,,,,,,
179,0.07775435596704483,0,,,,,,
189,0.12888416647911072,0,,,,,,
199,0.050078824162483215,0,,,,,,
209,0.07695787400007248,0,,,,,,
219,0.1834423989057541,0,,,,,,
229,0.20981355011463165,0,,,,,,
239,0.05147402361035347,0,,,,,,
249,0.03418909013271332,0,,,,,,
259,0.07172427326440811,0,,,,,,
269,0.1014006957411766,0,,,,,,
279,0.09297735244035721,0,,,,,,
289,0.16345839202404022,0,,,,,,
299,0.05943814665079117,0,,,,,,
309,0.11484372615814209,0,,,,,,
319,0.09924113005399704,0,,,,,,
329,0.07334690541028976,0,,,,,,
339,0.06012692674994469,0,,,,,,
349,0.13438402116298676,0,,,,,,
359,0.0551094189286232,0,,,,,,
369,0.05686027556657791,0,,,,,,
379,0.1221693903207779,0,,,,,,
389,0.0707131177186966,0,,,,,,
399,0.051305141299963,0,,,,,,
409,0.06800682097673416,0,,,,,,
419,0.12775608897209167,0,,,,,,
429,0.07310524582862854,0,,,,,,
439,0.039107296615839005,0,,,,,,
449,0.16385798156261444,0,,,,,,
459,0.12147371470928192,0,,,,,,
469,0.0655422955751419,0,,,,,,
479,0.05207158997654915,0,,,,,,
489,0.25355106592178345,0,,,,,,
499,0.06840453296899796,0,,,,,,
509,0.08704107999801636,0,,,,,,
519,0.07720980793237686,0,,,,,,
529,0.07849040627479553,0,,,,,,
539,0.04661889374256134,0,,,,,,
549,0.1010756641626358,0,,,,,,
559,0.05399981141090393,0,,,,,,
569,0.04387045279145241,0,,,,,,
579,0.09430523216724396,0,,,,,,
589,0.11389666050672531,0,,,,,,
590,,0,0.8829772472381592,0.10136213153600693,0.6572484970092773,0.5749361515045166,0.3366336524486542,
599,0.047819171100854874,1,,,,,,
609,0.07909520715475082,1,,,,,,
619,0.07287725806236267,1,,,,,,
629,0.03731519356369972,1,,,,,,
639,0.035795532166957855,1,,,,,,
649,0.045053962618112564,1,,,,,,
659,0.05388393998146057,1,,,,,,
669,0.030365142971277237,1,,,,,,
679,0.049412552267313004,1,,,,,,
689,0.02646457403898239,1,,,,,,
699,0.0813036859035492,1,,,,,,
709,0.0654752105474472,1,,,,,,
719,0.12415685504674911,1,,,,,,
729,0.03496197611093521,1,,,,,,
739,0.03456742316484451,1,,,,,,
749,0.06470383703708649,1,,,,,,
759,0.023015476763248444,1,,,,,,
769,0.03565872833132744,1,,,,,,
779,0.04118986055254936,1,,,,,,
789,0.2487967610359192,1,,,,,,
799,0.031847890466451645,1,,,,,,
809,0.016784286126494408,1,,,,,,
819,0.03736050799489021,1,,,,,,
829,0.04338119551539421,1,,,,,,
839,0.025406502187252045,1,,,,,,
849,0.02014159969985485,1,,,,,,
859,0.04495599865913391,1,,,,,,
869,0.048441726714372635,1,,,,,,
879,0.041381072252988815,1,,,,,,
889,0.04310377687215805,1,,,,,,
899,0.035790689289569855,1,,,,,,
909,0.03835412487387657,1,,,,,,
919,0.04356546700000763,1,,,,,,
929,0.028345413506031036,1,,,,,,
939,0.016663767397403717,1,,,,,,
949,0.0865950733423233,1,,,,,,
959,0.062133900821208954,1,,,,,,
969,0.04652582108974457,1,,,,,,
979,0.03399326652288437,1,,,,,,
989,0.07500548660755157,1,,,,,,
999,0.03337395191192627,1,,,,,,
1009,0.026927879080176353,1,,,,,,
1019,0.0408276692032814,1,,,,,,
1029,0.04531119763851166,1,,,,,,
1039,0.04862796887755394,1,,,,,,
1049,0.039540741592645645,1,,,,,,
1059,0.07609543949365616,1,,,,,,
1069,0.012999420054256916,1,,,,,,
1079,0.021103639155626297,1,,,,,,
1089,0.13590246438980103,1,,,,,,
1099,0.02631763555109501,1,,,,,,
1109,0.008410122245550156,1,,,,,,
1119,0.06666011363267899,1,,,,,,
1129,0.037650350481271744,1,,,,,,
1139,0.03120211698114872,1,,,,,,
1149,0.012028687633574009,1,,,,,,
1159,0.06202874705195427,1,,,,,,
1169,0.01060408167541027,1,,,,,,
1179,0.052779074758291245,1,,,,,,
1181,,1,0.891033947467804,0.11202448606491089,0.6821648478507996,0.6026175618171692,0.32673266530036926,
1189,0.01881764829158783,2,,,,,,
1199,0.006599782966077328,2,,,,,,
1209,0.016864486038684845,2,,,,,,
1219,0.007730315905064344,2,,,,,,
1229,0.015773026272654533,2,,,,,,
1239,0.020270811393857002,2,,,,,,
1249,0.012530429288744926,2,,,,,,
1259,0.013622865080833435,2,,,,,,
1269,0.02529400959610939,2,,,,,,
1279,0.013112558983266354,2,,,,,,
1289,0.01047278568148613,2,,,,,,
1299,0.043972600251436234,2,,,,,,
1309,0.03794438764452934,2,,,,,,
1319,0.02065766043961048,2,,,,,,
1329,0.013910061679780483,2,,,,,,
1339,0.0026627928018569946,2,,,,,,
1349,0.019846385344862938,2,,,,,,
1359,0.002638956531882286,2,,,,,,
1369,0.027642790228128433,2,,,,,,
1379,0.0037698252126574516,2,,,,,,
1389,0.008422990329563618,2,,,,,,
1399,0.0025669282767921686,2,,,,,,
1409,0.017019551247358322,2,,,,,,
1419,0.004108258057385683,2,,,,,,
1429,0.0396462045609951,2,,,,,,
1439,0.0358646921813488,2,,,,,,
1449,0.060585495084524155,2,,,,,,
1459,0.010931823402643204,2,,,,,,
1469,0.02635042928159237,2,,,,,,
1479,0.15295378863811493,2,,,,,,
1489,0.021262507885694504,2,,,,,,
1499,0.02558116987347603,2,,,,,,
1509,0.003877107985317707,2,,,,,,
1519,0.02854994125664234,2,,,,,,
1529,0.04463323950767517,2,,,,,,
1539,0.022230178117752075,2,,,,,,
1549,0.019159112125635147,2,,,,,,
1559,0.025946158915758133,2,,,,,,
1569,0.009951704181730747,2,,,,,,
1579,0.002886186819523573,2,,,,,,
1589,0.014471163041889668,2,,,,,,
1599,0.004145272076129913,2,,,,,,
1609,0.02104690670967102,2,,,,,,
1619,0.011230604723095894,2,,,,,,
1629,0.008354435674846172,2,,,,,,
1639,0.0023305686190724373,2,,,,,,
1649,0.005458851344883442,2,,,,,,
1659,0.0056709423661231995,2,,,,,,
1669,0.011517307721078396,2,,,,,,
1679,0.013721119612455368,2,,,,,,
1689,0.002579116029664874,2,,,,,,
1699,0.0063841077499091625,2,,,,,,
1709,0.007048398721963167,2,,,,,,
1719,0.012344970367848873,2,,,,,,
1729,0.146821066737175,2,,,,,,
1739,0.0021581032779067755,2,,,,,,
1749,0.006084752269089222,2,,,,,,
1759,0.011407439596951008,2,,,,,,
1769,0.001983419992029667,2,,,,,,
1772,,2,0.8910036683082581,0.14650464057922363,0.676762580871582,0.6023967862129211,0.30693069100379944,
1779,0.003274347400292754,3,,,,,,
1789,0.030586354434490204,3,,,,,,
1799,0.0033710140269249678,3,,,,,,
1809,0.002726725535467267,3,,,,,,
1819,0.005181130021810532,3,,,,,,
1829,0.0009466101764701307,3,,,,,,
1839,0.0037805826868861914,3,,,,,,
1849,0.007682470139116049,3,,,,,,
1859,0.006555300205945969,3,,,,,,
1869,0.0031064683571457863,3,,,,,,
1879,0.01116938702762127,3,,,,,,
1889,0.0030645281076431274,3,,,,,,
1899,0.009897105395793915,3,,,,,,
1909,0.0012013502418994904,3,,,,,,
1919,0.0029427201952785254,3,,,,,,
1929,0.004703149199485779,3,,,,,,
1939,0.010175731964409351,3,,,,,,
1949,0.00843533780425787,3,,,,,,
1959,0.001233707764185965,3,,,,,,
1969,0.005239046178758144,3,,,,,,
1979,0.0046537574380636215,3,,,,,,
1989,0.0023360392078757286,3,,,,,,
1999,0.0012335304636508226,3,,,,,,
