train_loss,step,epoch,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0.5753033757209778,9,0,,,,,,
0.8043228387832642,19,0,,,,,,
0.38250336050987244,29,0,,,,,,
0.4360252022743225,39,0,,,,,,
0.5855875611305237,49,0,,,,,,
0.21783144772052765,59,0,,,,,,
0.295988529920578,69,0,,,,,,
0.8225207328796387,79,0,,,,,,
0.21531769633293152,89,0,,,,,,
0.34303686022758484,99,0,,,,,,
0.31274405121803284,109,0,,,,,,
0.18372516334056854,119,0,,,,,,
0.18908119201660156,129,0,,,,,,
0.16134043037891388,139,0,,,,,,
0.2988227903842926,149,0,,,,,,
0.2724587321281433,159,0,,,,,,
0.4968006908893585,169,0,,,,,,
0.18780691921710968,179,0,,,,,,
0.7192437052726746,189,0,,,,,,
0.1865023523569107,199,0,,,,,,
0.4406146705150604,209,0,,,,,,
0.32652705907821655,219,0,,,,,,
0.15561671555042267,229,0,,,,,,
0.08179006725549698,239,0,,,,,,
0.09492374956607819,249,0,,,,,,
0.24165509641170502,259,0,,,,,,
0.21239234507083893,269,0,,,,,,
0.20158225297927856,279,0,,,,,,
0.3432287275791168,289,0,,,,,,
0.19339753687381744,299,0,,,,,,
0.19683434069156647,309,0,,,,,,
0.0894654244184494,319,0,,,,,,
0.20268473029136658,329,0,,,,,,
0.17353883385658264,339,0,,,,,,
0.08726894855499268,349,0,,,,,,
,356,0,0.4796747863292694,0.6224372386932373,0.1885485053062439,0.6005547046661377,0.8779517412185669,
0.11425644159317017,359,1,,,,,,
0.1354174166917801,369,1,,,,,,
0.3083372414112091,379,1,,,,,,
0.18352380394935608,389,1,,,,,,
0.20128071308135986,399,1,,,,,,
0.09277759492397308,409,1,,,,,,
0.28283217549324036,419,1,,,,,,
0.04297195374965668,429,1,,,,,,
0.2079264521598816,439,1,,,,,,
0.42242369055747986,449,1,,,,,,
0.15512897074222565,459,1,,,,,,
0.13340920209884644,469,1,,,,,,
0.21162566542625427,479,1,,,,,,
0.13506023585796356,489,1,,,,,,
0.0829448401927948,499,1,,,,,,
0.17716659605503082,509,1,,,,,,
0.14214268326759338,519,1,,,,,,
0.05389890819787979,529,1,,,,,,
0.05692204833030701,539,1,,,,,,
0.06904027611017227,549,1,,,,,,
0.08336445689201355,559,1,,,,,,
0.6232373714447021,569,1,,,,,,
0.10790305584669113,579,1,,,,,,
0.03585664927959442,589,1,,,,,,
0.22809576988220215,599,1,,,,,,
0.3415595591068268,609,1,,,,,,
0.20920802652835846,619,1,,,,,,
0.12597127258777618,629,1,,,,,,
0.12304727733135223,639,1,,,,,,
0.07531122118234634,649,1,,,,,,
0.13036736845970154,659,1,,,,,,
0.1790643036365509,669,1,,,,,,
0.11534345149993896,679,1,,,,,,
0.10697133094072342,689,1,,,,,,
0.08380861580371857,699,1,,,,,,
0.2441876381635666,709,1,,,,,,
,713,1,0.5447154641151428,0.6765017509460449,0.178081214427948,0.6693139672279358,0.896795392036438,
0.06176326423883438,719,2,,,,,,
0.10768146812915802,729,2,,,,,,
0.017390631139278412,739,2,,,,,,
0.08213195949792862,749,2,,,,,,
0.04592500254511833,759,2,,,,,,
0.03596973791718483,769,2,,,,,,
0.19774959981441498,779,2,,,,,,
0.009007599204778671,789,2,,,,,,
0.19230800867080688,799,2,,,,,,
0.07792533189058304,809,2,,,,,,
0.07021795958280563,819,2,,,,,,
0.043204814195632935,829,2,,,,,,
0.04135814309120178,839,2,,,,,,
0.3147799074649811,849,2,,,,,,
0.11239177733659744,859,2,,,,,,
0.14402449131011963,869,2,,,,,,
0.11589103192090988,879,2,,,,,,
0.11796025186777115,889,2,,,,,,
0.2676297426223755,899,2,,,,,,
0.08389640599489212,909,2,,,,,,
0.014048228040337563,919,2,,,,,,
0.357291042804718,929,2,,,,,,
0.10655263811349869,939,2,,,,,,
0.06893029808998108,949,2,,,,,,
0.013215550221502781,959,2,,,,,,
0.030575525015592575,969,2,,,,,,
0.03022308647632599,979,2,,,,,,
0.14187701046466827,989,2,,,,,,
0.052979726344347,999,2,,,,,,
0.03696571663022041,1009,2,,,,,,
0.042966533452272415,1019,2,,,,,,
0.021841660141944885,1029,2,,,,,,
0.015920883044600487,1039,2,,,,,,
0.05669352784752846,1049,2,,,,,,
0.029078060761094093,1059,2,,,,,,
0.07477923482656479,1069,2,,,,,,
,1070,2,0.5365853905677795,0.6664892435073853,0.20111186802387238,0.6583260893821716,0.8946428298950195,
0.062181100249290466,1079,3,,,,,,
0.01958397962152958,1089,3,,,,,,
0.013571234419941902,1099,3,,,,,,
0.24628089368343353,1109,3,,,,,,
0.041179269552230835,1119,3,,,,,,
0.027708355337381363,1129,3,,,,,,
0.0338934026658535,1139,3,,,,,,
0.05890362709760666,1149,3,,,,,,
0.09108934551477432,1159,3,,,,,,
0.04345425218343735,1169,3,,,,,,
0.06753449887037277,1179,3,,,,,,
0.0062066661193966866,1189,3,,,,,,
0.023861384019255638,1199,3,,,,,,
0.017308369278907776,1209,3,,,,,,
0.010128428228199482,1219,3,,,,,,
0.06139314919710159,1229,3,,,,,,
0.02231300249695778,1239,3,,,,,,
0.003576153190806508,1249,3,,,,,,
0.049426011741161346,1259,3,,,,,,
0.09655273705720901,1269,3,,,,,,
0.027074305340647697,1279,3,,,,,,
0.016990847885608673,1289,3,,,,,,
0.008100293576717377,1299,3,,,,,,
0.008140423335134983,1309,3,,,,,,
0.010539630427956581,1319,3,,,,,,
0.005223091691732407,1329,3,,,,,,
0.016598287969827652,1339,3,,,,,,
0.28374773263931274,1349,3,,,,,,
0.014862695708870888,1359,3,,,,,,
0.010716141201555729,1369,3,,,,,,
0.03389454260468483,1379,3,,,,,,
0.1396399587392807,1389,3,,,,,,
0.057814814150333405,1399,3,,,,,,
0.007446073926985264,1409,3,,,,,,
0.00873652659356594,1419,3,,,,,,
,1427,3,0.5325203537940979,0.6617072224617004,0.2454385608434677,0.6436485648155212,0.8921307325363159,
0.00648390082642436,1429,4,,,,,,
0.006696822587400675,1439,4,,,,,,
0.013143477030098438,1449,4,,,,,,
0.11505196243524551,1459,4,,,,,,
0.005917316768318415,1469,4,,,,,,
0.008061905391514301,1479,4,,,,,,
0.0029222003649920225,1489,4,,,,,,
0.02557789348065853,1499,4,,,,,,
0.011850924231112003,1509,4,,,,,,
0.004138929769396782,1519,4,,,,,,
0.0030208469834178686,1529,4,,,,,,
0.07960173487663269,1539,4,,,,,,
0.016613280400633812,1549,4,,,,,,
0.005300617776811123,1559,4,,,,,,
0.004631641320884228,1569,4,,,,,,
0.017164917662739754,1579,4,,,,,,
0.01082739420235157,1589,4,,,,,,
0.0024873996153473854,1599,4,,,,,,
0.019988389685750008,1609,4,,,,,,
0.002853529993444681,1619,4,,,,,,
0.05117417499423027,1629,4,,,,,,
0.00952615775167942,1639,4,,,,,,
0.10483378916978836,1649,4,,,,,,
0.01188134029507637,1659,4,,,,,,
0.0007661015843041241,1669,4,,,,,,
0.011363198049366474,1679,4,,,,,,
0.0036896478850394487,1689,4,,,,,,
0.004402041435241699,1699,4,,,,,,
0.008044428192079067,1709,4,,,,,,
0.005124174524098635,1719,4,,,,,,
0.06846930086612701,1729,4,,,,,,
0.0015465106116607785,1739,4,,,,,,
0.0051918416284024715,1749,4,,,,,,
0.0037576209288090467,1759,4,,,,,,
0.013102761469781399,1769,4,,,,,,
0.0047035226598382,1779,4,,,,,,
,1784,4,0.5365853905677795,0.6588219404220581,0.2916868329048157,0.6510187387466431,0.8920136094093323,
,1785,5,,,,,,0.2916868329048157
