train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0.461559921503067,9,0,,,,,,
1.2016408443450928,19,0,,,,,,
0.4510798156261444,29,0,,,,,,
0.6041324734687805,39,0,,,,,,
0.2289346605539322,49,0,,,,,,
0.6096194982528687,59,0,,,,,,
0.5595630407333374,69,0,,,,,,
0.3491388261318207,79,0,,,,,,
0.578734278678894,89,0,,,,,,
0.833647608757019,99,0,,,,,,
0.4444425702095032,109,0,,,,,,
0.4591161608695984,119,0,,,,,,
0.5352066159248352,129,0,,,,,,
0.28165173530578613,139,0,,,,,,
0.10734596103429794,149,0,,,,,,
0.3044882118701935,159,0,,,,,,
0.2690970003604889,169,0,,,,,,
0.21407759189605713,179,0,,,,,,
0.2782241702079773,189,0,,,,,,
0.3359442353248596,199,0,,,,,,
0.49002525210380554,209,0,,,,,,
0.061580855399370193,219,0,,,,,,
0.20511598885059357,229,0,,,,,,
0.2751500904560089,239,0,,,,,,
0.31347379088401794,249,0,,,,,,
1.2303553819656372,259,0,,,,,,
0.2026704102754593,269,0,,,,,,
0.23609331250190735,279,0,,,,,,
0.4963700771331787,289,0,,,,,,
0.03801393508911133,299,0,,,,,,
0.10613539814949036,309,0,,,,,,
0.613888144493103,319,0,,,,,,
0.1371070146560669,329,0,,,,,,
0.10975927114486694,339,0,,,,,,
0.2316620796918869,349,0,,,,,,
0.041716016829013824,359,0,,,,,,
0.20843718945980072,369,0,,,,,,
0.27627384662628174,379,0,,,,,,
,384,0,0.8871113061904907,0.6708369851112366,0.13005639612674713,0.4702702760696411,0.6390920281410217,
0.07535161077976227,389,1,,,,,,
0.44965341687202454,399,1,,,,,,
0.20126597583293915,409,1,,,,,,
0.07049783319234848,419,1,,,,,,
0.158839151263237,429,1,,,,,,
0.17319992184638977,439,1,,,,,,
0.31235650181770325,449,1,,,,,,
0.303713858127594,459,1,,,,,,
0.08746682107448578,469,1,,,,,,
0.2333356738090515,479,1,,,,,,
0.3507879674434662,489,1,,,,,,
0.03005235642194748,499,1,,,,,,
0.3126627504825592,509,1,,,,,,
0.8309897184371948,519,1,,,,,,
0.08419781178236008,529,1,,,,,,
0.20635689795017242,539,1,,,,,,
0.2408915013074875,549,1,,,,,,
0.47548335790634155,559,1,,,,,,
0.0975571870803833,569,1,,,,,,
0.17784833908081055,579,1,,,,,,
0.03139200806617737,589,1,,,,,,
0.3857208788394928,599,1,,,,,,
0.23781798779964447,609,1,,,,,,
0.17075040936470032,619,1,,,,,,
0.11263292282819748,629,1,,,,,,
0.26810595393180847,639,1,,,,,,
0.2954373359680176,649,1,,,,,,
0.11311950534582138,659,1,,,,,,
1.8950201272964478,669,1,,,,,,
0.1763695627450943,679,1,,,,,,
0.10470829159021378,689,1,,,,,,
0.22361382842063904,699,1,,,,,,
0.08426256477832794,709,1,,,,,,
0.044171564280986786,719,1,,,,,,
0.023256294429302216,729,1,,,,,,
0.1840696632862091,739,1,,,,,,
0.058097533881664276,749,1,,,,,,
0.11359558999538422,759,1,,,,,,
0.01992456428706646,769,1,,,,,,
,769,1,0.8984983563423157,0.7018277645111084,0.1366751492023468,0.5189189314842224,0.6730272173881531,
0.03940528258681297,779,2,,,,,,
1.8980472087860107,789,2,,,,,,
0.12232961505651474,799,2,,,,,,
0.05976668745279312,809,2,,,,,,
0.08812396973371506,819,2,,,,,,
0.11036059260368347,829,2,,,,,,
0.2794947624206543,839,2,,,,,,
0.2598545253276825,849,2,,,,,,
0.04832616448402405,859,2,,,,,,
0.1240091472864151,869,2,,,,,,
0.04830631613731384,879,2,,,,,,
0.2223738729953766,889,2,,,,,,
0.09595631808042526,899,2,,,,,,
0.1276017725467682,909,2,,,,,,
0.06792788207530975,919,2,,,,,,
0.026917174458503723,929,2,,,,,,
1.6936063766479492,939,2,,,,,,
0.4440612196922302,949,2,,,,,,
0.35946306586265564,959,2,,,,,,
0.1164579913020134,969,2,,,,,,
0.1652706414461136,979,2,,,,,,
0.07507049292325974,989,2,,,,,,
0.12654003500938416,999,2,,,,,,
0.06498196721076965,1009,2,,,,,,
0.1387394815683365,1019,2,,,,,,
0.043885938823223114,1029,2,,,,,,
0.11976698040962219,1039,2,,,,,,
0.02504485845565796,1049,2,,,,,,
0.159342959523201,1059,2,,,,,,
0.063057541847229,1069,2,,,,,,
0.06598328053951263,1079,2,,,,,,
0.15105217695236206,1089,2,,,,,,
0.1278589963912964,1099,2,,,,,,
0.0890851765871048,1109,2,,,,,,
0.1163538247346878,1119,2,,,,,,
0.0226584542542696,1129,2,,,,,,
0.060626741498708725,1139,2,,,,,,
0.5022754669189453,1149,2,,,,,,
,1154,2,0.9010522365570068,0.6986061930656433,0.15303538739681244,0.5297297239303589,0.6769127249717712,
0.030298152938485146,1159,3,,,,,,
0.20143133401870728,1169,3,,,,,,
0.057713307440280914,1179,3,,,,,,
0.012190873734652996,1189,3,,,,,,
0.04424002766609192,1199,3,,,,,,
0.09530968964099884,1209,3,,,,,,
0.20840686559677124,1219,3,,,,,,
0.13888272643089294,1229,3,,,,,,
0.039874594658613205,1239,3,,,,,,
0.13460752367973328,1249,3,,,,,,
0.08881132304668427,1259,3,,,,,,
0.0042876736260950565,1269,3,,,,,,
0.10729020833969116,1279,3,,,,,,
0.31949520111083984,1289,3,,,,,,
0.05024582892656326,1299,3,,,,,,
0.11420862376689911,1309,3,,,,,,
0.08770792931318283,1319,3,,,,,,
0.14123612642288208,1329,3,,,,,,
0.026370398700237274,1339,3,,,,,,
0.10959866642951965,1349,3,,,,,,
0.02191038616001606,1359,3,,,,,,
0.15852953493595123,1369,3,,,,,,
0.05247006565332413,1379,3,,,,,,
0.032009024173021317,1389,3,,,,,,
0.032503679394721985,1399,3,,,,,,
0.13773131370544434,1409,3,,,,,,
0.20533506572246552,1419,3,,,,,,
0.05453312024474144,1429,3,,,,,,
1.1225595474243164,1439,3,,,,,,
0.07926139235496521,1449,3,,,,,,
0.015329472720623016,1459,3,,,,,,
0.12624433636665344,1469,3,,,,,,
0.08976870030164719,1479,3,,,,,,
0.006470109336078167,1489,3,,,,,,
0.009789207018911839,1499,3,,,,,,
0.026189621537923813,1509,3,,,,,,
0.01705598644912243,1519,3,,,,,,
0.06775612384080887,1529,3,,,,,,
0.014904146082699299,1539,3,,,,,,
,1539,3,0.9078970551490784,0.7129667401313782,0.1514653116464615,0.5729729533195496,0.698628842830658,
0.005071042571216822,1549,4,,,,,,
0.8841997981071472,1559,4,,,,,,
0.015516075305640697,1569,4,,,,,,
0.010902786627411842,1579,4,,,,,,
0.006182017270475626,1589,4,,,,,,
0.0037650037556886673,1599,4,,,,,,
0.08185073733329773,1609,4,,,,,,
0.06658312678337097,1619,4,,,,,,
0.006438419688493013,1629,4,,,,,,
