epoch,step,train_loss,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_bert_score
0,9,0.38483932614326477,,,,,,,,,,
0,19,0.27954813838005066,,,,,,,,,,
0,29,0.2030293196439743,,,,,,,,,,
0,39,0.1883455067873001,,,,,,,,,,
0,49,0.23672457039356232,,,,,,,,,,
0,59,0.12094847857952118,,,,,,,,,,
0,69,0.14703325927257538,,,,,,,,,,
0,79,0.13996891677379608,,,,,,,,,,
0,89,0.16999384760856628,,,,,,,,,,
0,93,,0.8736489415168762,0.376963347196579,0.10332965105772018,0.497772216796875,0.4342849850654602,,,,,
1,99,0.27905017137527466,,,,,,,,,,
1,109,0.11191455274820328,,,,,,,,,,
1,119,0.11187444627285004,,,,,,,,,,
1,129,0.11486098170280457,,,,,,,,,,
1,139,0.07835522294044495,,,,,,,,,,
1,149,0.09684368968009949,,,,,,,,,,
1,159,0.1160421147942543,,,,,,,,,,
1,169,0.08624941110610962,,,,,,,,,,
1,179,0.1271400898694992,,,,,,,,,,
1,187,,0.8939858078956604,0.4895288050174713,0.09150528907775879,0.5773518681526184,0.5304427742958069,,,,,
2,189,0.11574108898639679,,,,,,,,,,
2,199,0.10642669349908829,,,,,,,,,,
2,209,0.09398514777421951,,,,,,,,,,
2,219,0.10653036832809448,,,,,,,,,,
2,229,0.15840712189674377,,,,,,,,,,
2,239,0.09750720858573914,,,,,,,,,,
2,249,0.1934339851140976,,,,,,,,,,
2,259,0.07222169637680054,,,,,,,,,,
2,269,0.1264166533946991,,,,,,,,,,
2,279,0.13100820779800415,,,,,,,,,,
2,281,,0.8986766934394836,0.5104712247848511,0.08816199749708176,0.5971882939338684,0.5537294149398804,,,,,
3,289,0.12216117978096008,,,,,,,,,,
3,299,0.09568747133016586,,,,,,,,,,
3,309,0.10576276481151581,,,,,,,,,,
3,319,0.07715051621198654,,,,,,,,,,
3,329,0.10613389313220978,,,,,,,,,,
3,339,0.10453607887029648,,,,,,,,,,
3,349,0.08604631572961807,,,,,,,,,,
3,359,0.1399872899055481,,,,,,,,,,
3,369,0.12889473140239716,,,,,,,,,,
3,375,,0.9018794894218445,0.5287958383560181,0.08225855231285095,0.609222412109375,0.5683639049530029,,,,,
4,379,0.09400568157434464,,,,,,,,,,
4,389,0.12509694695472717,,,,,,,,,,
4,399,0.09440774470567703,,,,,,,,,,
4,409,0.08318647742271423,,,,,,,,,,
4,419,0.09207732230424881,,,,,,,,,,
4,429,0.07729314267635345,,,,,,,,,,
4,439,0.085589200258255,,,,,,,,,,
4,449,0.08649700880050659,,,,,,,,,,
4,459,0.20702363550662994,,,,,,,,,,
4,469,0.08310553431510925,,,,,,,,,,
4,469,,0.9054005146026611,0.5418848395347595,0.08304569125175476,0.624908447265625,0.5835282802581787,,,,,
5,470,,,,,,,0.08304569125175476,0.5835282802581787,0.624908447265625,0.5418848395347595,0.9054005146026611
