step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_loss
9,0.6998653411865234,0,,,,,,
19,0.6969841718673706,0,,,,,,
29,0.737395703792572,0,,,,,,
39,0.37059396505355835,0,,,,,,
49,0.31660643219947815,0,,,,,,
59,0.3799416720867157,0,,,,,,
69,0.30337804555892944,0,,,,,,
79,0.26769083738327026,0,,,,,,
89,0.4659472405910492,0,,,,,,
99,0.32828259468078613,0,,,,,,
109,0.24850183725357056,0,,,,,,
119,0.21474675834178925,0,,,,,,
129,0.5846250653266907,0,,,,,,
139,0.49139317870140076,0,,,,,,
149,0.2342081218957901,0,,,,,,
159,0.28284603357315063,0,,,,,,
169,0.4059469401836395,0,,,,,,
179,0.1389761120080948,0,,,,,,
189,0.2320435345172882,0,,,,,,
199,0.4589199125766754,0,,,,,,
209,0.21366801857948303,0,,,,,,
219,0.2156950682401657,0,,,,,,
229,0.2891175448894501,0,,,,,,
239,0.23940114676952362,0,,,,,,
249,0.3990086317062378,0,,,,,,
259,0.3029361367225647,0,,,,,,
269,0.31940701603889465,0,,,,,,
279,1.358978033065796,0,,,,,,
289,0.2687373459339142,0,,,,,,
299,0.2408713400363922,0,,,,,,
309,0.6312113404273987,0,,,,,,
319,0.26718807220458984,0,,,,,,
329,0.21181099116802216,0,,,,,,
339,0.7809544205665588,0,,,,,,
349,0.5204054117202759,0,,,,,,
359,0.19966372847557068,0,,,,,,
369,0.661171555519104,0,,,,,,
379,0.23213718831539154,0,,,,,,
388,,0,0.6487544775009155,0.8910101652145386,0.10649208724498749,0.5660377144813538,0.6699003577232361,
389,0.08108781278133392,1,,,,,,
399,0.23729419708251953,1,,,,,,
409,0.15615026652812958,1,,,,,,
419,0.13638412952423096,1,,,,,,
429,0.2192610204219818,1,,,,,,
439,0.07471296936273575,1,,,,,,
449,0.26530954241752625,1,,,,,,
459,1.6668812036514282,1,,,,,,
469,0.15684238076210022,1,,,,,,
479,0.11580028384923935,1,,,,,,
489,0.13214224576950073,1,,,,,,
499,0.17656216025352478,1,,,,,,
509,0.06222305819392204,1,,,,,,
519,0.06587755680084229,1,,,,,,
529,0.3431048095226288,1,,,,,,
539,2.562246084213257,1,,,,,,
549,0.48895883560180664,1,,,,,,
559,0.16313573718070984,1,,,,,,
569,0.06734977662563324,1,,,,,,
579,0.35951733589172363,1,,,,,,
589,0.19962669909000397,1,,,,,,
599,0.06722502410411835,1,,,,,,
609,0.23163048923015594,1,,,,,,
619,0.07671547681093216,1,,,,,,
629,0.1424923539161682,1,,,,,,
639,0.3301975727081299,1,,,,,,
649,0.3210735619068146,1,,,,,,
659,0.15926320850849152,1,,,,,,
669,0.05319499969482422,1,,,,,,
679,0.45162636041641235,1,,,,,,
689,0.21774466335773468,1,,,,,,
699,0.7756224870681763,1,,,,,,
709,0.04992600902915001,1,,,,,,
719,0.04372699558734894,1,,,,,,
729,0.20011289417743683,1,,,,,,
739,0.09252969920635223,1,,,,,,
749,0.12427733838558197,1,,,,,,
759,0.28906387090682983,1,,,,,,
769,0.08917149156332016,1,,,,,,
777,,1,0.6632798314094543,0.8958950638771057,0.12038753181695938,0.5660377144813538,0.6877931952476501,
779,0.03319258615374565,2,,,,,,
789,0.04393730312585831,2,,,,,,
799,0.11998330056667328,2,,,,,,
809,0.36494117975234985,2,,,,,,
819,0.12534312903881073,2,,,,,,
829,0.03525438532233238,2,,,,,,
839,0.08064476400613785,2,,,,,,
849,0.016009362414479256,2,,,,,,
859,0.2920042872428894,2,,,,,,
869,0.46044254302978516,2,,,,,,
879,0.16330300271511078,2,,,,,,
889,0.09890478849411011,2,,,,,,
899,0.02713010460138321,2,,,,,,
909,0.08060594648122787,2,,,,,,
919,0.03586132824420929,2,,,,,,
929,0.016762735322117805,2,,,,,,
939,0.028815068304538727,2,,,,,,
949,0.15115393698215485,2,,,,,,
959,0.04332766681909561,2,,,,,,
969,0.09569545835256577,2,,,,,,
979,0.04216929152607918,2,,,,,,
989,0.06399175524711609,2,,,,,,
999,0.003951836843043566,2,,,,,,
1009,0.0672304630279541,2,,,,,,
1019,0.025370541960000992,2,,,,,,
1029,0.043467409908771515,2,,,,,,
1039,0.04106315225362778,2,,,,,,
1049,0.01650707796216011,2,,,,,,
1059,0.04155702888965607,2,,,,,,
1069,0.06426624953746796,2,,,,,,
1079,0.05553616210818291,2,,,,,,
1089,0.23010627925395966,2,,,,,,
1099,0.037467554211616516,2,,,,,,
1109,0.0924934521317482,2,,,,,,
1119,0.19188329577445984,2,,,,,,
1129,0.02526315487921238,2,,,,,,
1139,0.01832394301891327,2,,,,,,
1149,0.02519657090306282,2,,,,,,
1159,0.01720615103840828,2,,,,,,
1166,,2,0.6662282347679138,0.900242269039154,0.14521028101444244,0.5660377144813538,0.6958401203155518,
1169,0.18564027547836304,3,,,,,,
1179,0.016105668619275093,3,,,,,,
1189,0.010374926030635834,3,,,,,,
1199,0.09479030221700668,3,,,,,,
1209,0.036276672035455704,3,,,,,,
1219,0.15635398030281067,3,,,,,,
1229,0.05659504607319832,3,,,,,,
1239,0.04258064180612564,3,,,,,,
1249,0.06427175551652908,3,,,,,,
1259,0.22146186232566833,3,,,,,,
1269,0.045898616313934326,3,,,,,,
1279,0.008616495877504349,3,,,,,,
1289,0.026170730590820312,3,,,,,,
1299,0.08614738285541534,3,,,,,,
1309,0.026347285136580467,3,,,,,,
1319,0.18105214834213257,3,,,,,,
1329,0.11455066502094269,3,,,,,,
1339,0.03501463308930397,3,,,,,,
1349,0.011345244012773037,3,,,,,,
1359,0.02259039878845215,3,,,,,,
1369,0.06730582565069199,3,,,,,,
1379,0.07545517385005951,3,,,,,,
1389,0.02440699189901352,3,,,,,,
1399,0.05251791328191757,3,,,,,,
1409,0.05988258868455887,3,,,,,,
1419,0.011123421601951122,3,,,,,,
1429,0.044609300792217255,3,,,,,,
1439,0.03351598232984543,3,,,,,,
1449,0.02636082097887993,3,,,,,,
1459,0.02583511546254158,3,,,,,,
1469,0.008744874969124794,3,,,,,,
1479,0.36163488030433655,3,,,,,,
1489,0.009371288120746613,3,,,,,,
1499,0.011620503850281239,3,,,,,,
1509,0.0457356795668602,3,,,,,,
1519,0.08524636924266815,3,,,,,,
1529,0.029978903010487556,3,,,,,,
1539,0.018996328115463257,3,,,,,,
1549,0.011576845310628414,3,,,,,,
1555,,3,0.6749334931373596,0.9029347896575928,0.19121554493904114,0.5849056839942932,0.7078922390937805,
1559,0.006570679135620594,4,,,,,,
1569,0.0021715692710131407,4,,,,,,
1579,0.018000219017267227,4,,,,,,
1589,0.042223792523145676,4,,,,,,
1599,0.004532957915216684,4,,,,,,
1609,0.03922414779663086,4,,,,,,
1619,0.005576691590249538,4,,,,,,
1629,0.026066189631819725,4,,,,,,
1639,0.12993940711021423,4,,,,,,
1649,0.02553704008460045,4,,,,,,
1659,0.01948212832212448,4,,,,,,
1669,0.003669088240712881,4,,,,,,
1679,0.0010332472156733274,4,,,,,,
1689,0.005544919986277819,4,,,,,,
1699,0.0023021050728857517,4,,,,,,
1709,0.01839747279882431,4,,,,,,
1719,0.0090918755158782,4,,,,,,
1729,0.0028681084513664246,4,,,,,,
1739,0.011476598680019379,4,,,,,,
1749,0.007317911833524704,4,,,,,,
1759,0.0033228369429707527,4,,,,,,
1769,0.05620391666889191,4,,,,,,
1779,0.007164230104535818,4,,,,,,
1789,0.00917263887822628,4,,,,,,
1799,0.01312095858156681,4,,,,,,
1809,0.02381300739943981,4,,,,,,
1819,0.002024315996095538,4,,,,,,
1829,0.001831158297136426,4,,,,,,
1839,0.008283297531306744,4,,,,,,
1849,0.03676551207900047,4,,,,,,
1859,0.0050397152081131935,4,,,,,,
1869,0.17835383117198944,4,,,,,,
1879,0.04334599897265434,4,,,,,,
1889,0.01600888930261135,4,,,,,,
1899,0.008716439828276634,4,,,,,,
1909,0.0047123315744102,4,,,,,,
1919,0.002745971316471696,4,,,,,,
1929,0.46191638708114624,4,,,,,,
1939,0.0032637380063533783,4,,,,,,
1944,,4,0.6815187335014343,0.9029034972190857,0.23573917150497437,0.5849056839942932,0.7057844400405884,
1945,,5,,,,,,0.23573917150497437
