epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,test_loss
0,0.7464608550071716,9,,,,,,
0,0.3956347107887268,19,,,,,,
0,0.40251049399375916,29,,,,,,
0,0.27785471081733704,39,,,,,,
0,0.3760629892349243,49,,,,,,
0,0.23846682906150818,59,,,,,,
0,0.31141212582588196,69,,,,,,
0,0.1391185224056244,79,,,,,,
0,0.10684887319803238,89,,,,,,
0,0.16273139417171478,99,,,,,,
0,0.22210285067558289,109,,,,,,
0,nan,119,,,,,,
0,0.15149681270122528,129,,,,,,
0,0.38801681995391846,139,,,,,,
0,0.19321021437644958,149,,,,,,
0,0.1679343730211258,159,,,,,,
0,0.17890198528766632,169,,,,,,
0,0.16344597935676575,179,,,,,,
0,0.09181063622236252,189,,,,,,
0,0.09750217944383621,199,,,,,,
0,0.14177438616752625,209,,,,,,
0,0.23732954263687134,219,,,,,,
0,0.2020624577999115,229,,,,,,
0,0.20963767170906067,239,,,,,,
0,0.22548441588878632,249,,,,,,
0,0.11423331499099731,259,,,,,,
0,0.22316138446331024,269,,,,,,
0,0.1510699987411499,279,,,,,,
0,0.1107267439365387,289,,,,,,
0,0.2910260856151581,299,,,,,,
0,0.17095957696437836,309,,,,,,
0,0.13652163743972778,319,,,,,,
0,0.17398715019226074,329,,,,,,
0,0.23549483716487885,339,,,,,,
0,0.19699914753437042,349,,,,,,
0,,356,0.2650386393070221,0.20195439457893372,0.12138205766677856,0.32290953397750854,0.7882183194160461,
1,0.15048937499523163,359,,,,,,
1,0.09798683226108551,369,,,,,,
1,0.2198145091533661,379,,,,,,
1,0.14161939918994904,389,,,,,,
1,0.13496436178684235,399,,,,,,
1,0.28302937746047974,409,,,,,,
1,0.20945599675178528,419,,,,,,
1,0.13952241837978363,429,,,,,,
1,0.18944719433784485,439,,,,,,
1,0.20222929120063782,449,,,,,,
1,0.1777149736881256,459,,,,,,
1,0.16807112097740173,469,,,,,,
1,0.15210144221782684,479,,,,,,
1,0.15585072338581085,489,,,,,,
1,0.17561906576156616,499,,,,,,
1,0.1406371146440506,509,,,,,,
1,0.2553001046180725,519,,,,,,
1,0.2437601238489151,529,,,,,,
1,0.1531713604927063,539,,,,,,
1,0.10590426623821259,549,,,,,,
1,0.1655726432800293,559,,,,,,
1,0.16748447716236115,569,,,,,,
1,0.17870685458183289,579,,,,,,
1,0.11975941807031631,589,,,,,,
1,0.1391851305961609,599,,,,,,
1,0.15969930589199066,609,,,,,,
1,0.2237827330827713,619,,,,,,
1,0.15225502848625183,629,,,,,,
1,0.10965752601623535,639,,,,,,
1,0.17531754076480865,649,,,,,,
1,0.27172109484672546,659,,,,,,
1,0.11595359444618225,669,,,,,,
1,0.1195487529039383,679,,,,,,
1,0.1541745662689209,689,,,,,,
1,0.10741782188415527,699,,,,,,
1,0.12769289314746857,709,,,,,,
1,,713,0.3106234073638916,0.25244298577308655,0.12571550905704498,0.3607800602912903,0.8040472269058228,
2,0.1026918888092041,719,,,,,,
2,0.17210669815540314,729,,,,,,
2,0.05972224473953247,739,,,,,,
2,0.10960482805967331,749,,,,,,
2,0.08525276184082031,759,,,,,,
2,0.11374963819980621,769,,,,,,
2,0.1025732159614563,779,,,,,,
2,0.07336331903934479,789,,,,,,
2,0.2019232213497162,799,,,,,,
2,0.16213957965373993,809,,,,,,
2,0.06897877156734467,819,,,,,,
2,0.2042013257741928,829,,,,,,
2,0.1374925822019577,839,,,,,,
2,0.09110511094331741,849,,,,,,
