train_loss,epoch,step,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
1.0014843940734863,0,9,,,,,,
1.4904712438583374,0,19,,,,,,
0.18077558279037476,0,29,,,,,,
0.16834813356399536,0,39,,,,,,
0.1505899578332901,0,49,,,,,,
0.4256106913089752,0,59,,,,,,
0.9548532366752625,0,69,,,,,,
0.1922404021024704,0,79,,,,,,
0.1141456663608551,0,89,,,,,,
0.26780325174331665,0,99,,,,,,
0.7462049126625061,0,109,,,,,,
0.7768850326538086,0,119,,,,,,
0.6100254058837891,0,129,,,,,,
0.11989240348339081,0,139,,,,,,
0.1974995732307434,0,149,,,,,,
0.26023170351982117,0,159,,,,,,
0.15982189774513245,0,169,,,,,,
0.12052643299102783,0,179,,,,,,
0.44108304381370544,0,189,,,,,,
0.6030275225639343,0,199,,,,,,
0.321789413690567,0,209,,,,,,
0.8390054106712341,0,219,,,,,,
0.22606992721557617,0,229,,,,,,
0.21763482689857483,0,239,,,,,,
0.394766241312027,0,249,,,,,,
0.5040004849433899,0,259,,,,,,
0.07358333468437195,0,269,,,,,,
0.08404254168272018,0,279,,,,,,
0.08501608669757843,0,289,,,,,,
0.2142210453748703,0,299,,,,,,
0.12482956051826477,0,309,,,,,,
0.07586434483528137,0,319,,,,,,
0.12066435813903809,0,329,,,,,,
0.4080924987792969,0,339,,,,,,
0.09556213021278381,0,349,,,,,,
0.11568750441074371,0,359,,,,,,
,0,362,0.11897742003202438,0.17397260665893555,0.24922923743724823,0.7960286736488342,0.3165126442909241,
0.13652433454990387,1,369,,,,,,
0.6612967848777771,1,379,,,,,,
0.19592322409152985,1,389,,,,,,
0.12124410271644592,1,399,,,,,,
0.06717140972614288,1,409,,,,,,
0.15598486363887787,1,419,,,,,,
0.06787871569395065,1,429,,,,,,
0.10575782507658005,1,439,,,,,,
0.12328304350376129,1,449,,,,,,
0.20014436542987823,1,459,,,,,,
0.0776342824101448,1,469,,,,,,
0.4458550810813904,1,479,,,,,,
0.30525070428848267,1,489,,,,,,
0.08638499677181244,1,499,,,,,,
0.0909174382686615,1,509,,,,,,
0.07345615327358246,1,519,,,,,,
0.6517217755317688,1,529,,,,,,
0.14330124855041504,1,539,,,,,,
0.08386525511741638,1,549,,,,,,
0.09623236954212189,1,559,,,,,,
0.15658964216709137,1,569,,,,,,
0.0757705345749855,1,579,,,,,,
0.46581700444221497,1,589,,,,,,
0.09103509783744812,1,599,,,,,,
0.31120774149894714,1,609,,,,,,
0.07958995550870895,1,619,,,,,,
0.2415555715560913,1,629,,,,,,
0.1033826395869255,1,639,,,,,,
0.05619937181472778,1,649,,,,,,
0.5003921389579773,1,659,,,,,,
0.48084890842437744,1,669,,,,,,
0.3685160279273987,1,679,,,,,,
0.574874997138977,1,689,,,,,,
0.14881907403469086,1,699,,,,,,
0.06040270999073982,1,709,,,,,,
0.059204116463661194,1,719,,,,,,
,1,725,0.12486274540424347,0.29041096568107605,0.3683011531829834,0.8407451510429382,0.4106595516204834,
0.07834357768297195,2,729,,,,,,
0.23414947092533112,2,739,,,,,,
0.09449809044599533,2,749,,,,,,
0.11187881231307983,2,759,,,,,,
0.17357802391052246,2,769,,,,,,
0.1969098597764969,2,779,,,,,,
0.06491013616323471,2,789,,,,,,
0.06299079954624176,2,799,,,,,,
0.05405455082654953,2,809,,,,,,
0.0944247841835022,2,819,,,,,,
0.2622079849243164,2,829,,,,,,
0.04039046913385391,2,839,,,,,,
0.2491786926984787,2,849,,,,,,
0.053984735161066055,2,859,,,,,,
0.3484209179878235,2,869,,,,,,
0.055690087378025055,2,879,,,,,,
0.09702358394861221,2,889,,,,,,
0.048821739852428436,2,899,,,,,,
0.04433894529938698,2,909,,,,,,
0.21035905182361603,2,919,,,,,,
0.20152200758457184,2,929,,,,,,
0.27767103910446167,2,939,,,,,,
0.08458191156387329,2,949,,,,,,
0.19639013707637787,2,959,,,,,,
0.08207793533802032,2,969,,,,,,
0.07486658543348312,2,979,,,,,,
0.058479614555835724,2,989,,,,,,
0.23707664012908936,2,999,,,,,,
0.28715041279792786,2,1009,,,,,,
0.12800848484039307,2,1019,,,,,,
0.08229431509971619,2,1029,,,,,,
0.24836140871047974,2,1039,,,,,,
0.023998763412237167,2,1049,,,,,,
0.04386645555496216,2,1059,,,,,,
0.030992958694696426,2,1069,,,,,,
0.22400237619876862,2,1079,,,,,,
,2,1088,0.11414170265197754,0.49726027250289917,0.556042492389679,0.8852623105049133,0.5681560039520264,
0.1585671603679657,3,1089,,,,,,
0.19121360778808594,3,1099,,,,,,
0.038579218089580536,3,1109,,,,,,
0.089583620429039,3,1119,,,,,,
0.31865304708480835,3,1129,,,,,,
0.24665279686450958,3,1139,,,,,,
0.06335173547267914,3,1149,,,,,,
0.24438714981079102,3,1159,,,,,,
0.03965023159980774,3,1169,,,,,,
0.2930496633052826,3,1179,,,,,,
0.04995222017168999,3,1189,,,,,,
0.026087213307619095,3,1199,,,,,,
0.03798099607229233,3,1209,,,,,,
0.06757017970085144,3,1219,,,,,,
0.3653673529624939,3,1229,,,,,,
0.10346599668264389,3,1239,,,,,,
0.0194882620126009,3,1249,,,,,,
0.03665157034993172,3,1259,,,,,,
0.024249747395515442,3,1269,,,,,,
0.022580383345484734,3,1279,,,,,,
0.04206901043653488,3,1289,,,,,,
0.02975234016776085,3,1299,,,,,,
0.02023889869451523,3,1309,,,,,,
0.016773410141468048,3,1319,,,,,,
0.07386908680200577,3,1329,,,,,,
0.22989293932914734,3,1339,,,,,,
0.13564857840538025,3,1349,,,,,,
0.21008647978305817,3,1359,,,,,,
0.02418091893196106,3,1369,,,,,,
0.16638587415218353,3,1379,,,,,,
0.031805798411369324,3,1389,,,,,,
0.026965530589222908,3,1399,,,,,,
0.015365110710263252,3,1409,,,,,,
0.31921935081481934,3,1419,,,,,,
0.10958432406187057,3,1429,,,,,,
0.035606499761343,3,1439,,,,,,
0.05352438986301422,3,1449,,,,,,
,3,1451,0.12856408953666687,0.5356164574623108,0.5897164344787598,0.8945427536964417,0.5986205339431763,
0.03427787497639656,4,1459,,,,,,
0.03783133625984192,4,1469,,,,,,
0.16485872864723206,4,1479,,,,,,
0.033016204833984375,4,1489,,,,,,
0.010597334243357182,4,1499,,,,,,
0.016244303435087204,4,1509,,,,,,
0.1345858871936798,4,1519,,,,,,
0.19710403680801392,4,1529,,,,,,
0.3333297073841095,4,1539,,,,,,
0.22590181231498718,4,1549,,,,,,
0.016582349315285683,4,1559,,,,,,
0.08567192405462265,4,1569,,,,,,
0.012239817529916763,4,1579,,,,,,
0.05574607476592064,4,1589,,,,,,
0.16120553016662598,4,1599,,,,,,
0.028398675844073296,4,1609,,,,,,
0.02904023602604866,4,1619,,,,,,
0.0562792606651783,4,1629,,,,,,
0.05168243870139122,4,1639,,,,,,
0.15597808361053467,4,1649,,,,,,
0.026409488171339035,4,1659,,,,,,
0.02375042624771595,4,1669,,,,,,
0.12887975573539734,4,1679,,,,,,
0.13979074358940125,4,1689,,,,,,
0.0706871822476387,4,1699,,,,,,
0.08079630881547928,4,1709,,,,,,
0.018162550404667854,4,1719,,,,,,
0.07435587793588638,4,1729,,,,,,
0.025875898078083992,4,1739,,,,,,
0.036477554589509964,4,1749,,,,,,
0.01297508180141449,4,1759,,,,,,
0.07355102896690369,4,1769,,,,,,
0.01146344467997551,4,1779,,,,,,
0.052705876529216766,4,1789,,,,,,
0.05041744187474251,4,1799,,,,,,
0.009278831072151661,4,1809,,,,,,
,4,1814,0.13950397074222565,0.53287672996521,0.588123083114624,0.8942801356315613,0.5967972278594971,
,5,1815,,,,,,0.13950397074222565
