step,train_loss,epoch,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0.10601682960987091,0,,,,,,
19,0.0586237758398056,0,,,,,,
29,0.05166275054216385,0,,,,,,
39,0.08044188469648361,0,,,,,,
49,0.03539077192544937,0,,,,,,
59,0.04034600034356117,0,,,,,,
69,0.04084307327866554,0,,,,,,
79,0.04250408709049225,0,,,,,,
89,0.06559932976961136,0,,,,,,
99,0.05632186308503151,0,,,,,,
109,0.036005835980176926,0,,,,,,
119,0.04677429795265198,0,,,,,,
129,0.03535996749997139,0,,,,,,
139,0.03415049612522125,0,,,,,,
149,0.029085416346788406,0,,,,,,
159,0.05111806467175484,0,,,,,,
169,0.02218477986752987,0,,,,,,
179,0.03923126310110092,0,,,,,,
189,0.0795242115855217,0,,,,,,
199,0.03791450709104538,0,,,,,,
209,0.06327389925718307,0,,,,,,
219,0.0538775809109211,0,,,,,,
229,0.044623713940382004,0,,,,,,
239,0.04973454773426056,0,,,,,,
249,0.03860843554139137,0,,,,,,
259,0.08239220082759857,0,,,,,,
269,0.04765421524643898,0,,,,,,
279,0.04255050793290138,0,,,,,,
289,0.06412375718355179,0,,,,,,
299,0.028980577364563942,0,,,,,,
309,0.050844643265008926,0,,,,,,
319,0.025837626308202744,0,,,,,,
329,0.05629158392548561,0,,,,,,
339,0.03975527361035347,0,,,,,,
349,0.049223095178604126,0,,,,,,
359,0.03331545367836952,0,,,,,,
369,0.03597666695713997,0,,,,,,
379,0.03373691812157631,0,,,,,,
389,0.04754413664340973,0,,,,,,
399,0.03732502833008766,0,,,,,,
409,0.04633590951561928,0,,,,,,
419,0.02371167205274105,0,,,,,,
421,,0,0.11754824966192245,0.3391662538051605,0.17249417304992676,0.8277494311332703,0.2617821991443634,
429,0.03829944133758545,1,,,,,,
439,0.0393119640648365,1,,,,,,
449,0.03230259194970131,1,,,,,,
459,0.03489463031291962,1,,,,,,
469,0.03413712605834007,1,,,,,,
479,0.013744483701884747,1,,,,,,
489,0.03101830743253231,1,,,,,,
499,0.02766948752105236,1,,,,,,
509,0.02390098385512829,1,,,,,,
519,0.0670919120311737,1,,,,,,
529,0.028088700026273727,1,,,,,,
539,0.03414194658398628,1,,,,,,
549,0.024330943822860718,1,,,,,,
559,0.038669705390930176,1,,,,,,
569,0.026968862861394882,1,,,,,,
579,0.03553092107176781,1,,,,,,
589,0.04598488286137581,1,,,,,,
599,0.040495965629816055,1,,,,,,
609,0.06581118702888489,1,,,,,,
619,0.04566336050629616,1,,,,,,
629,0.04922792688012123,1,,,,,,
639,0.04161760210990906,1,,,,,,
649,0.02421361580491066,1,,,,,,
659,0.028820808976888657,1,,,,,,
669,0.05584263056516647,1,,,,,,
679,0.03227444365620613,1,,,,,,
689,0.039810486137866974,1,,,,,,
699,0.03488581255078316,1,,,,,,
709,0.034062642604112625,1,,,,,,
719,0.05167805403470993,1,,,,,,
729,0.023629825562238693,1,,,,,,
739,0.03769472986459732,1,,,,,,
749,0.03017527051270008,1,,,,,,
759,0.06394664198160172,1,,,,,,
769,0.047333233058452606,1,,,,,,
779,0.04919565096497536,1,,,,,,
789,0.019028903916478157,1,,,,,,
799,0.04948795586824417,1,,,,,,
809,0.029939820989966393,1,,,,,,
819,0.04494624212384224,1,,,,,,
829,0.0400996208190918,1,,,,,,
839,0.03293229639530182,1,,,,,,
843,,1,0.1049887165427208,0.3604530990123749,0.20279720425605774,0.8324670195579529,0.28277069330215454,
849,0.03247307613492012,2,,,,,,
859,0.03769490867853165,2,,,,,,
869,0.03997126221656799,2,,,,,,
879,0.02195168286561966,2,,,,,,
889,0.03916271775960922,2,,,,,,
899,0.04096387326717377,2,,,,,,
909,0.027413668110966682,2,,,,,,
919,0.03807974234223366,2,,,,,,
929,0.04418366029858589,2,,,,,,
939,0.03342719376087189,2,,,,,,
949,0.02341695874929428,2,,,,,,
959,0.07068891823291779,2,,,,,,
969,0.023998048156499863,2,,,,,,
979,0.04383137822151184,2,,,,,,
989,0.035068634897470474,2,,,,,,
999,0.013741651549935341,2,,,,,,
1009,0.039004597812891006,2,,,,,,
1019,0.04693121835589409,2,,,,,,
1029,0.03678851202130318,2,,,,,,
1039,0.020418556407094002,2,,,,,,
1049,0.010322927497327328,2,,,,,,
1059,0.0283121969550848,2,,,,,,
1069,0.02861822582781315,2,,,,,,
1079,0.016207313165068626,2,,,,,,
1089,0.02102227509021759,2,,,,,,
1099,0.03069307468831539,2,,,,,,
1109,0.02361544407904148,2,,,,,,
1119,0.03144240379333496,2,,,,,,
1129,0.03573176637291908,2,,,,,,
1139,0.02113201655447483,2,,,,,,
1149,0.0352226085960865,2,,,,,,
1159,0.028607819229364395,2,,,,,,
1169,0.0333661288022995,2,,,,,,
1179,0.02846175990998745,2,,,,,,
1189,0.03145374357700348,2,,,,,,
1199,0.026257721707224846,2,,,,,,
1209,0.024458397179841995,2,,,,,,
1219,0.026453938335180283,2,,,,,,
1229,0.015099986456334591,2,,,,,,
1239,0.029213106259703636,2,,,,,,
1249,0.03478965908288956,2,,,,,,
1259,0.028289686888456345,2,,,,,,
1265,,2,0.12129557132720947,0.3567800223827362,0.20279720425605774,0.8318318128585815,0.2807295024394989,
