step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
9,0.11166954040527344,0,,,,,,
19,0.1060202419757843,0,,,,,,
29,0.07335897535085678,0,,,,,,
39,0.060930054634809494,0,,,,,,
49,0.058217622339725494,0,,,,,,
59,0.04085395112633705,0,,,,,,
69,0.08553125709295273,0,,,,,,
79,0.06784803420305252,0,,,,,,
89,0.0780995562672615,0,,,,,,
99,0.06923448294401169,0,,,,,,
109,0.06257269531488419,0,,,,,,
119,0.06693927943706512,0,,,,,,
129,0.07375296950340271,0,,,,,,
139,0.050683118402957916,0,,,,,,
149,0.08317065984010696,0,,,,,,
159,0.05821835622191429,0,,,,,,
169,0.0506083108484745,0,,,,,,
179,0.04148919880390167,0,,,,,,
189,0.055313680320978165,0,,,,,,
199,0.0465189628303051,0,,,,,,
209,0.054355036467313766,0,,,,,,
219,0.04689905792474747,0,,,,,,
229,0.06081219017505646,0,,,,,,
239,0.07492277026176453,0,,,,,,
239,,0,0.2539467215538025,0.12459859251976013,0.8269684910774231,0.35618481040000916,0.1779141128063202,
249,0.06563086807727814,1,,,,,,
259,0.0728159248828888,1,,,,,,
269,0.037119507789611816,1,,,,,,
279,0.05904918164014816,1,,,,,,
289,0.0535886287689209,1,,,,,,
299,0.04199045151472092,1,,,,,,
309,0.04666220769286156,1,,,,,,
319,0.0663372278213501,1,,,,,,
329,0.06421910226345062,1,,,,,,
339,0.041167233139276505,1,,,,,,
349,0.05957046151161194,1,,,,,,
359,0.07327624410390854,1,,,,,,
369,0.07146827131509781,1,,,,,,
379,0.05359800159931183,1,,,,,,
389,0.053993310779333115,1,,,,,,
399,0.04318249970674515,1,,,,,,
409,0.03653538227081299,1,,,,,,
419,0.039820604026317596,1,,,,,,
429,0.07260329276323318,1,,,,,,
439,0.043681882321834564,1,,,,,,
449,0.04760361462831497,1,,,,,,
459,0.08991562575101852,1,,,,,,
469,0.0425390899181366,1,,,,,,
479,0.07482440769672394,1,,,,,,
479,,1,0.2602907419204712,0.11271178722381592,0.8286134004592896,0.36120232939720154,0.18609407544136047,
489,0.0533502921462059,2,,,,,,
499,0.0637735053896904,2,,,,,,
509,0.032795436680316925,2,,,,,,
519,0.057160019874572754,2,,,,,,
529,0.05111485719680786,2,,,,,,
539,0.03994200378656387,2,,,,,,
549,0.03730335831642151,2,,,,,,
559,0.06131990626454353,2,,,,,,
569,0.03987443074584007,2,,,,,,
579,0.03738292306661606,2,,,,,,
589,0.054930102080106735,2,,,,,,
599,0.06601205468177795,2,,,,,,
609,0.06218365579843521,2,,,,,,
619,0.048667192459106445,2,,,,,,
629,0.04452035203576088,2,,,,,,
639,0.03977243974804878,2,,,,,,
649,0.034643277525901794,2,,,,,,
659,0.03763304278254509,2,,,,,,
669,0.06564825028181076,2,,,,,,
679,0.03975008800625801,2,,,,,,
689,0.04416579008102417,2,,,,,,
699,0.07870765030384064,2,,,,,,
709,0.03826044127345085,2,,,,,,
719,0.06530091911554337,2,,,,,,
719,,2,0.25653326511383057,0.11450239270925522,0.8281638026237488,0.35326817631721497,0.1840490847826004,
729,0.046080831438302994,3,,,,,,
739,0.05682811141014099,3,,,,,,
749,0.029237456619739532,3,,,,,,
759,0.0548812560737133,3,,,,,,
769,0.047000009566545486,3,,,,,,
779,0.04082809016108513,3,,,,,,
789,0.033494167029857635,3,,,,,,
799,0.053601041436195374,3,,,,,,
809,0.038555584847927094,3,,,,,,
819,0.03144155442714691,3,,,,,,
829,0.047807592898607254,3,,,,,,
839,0.05445219576358795,3,,,,,,
849,0.05104900896549225,3,,,,,,
859,0.04153938964009285,3,,,,,,
869,0.03596543148159981,3,,,,,,
879,0.03728237748146057,3,,,,,,
889,0.03241618350148201,3,,,,,,
899,0.03345472365617752,3,,,,,,
909,0.05262838676571846,3,,,,,,
919,0.03529364615678787,3,,,,,,
929,0.04164782166481018,3,,,,,,
939,0.058063216507434845,3,,,,,,
949,0.03238287940621376,3,,,,,,
959,0.05551021546125412,3,,,,,,
959,,3,0.2702699303627014,0.13860616087913513,0.83184415102005,0.36277875304222107,0.1983640044927597,
969,0.03384111821651459,4,,,,,,
979,0.04793001711368561,4,,,,,,
989,0.027187665924429893,4,,,,,,
999,0.047273602336645126,4,,,,,,
1009,0.04000401496887207,4,,,,,,
1019,0.028892621397972107,4,,,,,,
1029,0.028135189786553383,4,,,,,,
1039,0.03700568899512291,4,,,,,,
1049,0.031592536717653275,4,,,,,,
1059,0.027283944189548492,4,,,,,,
1069,0.03577284514904022,4,,,,,,
1079,0.03311820700764656,4,,,,,,
1089,0.03236616402864456,4,,,,,,
1099,0.029399003833532333,4,,,,,,
1109,0.027462143450975418,4,,,,,,
1119,0.028847558423876762,4,,,,,,
1129,0.021716121584177017,4,,,,,,
1139,0.023294992744922638,4,,,,,,
1149,0.03099723905324936,4,,,,,,
1159,0.028403937816619873,4,,,,,,
1169,0.04593322053551674,4,,,,,,
1179,0.03831171244382858,4,,,,,,
1189,0.019529307261109352,4,,,,,,
1199,0.023725319653749466,4,,,,,,
1199,,4,0.30435243248939514,0.20175215601921082,0.8403909206390381,0.385653018951416,0.23721881210803986,
1200,,5,,,,,,0.20175215601921082
