epoch,step,train_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_loss
0,9,0.6207793951034546,,,,,,,,,,
0,19,0.30113133788108826,,,,,,,,,,
0,29,0.6765467524528503,,,,,,,,,,
0,39,0.33916914463043213,,,,,,,,,,
0,49,0.4405894875526428,,,,,,,,,,
0,59,0.333976686000824,,,,,,,,,,
0,69,0.6106812953948975,,,,,,,,,,
0,79,0.38001957535743713,,,,,,,,,,
0,89,0.3067574203014374,,,,,,,,,,
0,99,0.14088597893714905,,,,,,,,,,
0,109,0.3630986213684082,,,,,,,,,,
0,119,0.17362159490585327,,,,,,,,,,
0,129,0.2163679450750351,,,,,,,,,,
0,139,0.12036223709583282,,,,,,,,,,
0,149,0.2307046800851822,,,,,,,,,,
0,159,0.24742348492145538,,,,,,,,,,
0,169,0.22263364493846893,,,,,,,,,,
0,179,0.1835142821073532,,,,,,,,,,
0,181,,0.4920823574066162,0.860447347164154,0.46396324038505554,0.17477856576442719,0.39589041471481323,,,,,
1,189,0.14992043375968933,,,,,,,,,,
1,199,0.13101281225681305,,,,,,,,,,
1,209,0.38350528478622437,,,,,,,,,,
1,219,0.17382152378559113,,,,,,,,,,
1,229,0.33029115200042725,,,,,,,,,,
1,239,0.29241034388542175,,,,,,,,,,
1,249,0.25360533595085144,,,,,,,,,,
1,259,0.31028786301612854,,,,,,,,,,
1,269,0.2469518929719925,,,,,,,,,,
1,279,0.38820672035217285,,,,,,,,,,
1,289,0.13657155632972717,,,,,,,,,,
1,299,0.20671392977237701,,,,,,,,,,
1,309,0.22771470248699188,,,,,,,,,,
1,319,0.18763217329978943,,,,,,,,,,
1,329,0.21098196506500244,,,,,,,,,,
1,339,0.16947810351848602,,,,,,,,,,
1,349,0.670174777507782,,,,,,,,,,
1,359,0.44525015354156494,,,,,,,,,,
1,363,,0.5136557221412659,0.8648783564567566,0.4850231111049652,0.15541288256645203,0.42191779613494873,,,,,
2,369,0.20161369442939758,,,,,,,,,,
2,379,0.1384621411561966,,,,,,,,,,
2,389,0.15755687654018402,,,,,,,,,,
2,399,0.1976744383573532,,,,,,,,,,
2,409,0.22015336155891418,,,,,,,,,,
2,419,0.17691683769226074,,,,,,,,,,
2,429,0.15018092095851898,,,,,,,,,,
2,439,0.14702051877975464,,,,,,,,,,
2,449,0.30347222089767456,,,,,,,,,,
2,459,0.1372327208518982,,,,,,,,,,
2,469,0.17810915410518646,,,,,,,,,,
2,479,0.17684818804264069,,,,,,,,,,
2,489,0.2921837270259857,,,,,,,,,,
2,499,0.20464207231998444,,,,,,,,,,
2,509,0.11082711070775986,,,,,,,,,,
2,519,0.16073037683963776,,,,,,,,,,
2,529,0.18093077838420868,,,,,,,,,,
2,539,0.12245520949363708,,,,,,,,,,
2,545,,0.5375906229019165,0.873508870601654,0.5174618363380432,0.14490586519241333,0.4561643898487091,,,,,
3,549,0.23227979242801666,,,,,,,,,,
3,559,0.16681057214736938,,,,,,,,,,
3,569,0.14141954481601715,,,,,,,,,,
3,579,0.17855024337768555,,,,,,,,,,
3,589,0.10951567441225052,,,,,,,,,,
3,599,0.43003717064857483,,,,,,,,,,
3,609,0.10407858341932297,,,,,,,,,,
3,619,0.12008068710565567,,,,,,,,,,
3,629,0.1189740002155304,,,,,,,,,,
3,639,0.13789094984531403,,,,,,,,,,
3,649,0.19860877096652985,,,,,,,,,,
3,659,0.1423969566822052,,,,,,,,,,
3,669,0.16471032798290253,,,,,,,,,,
3,679,0.08050362020730972,,,,,,,,,,
3,689,0.30680564045906067,,,,,,,,,,
3,699,0.14788657426834106,,,,,,,,,,
3,709,0.12323734909296036,,,,,,,,,,
3,719,0.11606274545192719,,,,,,,,,,
3,727,,0.5550064444541931,0.8813086748123169,0.5394318103790283,0.14069591462612152,0.4821917712688446,,,,,
4,729,0.1734623908996582,,,,,,,,,,
4,739,0.07776102423667908,,,,,,,,,,
4,749,0.1545654982328415,,,,,,,,,,
4,759,0.07358233630657196,,,,,,,,,,
4,769,0.1182582676410675,,,,,,,,,,
4,779,0.13815641403198242,,,,,,,,,,
4,789,0.23609502613544464,,,,,,,,,,
4,799,0.18397894501686096,,,,,,,,,,
4,809,0.14011739194393158,,,,,,,,,,
4,819,0.1338435858488083,,,,,,,,,,
4,829,0.09090530872344971,,,,,,,,,,
4,839,0.08172275125980377,,,,,,,,,,
4,849,0.12941478192806244,,,,,,,,,,
4,859,0.12033218890428543,,,,,,,,,,
4,869,0.072642482817173,,,,,,,,,,
4,879,0.1846340447664261,,,,,,,,,,
4,889,0.1619996428489685,,,,,,,,,,
4,899,0.2396363765001297,,,,,,,,,,
4,909,0.4164292812347412,,,,,,,,,,
4,909,,0.565143346786499,0.8835830092430115,0.5467672348022461,0.13420811295509338,0.4917808175086975,,,,,
5,910,,,,,,,0.5467672348022461,0.8835830092430115,0.4917808175086975,0.565143346786499,0.13420811295509338
