train_loss,epoch,step,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,test_loss
0.13386747241020203,0,9,,,,,,
0.07508616894483566,0,19,,,,,,
0.07168591022491455,0,29,,,,,,
0.05690303072333336,0,39,,,,,,
0.06427036970853806,0,49,,,,,,
0.07150043547153473,0,59,,,,,,
0.05484180524945259,0,69,,,,,,
0.07071537524461746,0,79,,,,,,
0.04846511408686638,0,89,,,,,,
0.06660133600234985,0,99,,,,,,
0.057118166238069534,0,109,,,,,,
0.09474710375070572,0,119,,,,,,
0.07465864717960358,0,129,,,,,,
0.052515726536512375,0,139,,,,,,
0.04511177912354469,0,149,,,,,,
0.05768206715583801,0,159,,,,,,
0.04457639530301094,0,169,,,,,,
0.05201227217912674,0,179,,,,,,
0.04611153155565262,0,189,,,,,,
0.04311847314238548,0,199,,,,,,
0.04389344900846481,0,209,,,,,,
0.06495141983032227,0,219,,,,,,
0.05464351549744606,0,229,,,,,,
0.04808934032917023,0,239,,,,,,
,0,241,0.2790308892726898,0.3584982752799988,0.20169851183891296,0.10540048778057098,0.8340368866920471,
0.039989303797483444,1,249,,,,,,
0.04835221543908119,1,259,,,,,,
0.06616713106632233,1,269,,,,,,
0.06025349721312523,1,279,,,,,,
0.07281877845525742,1,289,,,,,,
0.02407948300242424,1,299,,,,,,
0.06238784268498421,1,309,,,,,,
0.05599842220544815,1,319,,,,,,
0.06751389056444168,1,329,,,,,,
0.0553966648876667,1,339,,,,,,
0.044441305100917816,1,349,,,,,,
0.03958626464009285,1,359,,,,,,
0.07369150966405869,1,369,,,,,,
0.058211877942085266,1,379,,,,,,
0.053838908672332764,1,389,,,,,,
0.05712489038705826,1,399,,,,,,
0.0562773272395134,1,409,,,,,,
0.0868503600358963,1,419,,,,,,
0.054498832672834396,1,429,,,,,,
0.04148627817630768,1,439,,,,,,
0.042894039303064346,1,449,,,,,,
0.06080753728747368,1,459,,,,,,
0.05794750899076462,1,469,,,,,,
0.06529577076435089,1,479,,,,,,
,1,483,0.2929069697856903,0.36535727977752686,0.21231421828269958,0.12158703058958054,0.8372779488563538,
0.03751242905855179,2,489,,,,,,
0.03792155534029007,2,499,,,,,,
0.05573659762740135,2,509,,,,,,
0.04230464622378349,2,519,,,,,,
0.04224131628870964,2,529,,,,,,
0.04895922541618347,2,539,,,,,,
0.0536099448800087,2,549,,,,,,
0.0489775650203228,2,559,,,,,,
0.05575992539525032,2,569,,,,,,
0.05523771420121193,2,579,,,,,,
0.05085868388414383,2,589,,,,,,
0.04199734330177307,2,599,,,,,,
0.03879324719309807,2,609,,,,,,
0.0381477065384388,2,619,,,,,,
0.05048147961497307,2,629,,,,,,
0.02724801003932953,2,639,,,,,,
0.043630216270685196,2,649,,,,,,
0.06122706085443497,2,659,,,,,,
0.062278732657432556,2,669,,,,,,
0.047249212861061096,2,679,,,,,,
0.07496856898069382,2,689,,,,,,
0.05460783466696739,2,699,,,,,,
0.04362114518880844,2,709,,,,,,
0.04686998575925827,2,719,,,,,,
,2,725,0.31180787086486816,0.3837050795555115,0.23779192566871643,0.12402575463056564,0.8425307273864746,
0.03476713225245476,3,729,,,,,,
0.04811881482601166,3,739,,,,,,
0.04277964308857918,3,749,,,,,,
0.032478153705596924,3,759,,,,,,
0.029774386435747147,3,769,,,,,,
0.027996933087706566,3,779,,,,,,
0.03803222253918648,3,789,,,,,,
0.04679008573293686,3,799,,,,,,
0.03715246170759201,3,809,,,,,,
0.05933517962694168,3,819,,,,,,
0.059829290956258774,3,829,,,,,,
0.04168689250946045,3,839,,,,,,
0.045663535594940186,3,849,,,,,,
0.034228596836328506,3,859,,,,,,
0.03172535076737404,3,869,,,,,,
0.061438340693712234,3,879,,,,,,
0.03865693137049675,3,889,,,,,,
0.037835922092199326,3,899,,,,,,
0.02537180855870247,3,909,,,,,,
0.0413324348628521,3,919,,,,,,
0.04354656860232353,3,929,,,,,,
0.05675903707742691,3,939,,,,,,
0.02920711785554886,3,949,,,,,,
0.057778362184762955,3,959,,,,,,
,3,967,0.3386881947517395,0.3992272913455963,0.2675159275531769,0.11291984468698502,0.8482949137687683,
0.04407047480344772,4,969,,,,,,
0.0414128303527832,4,979,,,,,,
0.030663156881928444,4,989,,,,,,
0.033236172050237656,4,999,,,,,,
0.031097130849957466,4,1009,,,,,,
0.019662296399474144,4,1019,,,,,,
0.02928921952843666,4,1029,,,,,,
0.031459443271160126,4,1039,,,,,,
0.027135305106639862,4,1049,,,,,,
0.04557367414236069,4,1059,,,,,,
0.02626662142574787,4,1069,,,,,,
0.04030474275350571,4,1079,,,,,,
0.030806442722678185,4,1089,,,,,,
0.03534103184938431,4,1099,,,,,,
0.03538399189710617,4,1109,,,,,,
0.01930353045463562,4,1119,,,,,,
0.018168697133660316,4,1129,,,,,,
0.03313190117478371,4,1139,,,,,,
0.018894020467996597,4,1149,,,,,,
0.021099762991070747,4,1159,,,,,,
0.026236413046717644,4,1169,,,,,,
0.035737987607717514,4,1179,,,,,,
0.053717684000730515,4,1189,,,,,,
0.030210554599761963,4,1199,,,,,,
0.018325675278902054,4,1209,,,,,,
,4,1209,0.3275727927684784,0.3833409547805786,0.25690022110939026,0.1389359086751938,0.8418915271759033,
,5,1210,,,,,,0.1389359086751938
