train_loss,step,epoch,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,test_loss
1.0881702899932861,9,0,,,,,,
0.8055727481842041,19,0,,,,,,
0.337721049785614,29,0,,,,,,
0.459134578704834,39,0,,,,,,
0.6483958959579468,49,0,,,,,,
0.4820166528224945,59,0,,,,,,
0.41037651896476746,69,0,,,,,,
0.25791218876838684,79,0,,,,,,
0.27180811762809753,89,0,,,,,,
0.2782727777957916,99,0,,,,,,
0.46551671624183655,109,0,,,,,,
0.1998700648546219,119,0,,,,,,
,124,0,0.7769575119018555,0.24715927243232727,0.08413270860910416,0.18942731618881226,0.2485378384590149,
0.24864375591278076,129,1,,,,,,
0.1663825809955597,139,1,,,,,,
0.1091601774096489,149,1,,,,,,
0.09283887594938278,159,1,,,,,,
0.1861562877893448,169,1,,,,,,
0.3073808252811432,179,1,,,,,,
0.3038034439086914,189,1,,,,,,
0.2981441915035248,199,1,,,,,,
0.2540016770362854,209,1,,,,,,
0.3261744976043701,219,1,,,,,,
0.413930743932724,229,1,,,,,,
0.2073272168636322,239,1,,,,,,
0.2278042882680893,249,1,,,,,,
,249,1,0.7853934168815613,0.2785174548625946,0.07356449216604233,0.20264317095279694,0.26221704483032227,
0.1942748725414276,259,2,,,,,,
0.11769186705350876,269,2,,,,,,
0.20296534895896912,279,2,,,,,,
0.166578009724617,289,2,,,,,,
0.1211867704987526,299,2,,,,,,
0.20925883948802948,309,2,,,,,,
0.1571791172027588,319,2,,,,,,
0.15857714414596558,329,2,,,,,,
0.17489442229270935,339,2,,,,,,
0.1373542696237564,349,2,,,,,,
0.2642739415168762,359,2,,,,,,
0.2437467873096466,369,2,,,,,,
,374,2,0.7870981693267822,0.28547799587249756,0.07358817756175995,0.21145375072956085,0.26620709896087646,
0.1353977769613266,379,3,,,,,,
0.07201214879751205,389,3,,,,,,
0.06867019087076187,399,3,,,,,,
0.031264640390872955,409,3,,,,,,
0.06624167412519455,419,3,,,,,,
0.15781059861183167,429,3,,,,,,
0.15449373424053192,439,3,,,,,,
0.14445491135120392,449,3,,,,,,
0.16778595745563507,459,3,,,,,,
0.09182993322610855,469,3,,,,,,
0.20637890696525574,479,3,,,,,,
0.09747094660997391,489,3,,,,,,
0.04995609447360039,499,3,,,,,,
,499,3,0.7889801263809204,0.28765150904655457,0.07782979309558868,0.21585902571678162,0.26469123363494873,
0.08461769670248032,509,4,,,,,,
0.07435447722673416,519,4,,,,,,
0.12907080352306366,529,4,,,,,,
0.0686860904097557,539,4,,,,,,
0.06638986617326736,549,4,,,,,,
0.09401755779981613,559,4,,,,,,
0.09720388799905777,569,4,,,,,,
0.08610622584819794,579,4,,,,,,
0.057840850204229355,589,4,,,,,,
0.06524040549993515,599,4,,,,,,
0.07950714975595474,609,4,,,,,,
0.10632964223623276,619,4,,,,,,
,624,4,0.7934391498565674,0.29629361629486084,0.08616098016500473,0.22466960549354553,0.27454546093940735,
,625,5,,,,,,0.08616098016500473
