train_loss,epoch,step,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
1.6600569486618042,0,9,,,,,,
1.8435357809066772,0,19,,,,,,
1.2014176845550537,0,29,,,,,,
0.8904745578765869,0,39,,,,,,
1.0730550289154053,0,49,,,,,,
1.8290555477142334,0,59,,,,,,
1.4219552278518677,0,69,,,,,,
3.5754430294036865,0,79,,,,,,
1.0081135034561157,0,89,,,,,,
0.4574944078922272,0,99,,,,,,
0.7426143884658813,0,109,,,,,,
0.4537252187728882,0,119,,,,,,
0.8169099688529968,0,129,,,,,,
0.8801513314247131,0,139,,,,,,
0.6237764954566956,0,149,,,,,,
0.7818969488143921,0,159,,,,,,
0.29920142889022827,0,169,,,,,,
0.8893006443977356,0,179,,,,,,
0.19981898367404938,0,189,,,,,,
0.9380441904067993,0,199,,,,,,
0.7411287426948547,0,209,,,,,,
0.8582453727722168,0,219,,,,,,
0.9177635908126831,0,229,,,,,,
0.8198619484901428,0,239,,,,,,
0.29341480135917664,0,249,,,,,,
0.5792694687843323,0,259,,,,,,
2.0114004611968994,0,269,,,,,,
1.0378475189208984,0,279,,,,,,
0.5717838406562805,0,289,,,,,,
1.9879027605056763,0,299,,,,,,
0.39538225531578064,0,309,,,,,,
1.0094945430755615,0,319,,,,,,
0.6109482049942017,0,329,,,,,,
0.6323115825653076,0,339,,,,,,
0.8508262038230896,0,349,,,,,,
0.1844872683286667,0,359,,,,,,
1.9647659063339233,0,369,,,,,,
0.19677552580833435,0,379,,,,,,
0.35298851132392883,0,389,,,,,,
0.49823206663131714,0,399,,,,,,
0.3006994128227234,0,409,,,,,,
0.8145308494567871,0,419,,,,,,
0.6493803262710571,0,429,,,,,,
1.045184850692749,0,439,,,,,,
0.9857004284858704,0,449,,,,,,
0.7427101135253906,0,459,,,,,,
0.8297920227050781,0,469,,,,,,
0.9160118699073792,0,479,,,,,,
0.38829612731933594,0,489,,,,,,
0.5428876876831055,0,499,,,,,,
0.4481728672981262,0,509,,,,,,
0.33877286314964294,0,519,,,,,,
1.238183617591858,0,529,,,,,,
0.9974375367164612,0,539,,,,,,
0.9688230752944946,0,549,,,,,,
0.2573944926261902,0,559,,,,,,
0.2591268718242645,0,569,,,,,,
0.37999361753463745,0,579,,,,,,
0.9397042393684387,0,589,,,,,,
0.6241164803504944,0,599,,,,,,
0.737120509147644,0,609,,,,,,
0.3788873255252838,0,619,,,,,,
1.139129638671875,0,629,,,,,,
0.8563404083251953,0,639,,,,,,
0.46362441778182983,0,649,,,,,,
0.5588366985321045,0,659,,,,,,
0.2468727082014084,0,669,,,,,,
1.061276912689209,0,679,,,,,,
0.11768034100532532,0,689,,,,,,
0.6186368465423584,0,699,,,,,,
1.8498659133911133,0,709,,,,,,
1.1237475872039795,0,719,,,,,,
1.1654198169708252,0,729,,,,,,
0.14452311396598816,0,739,,,,,,
0.23994389176368713,0,749,,,,,,
0.6211203336715698,0,759,,,,,,
0.20189586281776428,0,769,,,,,,
0.8974687457084656,0,779,,,,,,
0.5128628015518188,0,789,,,,,,
0.5823249816894531,0,799,,,,,,
0.5159929394721985,0,809,,,,,,
0.38291284441947937,0,819,,,,,,
1.0537898540496826,0,829,,,,,,
0.5624812245368958,0,839,,,,,,
0.9549158811569214,0,849,,,,,,
0.3610409200191498,0,859,,,,,,
0.30320730805397034,0,869,,,,,,
0.8433573246002197,0,879,,,,,,
0.5195828080177307,0,889,,,,,,
0.18177323043346405,0,899,,,,,,
0.7276380658149719,0,909,,,,,,
0.4097607433795929,0,919,,,,,,
,0,925,0.39787232875823975,0.185442715883255,0.6481062769889832,0.8966270089149475,0.700109601020813,
0.641304612159729,1,929,,,,,,
0.3133983314037323,1,939,,,,,,
0.7631378769874573,1,949,,,,,,
0.06438586860895157,1,959,,,,,,
0.47968414425849915,1,969,,,,,,
0.6312686800956726,1,979,,,,,,
0.30319127440452576,1,989,,,,,,
1.3672186136245728,1,999,,,,,,
0.42970243096351624,1,1009,,,,,,
0.30125895142555237,1,1019,,,,,,
0.8086838722229004,1,1029,,,,,,
0.43044108152389526,1,1039,,,,,,
0.4881090223789215,1,1049,,,,,,
0.8175747394561768,1,1059,,,,,,
0.3611295223236084,1,1069,,,,,,
0.5503348112106323,1,1079,,,,,,
1.0633082389831543,1,1089,,,,,,
0.43241390585899353,1,1099,,,,,,
0.49767202138900757,1,1109,,,,,,
0.24260453879833221,1,1119,,,,,,
0.48210474848747253,1,1129,,,,,,
0.6083950996398926,1,1139,,,,,,
0.24936039745807648,1,1149,,,,,,
0.7645780444145203,1,1159,,,,,,
0.4054604768753052,1,1169,,,,,,
0.4216088354587555,1,1179,,,,,,
1.0654473304748535,1,1189,,,,,,
0.1042066141963005,1,1199,,,,,,
0.5966426730155945,1,1209,,,,,,
0.041231799870729446,1,1219,,,,,,
0.27466994524002075,1,1229,,,,,,
0.6845529675483704,1,1239,,,,,,
0.40036696195602417,1,1249,,,,,,
0.48502108454704285,1,1259,,,,,,
0.13036148250102997,1,1269,,,,,,
0.244487926363945,1,1279,,,,,,
0.26586130261421204,1,1289,,,,,,
1.3349783420562744,1,1299,,,,,,
0.41320863366127014,1,1309,,,,,,
0.14572127163410187,1,1319,,,,,,
0.9585682153701782,1,1329,,,,,,
0.10437434911727905,1,1339,,,,,,
0.2988657057285309,1,1349,,,,,,
0.15367266535758972,1,1359,,,,,,
0.21388430893421173,1,1369,,,,,,
0.16377417743206024,1,1379,,,,,,
0.6164290308952332,1,1389,,,,,,
0.706969141960144,1,1399,,,,,,
0.6402115821838379,1,1409,,,,,,
0.5421542525291443,1,1419,,,,,,
0.4020383656024933,1,1429,,,,,,
0.04543614387512207,1,1439,,,,,,
0.34332266449928284,1,1449,,,,,,
0.03707747161388397,1,1459,,,,,,
0.4927699565887451,1,1469,,,,,,
0.5296507477760315,1,1479,,,,,,
0.85256427526474,1,1489,,,,,,
0.6490705013275146,1,1499,,,,,,
0.19519898295402527,1,1509,,,,,,
0.5896148681640625,1,1519,,,,,,
0.10242550075054169,1,1529,,,,,,
0.9033317565917969,1,1539,,,,,,
0.4000028371810913,1,1549,,,,,,
0.5655118823051453,1,1559,,,,,,
0.6846646070480347,1,1569,,,,,,
