train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.24414171278476715,9,0,,,,,,
0.20945023000240326,19,0,,,,,,
0.21018138527870178,29,0,,,,,,
0.1601085066795349,39,0,,,,,,
0.2384566366672516,49,0,,,,,,
0.12754181027412415,59,0,,,,,,
0.19133245944976807,69,0,,,,,,
0.21999798715114594,79,0,,,,,,
0.17203733325004578,89,0,,,,,,
0.20860353112220764,99,0,,,,,,
,99,0,0.8881760835647583,0.25,0.09551777690649033,0.6709505915641785,0.5951398015022278,
0.0900256559252739,109,1,,,,,,
0.18367882072925568,119,1,,,,,,
0.11780953407287598,129,1,,,,,,
0.08166469633579254,139,1,,,,,,
0.11422406136989594,149,1,,,,,,
0.12003445625305176,159,1,,,,,,
0.16229364275932312,169,1,,,,,,
0.10121822357177734,179,1,,,,,,
0.6363226175308228,189,1,,,,,,
0.07233630120754242,199,1,,,,,,
,199,1,0.8958473801612854,0.26249998807907104,0.0881023108959198,0.6821267604827881,0.6205117106437683,
0.0630025714635849,209,2,,,,,,
0.10455895215272903,219,2,,,,,,
0.07643837481737137,229,2,,,,,,
0.058824196457862854,239,2,,,,,,
0.07435230165719986,249,2,,,,,,
0.06952107697725296,259,2,,,,,,
0.10022246092557907,269,2,,,,,,
0.06591223925352097,279,2,,,,,,
0.18163804709911346,289,2,,,,,,
0.020287981256842613,299,2,,,,,,
,299,2,0.9042669534683228,0.30000001192092896,0.08901187777519226,0.7131955623626709,0.6539410352706909,
0.04182073101401329,309,3,,,,,,
0.05925152450799942,319,3,,,,,,
0.04747560992836952,329,3,,,,,,
0.039831072092056274,339,3,,,,,,
0.045726239681243896,349,3,,,,,,
0.04165002703666687,359,3,,,,,,
0.05891457572579384,369,3,,,,,,
0.05101395770907402,379,3,,,,,,
0.06341619044542313,389,3,,,,,,
0.0111693711951375,399,3,,,,,,
,399,3,0.9071699380874634,0.3166666626930237,0.09380769729614258,0.7168264985084534,0.6652550101280212,
0.025858521461486816,409,4,,,,,,
0.03348258510231972,419,4,,,,,,
0.02241010032594204,429,4,,,,,,
0.02313590794801712,439,4,,,,,,
0.028292512521147728,449,4,,,,,,
0.021724237129092216,459,4,,,,,,
0.035449445247650146,469,4,,,,,,
0.04021034017205238,479,4,,,,,,
0.045133017003536224,489,4,,,,,,
0.005752285942435265,499,4,,,,,,
,499,4,0.9083880186080933,0.3166666626930237,0.10229337960481644,0.7227482199668884,0.6696026921272278,
,500,5,,,,,,0.10229337960481644
