step,epoch,train_loss,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0,0.688315212726593,,,,,,
19,0,0.29587680101394653,,,,,,
29,0,0.41439327597618103,,,,,,
39,0,0.4396630525588989,,,,,,
49,0,0.29509884119033813,,,,,,
59,0,0.2894745469093323,,,,,,
69,0,0.40168923139572144,,,,,,
79,0,0.188722625374794,,,,,,
89,0,0.3036039471626282,,,,,,
99,0,0.2149859517812729,,,,,,
109,0,0.16638796031475067,,,,,,
119,0,0.41560110449790955,,,,,,
129,0,0.1511003077030182,,,,,,
139,0,0.46389520168304443,,,,,,
149,0,0.21521027386188507,,,,,,
159,0,0.18894141912460327,,,,,,
169,0,0.18438349664211273,,,,,,
179,0,0.3813330829143524,,,,,,
189,0,0.18984456360340118,,,,,,
199,0,0.21496932208538055,,,,,,
209,0,0.2527293264865875,,,,,,
219,0,0.13422587513923645,,,,,,
229,0,0.18667292594909668,,,,,,
239,0,0.2536224126815796,,,,,,
249,0,0.20906475186347961,,,,,,
259,0,0.17585016787052155,,,,,,
269,0,0.20208439230918884,,,,,,
279,0,0.13830476999282837,,,,,,
289,0,0.24530653655529022,,,,,,
299,0,0.2081892043352127,,,,,,
309,0,0.17464415729045868,,,,,,
319,0,0.1360815316438675,,,,,,
329,0,0.09258285164833069,,,,,,
339,0,0.11540710926055908,,,,,,
349,0,0.11663735657930374,,,,,,
359,0,0.1166892722249031,,,,,,
369,0,0.08675865828990936,,,,,,
379,0,0.25180572271347046,,,,,,
389,0,0.06943914294242859,,,,,,
399,0,0.1010555699467659,,,,,,
409,0,0.14751160144805908,,,,,,
419,0,0.18556652963161469,,,,,,
429,0,0.17636463046073914,,,,,,
439,0,0.18972530961036682,,,,,,
449,0,0.16366645693778992,,,,,,
459,0,0.2799832224845886,,,,,,
469,0,0.08102363348007202,,,,,,
479,0,0.11630284041166306,,,,,,
489,0,0.15364347398281097,,,,,,
499,0,0.11374407261610031,,,,,,
509,0,0.05975579470396042,,,,,,
519,0,0.2726607918739319,,,,,,
529,0,0.11423048377037048,,,,,,
539,0,0.06417760252952576,,,,,,
549,0,0.189029723405838,,,,,,
559,0,0.1206299215555191,,,,,,
569,0,0.08406787365674973,,,,,,
579,0,0.04002533480525017,,,,,,
589,0,0.11689802259206772,,,,,,
599,0,0.14844448864459991,,,,,,
609,0,0.0855032280087471,,,,,,
619,0,0.24519936740398407,,,,,,
629,0,0.07591287791728973,,,,,,
639,0,0.1060626208782196,,,,,,
649,0,0.08861248195171356,,,,,,
659,0,0.22359682619571686,,,,,,
669,0,0.11284232139587402,,,,,,
679,0,0.029775308445096016,,,,,,
689,0,0.13968737423419952,,,,,,
699,0,0.07255086302757263,,,,,,
709,0,0.029957471415400505,,,,,,
719,0,0.18466776609420776,,,,,,
729,0,0.10377222299575806,,,,,,
739,0,0.04221472144126892,,,,,,
749,0,0.08481615781784058,,,,,,
759,0,0.05548743158578873,,,,,,
769,0,0.08864092826843262,,,,,,
779,0,0.048215609043836594,,,,,,
789,0,0.10305792093276978,,,,,,
799,0,0.10850297659635544,,,,,,
809,0,0.25635626912117004,,,,,,
819,0,0.10236655175685883,,,,,,
829,0,0.04990199953317642,,,,,,
839,0,0.10943003743886948,,,,,,
849,0,0.04965142533183098,,,,,,
859,0,0.07938501238822937,,,,,,
869,0,0.05441567301750183,,,,,,
879,0,0.020766593515872955,,,,,,
889,0,0.06247738003730774,,,,,,
899,0,0.08649109303951263,,,,,,
909,0,0.10413554310798645,,,,,,
919,0,0.05236214026808739,,,,,,
929,0,0.09011437743902206,,,,,,
939,0,0.0227584857493639,,,,,,
949,0,0.07871895283460617,,,,,,
959,0,0.06765980273485184,,,,,,
969,0,0.0740232989192009,,,,,,
979,0,0.03936728835105896,,,,,,
989,0,0.10889586806297302,,,,,,
999,0,0.092989481985569,,,,,,
999,0,,0.5444292426109314,0.5057914853096008,0.1127578616142273,0.8844676613807678,0.5723300576210022,
1009,1,0.06686431169509888,,,,,,
1019,1,0.07341942936182022,,,,,,
1029,1,0.045412417501211166,,,,,,
1039,1,0.03995374217629433,,,,,,
1049,1,0.0721854716539383,,,,,,
1059,1,0.06484124064445496,,,,,,
1069,1,0.08280223608016968,,,,,,
1079,1,0.10231047123670578,,,,,,
1089,1,0.053520333021879196,,,,,,
1099,1,0.03707088157534599,,,,,,
1109,1,0.02867807075381279,,,,,,
