epoch,train_loss,step,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0,0.10220102965831757,9,,,,,,
0,0.03465479984879494,19,,,,,,
0,0.05108867213129997,29,,,,,,
0,0.03555043041706085,39,,,,,,
0,0.03939742594957352,49,,,,,,
0,0.031426023691892624,59,,,,,,
0,0.028356367722153664,69,,,,,,
0,0.057741884142160416,79,,,,,,
0,0.037343092262744904,89,,,,,,
0,0.05030035972595215,99,,,,,,
0,0.056687481701374054,109,,,,,,
0,0.03273967653512955,119,,,,,,
0,0.040800727903842926,129,,,,,,
0,0.06096315011382103,139,,,,,,
0,0.04841200262308121,149,,,,,,
0,0.02854635939002037,159,,,,,,
0,0.04017721116542816,169,,,,,,
0,0.02982357330620289,179,,,,,,
0,0.03294781222939491,189,,,,,,
0,0.026127908378839493,199,,,,,,
0,0.031121933832764626,209,,,,,,
0,0.027214115485548973,219,,,,,,
0,0.039913326501846313,229,,,,,,
0,0.04015025869011879,239,,,,,,
0,0.026378806680440903,249,,,,,,
0,0.030738336965441704,259,,,,,,
0,0.05090636759996414,269,,,,,,
0,0.04956274479627609,279,,,,,,
0,0.0545341931283474,289,,,,,,
0,0.04639254882931709,299,,,,,,
0,0.026889268308877945,309,,,,,,
0,0.025680864229798317,319,,,,,,
0,0.0838959813117981,329,,,,,,
0,0.046061042696237564,339,,,,,,
0,0.05898633971810341,349,,,,,,
0,0.024268167093396187,359,,,,,,
0,0.03364042192697525,369,,,,,,
0,0.04311753064393997,379,,,,,,
0,0.02503957226872444,389,,,,,,
0,0.04769003391265869,399,,,,,,
0,0.057122621685266495,409,,,,,,
0,0.061219584196805954,419,,,,,,
0,0.04518020898103714,429,,,,,,
0,0.043969426304101944,439,,,,,,
0,0.04698215052485466,449,,,,,,
0,0.023149840533733368,459,,,,,,
0,,461,0.36104458570480347,0.12640759348869324,0.27997317910194397,0.8314947485923767,0.20498615503311157,
1,0.026072083041071892,469,,,,,,
1,0.033442139625549316,479,,,,,,
1,0.019331514835357666,489,,,,,,
1,0.03379112482070923,499,,,,,,
1,0.0467543862760067,509,,,,,,
1,0.039222557097673416,519,,,,,,
1,0.05855267122387886,529,,,,,,
1,0.03551758825778961,539,,,,,,
1,0.04878021776676178,549,,,,,,
