epoch,train_loss,step,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,test_loss
0,0.8683266639709473,9,,,,,,
0,0.3117469847202301,19,,,,,,
0,0.5535050630569458,29,,,,,,
0,0.3254467844963074,39,,,,,,
0,1.0003985166549683,49,,,,,,
0,0.6315038800239563,59,,,,,,
0,0.24552740156650543,69,,,,,,
0,0.20619860291481018,79,,,,,,
0,0.3272824287414551,89,,,,,,
0,0.5554128885269165,99,,,,,,
0,0.4796731472015381,109,,,,,,
0,0.5913686752319336,119,,,,,,
0,0.559349000453949,129,,,,,,
0,0.6474814414978027,139,,,,,,
0,0.2974492013454437,149,,,,,,
0,0.17538684606552124,159,,,,,,
0,0.4409596025943756,169,,,,,,
0,0.716435968875885,179,,,,,,
0,0.6925757527351379,189,,,,,,
0,0.7226327657699585,199,,,,,,
0,0.16050374507904053,209,,,,,,
0,0.5911433100700378,219,,,,,,
0,0.1388573944568634,229,,,,,,
0,0.18691784143447876,239,,,,,,
0,0.46891841292381287,249,,,,,,
0,0.478656530380249,259,,,,,,
0,0.3384075462818146,269,,,,,,
0,0.25282856822013855,279,,,,,,
0,1.2238086462020874,289,,,,,,
0,0.3543383479118347,299,,,,,,
0,1.0813480615615845,309,,,,,,
0,0.15444572269916534,319,,,,,,
0,0.2899021804332733,329,,,,,,
0,0.19498738646507263,339,,,,,,
0,0.539057195186615,349,,,,,,
0,0.16448664665222168,359,,,,,,
0,0.3845989406108856,369,,,,,,
0,,374,0.7009915709495544,0.6769133806228638,0.9038682579994202,0.07948939502239227,0.5478261113166809,
1,0.814518928527832,379,,,,,,
1,0.2978910505771637,389,,,,,,
1,0.20016387104988098,399,,,,,,
1,0.2851880192756653,409,,,,,,
1,0.13548851013183594,419,,,,,,
1,0.14784975349903107,429,,,,,,
1,0.028195837512612343,439,,,,,,
1,0.7611009478569031,449,,,,,,
1,0.25595173239707947,459,,,,,,
1,0.15592022240161896,469,,,,,,
1,0.1565459817647934,479,,,,,,
1,0.41393405199050903,489,,,,,,
1,0.41421428322792053,499,,,,,,
1,0.21151070296764374,509,,,,,,
1,0.4798336923122406,519,,,,,,
1,0.18303923308849335,529,,,,,,
1,0.09323876351118088,539,,,,,,
1,0.14426115155220032,549,,,,,,
1,0.369547039270401,559,,,,,,
1,0.3359780013561249,569,,,,,,
1,0.16563744843006134,579,,,,,,
1,0.15182137489318848,589,,,,,,
1,0.1568020135164261,599,,,,,,
1,0.08315747231245041,609,,,,,,
1,0.07518349587917328,619,,,,,,
1,0.11197986453771591,629,,,,,,
1,0.20922903716564178,639,,,,,,
1,0.24094755947589874,649,,,,,,
1,0.319731742143631,659,,,,,,
1,0.47239595651626587,669,,,,,,
1,0.1133522316813469,679,,,,,,
1,0.07005970925092697,689,,,,,,
1,0.15526770055294037,699,,,,,,
1,0.3293169438838959,709,,,,,,
1,0.23377589881420135,719,,,,,,
1,0.16355222463607788,729,,,,,,
1,0.033453404903411865,739,,,,,,
1,0.03445209935307503,749,,,,,,
1,,749,0.6950740814208984,0.6796333193778992,0.904045581817627,0.084000363945961,0.552173912525177,
2,0.08177546411752701,759,,,,,,
2,0.06358453631401062,769,,,,,,
2,0.050592049956321716,779,,,,,,
2,0.0839976966381073,789,,,,,,
2,0.20026260614395142,799,,,,,,
2,0.14219434559345245,809,,,,,,
2,0.05800313875079155,819,,,,,,
2,0.23174674808979034,829,,,,,,
2,0.060660649091005325,839,,,,,,
2,0.0665789470076561,849,,,,,,
2,0.024355433881282806,859,,,,,,
2,0.055940475314855576,869,,,,,,
2,0.062294650822877884,879,,,,,,
2,0.028809556737542152,889,,,,,,
2,0.03280241787433624,899,,,,,,
2,0.022997086867690086,909,,,,,,
2,0.07525264471769333,919,,,,,,
2,0.03508184477686882,929,,,,,,
2,0.03198876976966858,939,,,,,,
2,0.05197687819600105,949,,,,,,
2,0.03369208797812462,959,,,,,,
2,0.07866784185171127,969,,,,,,
2,0.2853083312511444,979,,,,,,
2,0.06772636622190475,989,,,,,,
2,0.1782543808221817,999,,,,,,
2,0.0045179398730397224,1009,,,,,,
2,0.0984758585691452,1019,,,,,,
2,0.07035824656486511,1029,,,,,,
2,0.04758148640394211,1039,,,,,,
2,0.018994754180312157,1049,,,,,,
2,0.010101919062435627,1059,,,,,,
2,0.10818823426961899,1069,,,,,,
2,0.03450174257159233,1079,,,,,,
2,0.08943117409944534,1089,,,,,,
2,0.031074268743395805,1099,,,,,,
2,0.02872905507683754,1109,,,,,,
2,0.27124014496803284,1119,,,,,,
2,,1124,0.6931038498878479,0.6686303615570068,0.9027478694915771,0.10113930702209473,0.539130449295044,
3,0.26949581503868103,1129,,,,,,
3,0.08685857802629471,1139,,,,,,
3,0.016335438936948776,1149,,,,,,
3,0.08764109760522842,1159,,,,,,
3,0.023177677765488625,1169,,,,,,
3,0.04048473387956619,1179,,,,,,
3,0.005602791905403137,1189,,,,,,
3,0.16013379395008087,1199,,,,,,
3,0.05301787704229355,1209,,,,,,
3,0.03267895430326462,1219,,,,,,
3,0.008718898519873619,1229,,,,,,
3,0.10204854607582092,1239,,,,,,
3,0.024295780807733536,1249,,,,,,
3,0.03273356333374977,1259,,,,,,
3,0.09327970445156097,1269,,,,,,
3,0.06507483124732971,1279,,,,,,
3,0.007757265120744705,1289,,,,,,
3,0.012426401488482952,1299,,,,,,
3,0.056550733745098114,1309,,,,,,
3,0.11765370517969131,1319,,,,,,
3,0.020762383937835693,1329,,,,,,
3,0.0441032275557518,1339,,,,,,
3,0.025652531534433365,1349,,,,,,
3,0.0037563235964626074,1359,,,,,,
3,0.04000357165932655,1369,,,,,,
3,0.0045164600014686584,1379,,,,,,
3,0.06488999724388123,1389,,,,,,
3,0.03280813246965408,1399,,,,,,
3,0.009633027017116547,1409,,,,,,
3,0.06787366420030594,1419,,,,,,
3,0.013327191583812237,1429,,,,,,
3,0.0422627218067646,1439,,,,,,
3,0.019955260679125786,1449,,,,,,
3,0.052899956703186035,1459,,,,,,
3,0.06744227558374405,1469,,,,,,
3,0.004007056355476379,1479,,,,,,
3,0.004257188644260168,1489,,,,,,
3,0.00046287477016448975,1499,,,,,,
3,,1499,0.6915740966796875,0.6691322922706604,0.9018419981002808,0.12152614444494247,0.5347825884819031,
4,0.003989608027040958,1509,,,,,,
4,0.04324868693947792,1519,,,,,,
4,0.0032368963584303856,1529,,,,,,
4,0.00928701926022768,1539,,,,,,
4,0.02142537198960781,1549,,,,,,
4,0.015992652624845505,1559,,,,,,
4,0.008193825371563435,1569,,,,,,
4,0.04672008007764816,1579,,,,,,
4,0.013659236021339893,1589,,,,,,
4,0.002991096582263708,1599,,,,,,
4,0.005708802491426468,1609,,,,,,
4,0.005367674864828587,1619,,,,,,
4,0.0068505145609378815,1629,,,,,,
4,0.00708992313593626,1639,,,,,,
4,0.004445233382284641,1649,,,,,,
4,0.00384217849932611,1659,,,,,,
4,0.005080913659185171,1669,,,,,,
4,0.005996111314743757,1679,,,,,,
4,0.0029671078082174063,1689,,,,,,
4,0.006350602023303509,1699,,,,,,
4,0.005631353240460157,1709,,,,,,
4,0.0074841356836259365,1719,,,,,,
4,0.019646890461444855,1729,,,,,,
4,0.0155490105971694,1739,,,,,,
4,0.02235477790236473,1749,,,,,,
4,0.0006637359037995338,1759,,,,,,
4,0.0074357930570840836,1769,,,,,,
4,0.0058188531547784805,1779,,,,,,
4,0.002233354141935706,1789,,,,,,
4,0.002852560020983219,1799,,,,,,
4,0.0017537451349198818,1809,,,,,,
4,0.007218907121568918,1819,,,,,,
4,0.004033039323985577,1829,,,,,,
4,0.0075067393481731415,1839,,,,,,
4,0.002438108203932643,1849,,,,,,
4,0.003637227462604642,1859,,,,,,
4,0.01944800466299057,1869,,,,,,
4,,1874,0.705763578414917,0.6828166246414185,0.9059287905693054,0.13694192469120026,0.552173912525177,
5,,1875,,,,,,0.13694192469120026
