epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss
0,0.1980358362197876,9,,,,,,
0,0.5170508027076721,19,,,,,,
0,0.23589850962162018,29,,,,,,
0,0.2343999743461609,39,,,,,,
0,0.14409953355789185,49,,,,,,
0,0.25199347734451294,59,,,,,,
0,0.1621692031621933,69,,,,,,
0,0.1304740160703659,79,,,,,,
0,0.1318352222442627,89,,,,,,
0,0.10704314708709717,99,,,,,,
0,0.21451880037784576,109,,,,,,
0,0.1310301125049591,119,,,,,,
0,0.16984160244464874,129,,,,,,
0,0.15665581822395325,139,,,,,,
0,0.08791248500347137,149,,,,,,
0,0.1205906867980957,159,,,,,,
0,0.07959547638893127,169,,,,,,
0,0.08171799033880234,179,,,,,,
0,0.13855339586734772,189,,,,,,
0,0.06136896088719368,199,,,,,,
0,0.07885533571243286,209,,,,,,
0,0.17213162779808044,219,,,,,,
0,0.22946111857891083,229,,,,,,
0,0.0660535991191864,239,,,,,,
0,0.03894764930009842,249,,,,,,
0,0.06868945807218552,259,,,,,,
0,0.12642811238765717,269,,,,,,
0,0.10984864085912704,279,,,,,,
0,0.10327034443616867,289,,,,,,
0,0.08622145652770996,299,,,,,,
0,0.11006501317024231,309,,,,,,
0,0.09505675733089447,319,,,,,,
0,0.06144798547029495,329,,,,,,
0,0.04492166265845299,339,,,,,,
0,0.16884377598762512,349,,,,,,
0,0.0385100357234478,359,,,,,,
0,0.0616210475564003,369,,,,,,
0,0.12870343029499054,379,,,,,,
0,0.08622986078262329,389,,,,,,
0,0.04725164920091629,399,,,,,,
0,0.06362897157669067,409,,,,,,
0,0.14846505224704742,419,,,,,,
0,0.080925852060318,429,,,,,,
0,0.06511617451906204,439,,,,,,
0,0.13798636198043823,449,,,,,,
0,0.10148964077234268,459,,,,,,
0,0.02504441700875759,469,,,,,,
0,0.03499424085021019,479,,,,,,
0,0.2706059515476227,489,,,,,,
0,0.047177504748106,499,,,,,,
0,0.11171557009220123,509,,,,,,
0,0.06019766256213188,519,,,,,,
0,0.06698296964168549,529,,,,,,
0,0.06425298750400543,539,,,,,,
0,0.06509892642498016,549,,,,,,
0,0.07257087528705597,559,,,,,,
0,0.031774505972862244,569,,,,,,
0,0.07032421976327896,579,,,,,,
0,0.1329578459262848,589,,,,,,
0,,590,0.893232524394989,0.1114971712231636,0.32673266530036926,0.6979926824569702,0.6120071411132812,
1,0.045100487768650055,599,,,,,,
1,0.05261308699846268,609,,,,,,
1,0.09762439876794815,619,,,,,,
1,0.044275470077991486,629,,,,,,
1,0.04412607103586197,639,,,,,,
1,0.029802147299051285,649,,,,,,
1,0.07003483921289444,659,,,,,,
1,0.040342267602682114,669,,,,,,
1,0.05985621362924576,679,,,,,,
1,0.04128333926200867,689,,,,,,
1,0.07768164575099945,699,,,,,,
1,0.0755574181675911,709,,,,,,
1,0.09252950549125671,719,,,,,,
1,0.0423240028321743,729,,,,,,
1,0.04135056957602501,739,,,,,,
1,0.05214949697256088,749,,,,,,
1,0.014911187812685966,759,,,,,,
1,0.027735058218240738,769,,,,,,
1,0.041994888335466385,779,,,,,,
1,0.2367376685142517,789,,,,,,
1,0.04225362464785576,799,,,,,,
1,0.015792688354849815,809,,,,,,
1,0.0550902895629406,819,,,,,,
1,0.03288460895419121,829,,,,,,
1,0.021525384858250618,839,,,,,,
1,0.020998455584049225,849,,,,,,
1,0.02456717938184738,859,,,,,,
1,0.036172524094581604,869,,,,,,
1,0.020532451570034027,879,,,,,,
1,0.04082190617918968,889,,,,,,
1,0.020898226648569107,899,,,,,,
1,0.010136324912309647,909,,,,,,
1,0.040931329131126404,919,,,,,,
1,0.01809500902891159,929,,,,,,
1,0.057657867670059204,939,,,,,,
1,0.029896492138504982,949,,,,,,
1,0.02402711845934391,959,,,,,,
1,0.03086094744503498,969,,,,,,
1,0.01955302432179451,979,,,,,,
1,0.08602587878704071,989,,,,,,
1,0.03814136981964111,999,,,,,,
1,0.010442342609167099,1009,,,,,,
1,0.03608812391757965,1019,,,,,,
1,0.028899285942316055,1029,,,,,,
1,0.030078301206231117,1039,,,,,,
1,0.04674559086561203,1049,,,,,,
1,0.06509797275066376,1059,,,,,,
1,0.028369229286909103,1069,,,,,,
1,0.009980863891541958,1079,,,,,,
1,0.09177342057228088,1089,,,,,,
1,0.02106931433081627,1099,,,,,,
1,0.01460507046431303,1109,,,,,,
1,0.062373314052820206,1119,,,,,,
1,0.04037996754050255,1129,,,,,,
1,0.026638701558113098,1139,,,,,,
1,0.009649679064750671,1149,,,,,,
1,0.046519797295331955,1159,,,,,,
1,0.019698331132531166,1169,,,,,,
1,0.05316554382443428,1179,,,,,,
1,,1181,0.8958845138549805,0.12061069905757904,0.35148516297340393,0.6981935501098633,0.6211516261100769,
2,0.014921627938747406,1189,,,,,,
2,0.005022193770855665,1199,,,,,,
2,0.0031981910578906536,1209,,,,,,
2,0.010362477041780949,1219,,,,,,
2,0.018499379977583885,1229,,,,,,
2,0.016749268397688866,1239,,,,,,
2,0.005740821361541748,1249,,,,,,
2,0.006673510652035475,1259,,,,,,
2,0.033906154334545135,1269,,,,,,
2,0.01633254624903202,1279,,,,,,
2,0.009227698668837547,1289,,,,,,
2,0.00924539566040039,1299,,,,,,
2,0.042115580290555954,1309,,,,,,
2,0.012440254911780357,1319,,,,,,
2,0.015482253395020962,1329,,,,,,
2,0.0026245429180562496,1339,,,,,,
2,0.025820694863796234,1349,,,,,,
2,0.0041802977211773396,1359,,,,,,
2,0.012842409312725067,1369,,,,,,
2,0.00813165120780468,1379,,,,,,
2,0.009575284086167812,1389,,,,,,
2,0.002323657041415572,1399,,,,,,
2,0.008441836573183537,1409,,,,,,
2,0.0027809161692857742,1419,,,,,,
2,0.010151905007660389,1429,,,,,,
2,0.02421325072646141,1439,,,,,,
2,0.08554483205080032,1449,,,,,,
2,0.006860367953777313,1459,,,,,,
2,0.005775549449026585,1469,,,,,,
2,0.1745574027299881,1479,,,,,,
2,0.02100750245153904,1489,,,,,,
2,0.028899598866701126,1499,,,,,,
2,0.005923140328377485,1509,,,,,,
2,0.023422637954354286,1519,,,,,,
2,0.03933347016572952,1529,,,,,,
2,0.01226913183927536,1539,,,,,,
2,0.01037299819290638,1549,,,,,,
2,0.01307111606001854,1559,,,,,,
2,0.008342527784407139,1569,,,,,,
2,0.0028501038905233145,1579,,,,,,
2,0.01231764629483223,1589,,,,,,
2,0.004061609040945768,1599,,,,,,
2,0.003954074811190367,1609,,,,,,
2,0.014733229763805866,1619,,,,,,
2,0.005629098974168301,1629,,,,,,
2,0.0035115268547087908,1639,,,,,,
2,0.0035080297384411097,1649,,,,,,
2,0.004551388788968325,1659,,,,,,
2,0.005030128173530102,1669,,,,,,
2,0.003948383964598179,1679,,,,,,
2,0.010522565804421902,1689,,,,,,
2,0.007399885915219784,1699,,,,,,
2,0.0024956874549388885,1709,,,,,,
2,0.0036612064577639103,1719,,,,,,
2,0.13105644285678864,1729,,,,,,
2,0.0026977735105901957,1739,,,,,,
2,0.0023276014253497124,1749,,,,,,
2,0.01370293740183115,1759,,,,,,
2,0.00668295519426465,1769,,,,,,
2,,1772,0.8930395841598511,0.1807045191526413,0.34158414602279663,0.6855912804603577,0.6084437370300293,
3,0.00295515195466578,1779,,,,,,
3,0.025726085528731346,1789,,,,,,
3,0.0019428504165261984,1799,,,,,,
3,0.004751619882881641,1809,,,,,,
3,0.00221060449257493,1819,,,,,,
3,0.0008790572755970061,1829,,,,,,
