step,epoch,train_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.10961757600307465,,,,,,
19,0,0.06993763148784637,,,,,,
29,0,0.04303368926048279,,,,,,
39,0,0.1099904477596283,,,,,,
49,0,0.07436758279800415,,,,,,
59,0,0.07359153777360916,,,,,,
69,0,0.054144036024808884,,,,,,
79,0,0.03794624283909798,,,,,,
89,0,0.03551366925239563,,,,,,
99,0,0.05977627635002136,,,,,,
109,0,0.047618743032217026,,,,,,
119,0,0.06999706476926804,,,,,,
129,0,0.043498869985342026,,,,,,
139,0,0.07352883368730545,,,,,,
149,0,0.07829958200454712,,,,,,
159,0,0.04903823882341385,,,,,,
169,0,0.04965274780988693,,,,,,
179,0,0.06215883418917656,,,,,,
189,0,0.04898309335112572,,,,,,
199,0,0.047174498438835144,,,,,,
209,0,0.05382991209626198,,,,,,
219,0,0.04506758600473404,,,,,,
229,0,0.0833241418004036,,,,,,
239,0,0.07821352034807205,,,,,,
249,0,0.057559262961149216,,,,,,
249,0,,0.42978277802467346,0.2874692976474762,0.8520506024360657,0.09214261919260025,0.3567606508731842,
259,1,0.05474327877163887,,,,,,
269,1,0.04190920293331146,,,,,,
279,1,0.0444350466132164,,,,,,
289,1,0.06435887515544891,,,,,,
299,1,0.07856844365596771,,,,,,
309,1,0.07838331907987595,,,,,,
319,1,0.05012166127562523,,,,,,
329,1,0.05545985326170921,,,,,,
339,1,0.06157396733760834,,,,,,
349,1,0.05756962299346924,,,,,,
359,1,0.05857237055897713,,,,,,
369,1,0.047059040516614914,,,,,,
379,1,0.04282614216208458,,,,,,
389,1,0.053711287677288055,,,,,,
399,1,0.03460514545440674,,,,,,
409,1,0.06336311250925064,,,,,,
419,1,0.05721744894981384,,,,,,
429,1,0.049969110637903214,,,,,,
439,1,0.04022934287786484,,,,,,
449,1,0.06185857951641083,,,,,,
459,1,0.05215488374233246,,,,,,
469,1,0.036095742136240005,,,,,,
479,1,0.05825740098953247,,,,,,
489,1,0.055375225841999054,,,,,,
499,1,0.06724962592124939,,,,,,
499,1,,0.4643186032772064,0.32186731696128845,0.8621379733085632,0.09889177978038788,0.39143499732017517,
509,2,0.047090016305446625,,,,,,
519,2,0.038571689277887344,,,,,,
529,2,0.0421815924346447,,,,,,
539,2,0.05492759495973587,,,,,,
549,2,0.07288976013660431,,,,,,
559,2,0.06954731792211533,,,,,,
569,2,0.043103378266096115,,,,,,
579,2,0.04797084257006645,,,,,,
589,2,0.05540945380926132,,,,,,
599,2,0.05407840386033058,,,,,,
609,2,0.05601432919502258,,,,,,
619,2,0.03961063176393509,,,,,,
629,2,0.040483132004737854,,,,,,
639,2,0.049884457141160965,,,,,,
649,2,0.031087130308151245,,,,,,
659,2,0.05887870118021965,,,,,,
669,2,0.04617476090788841,,,,,,
679,2,0.04533190652728081,,,,,,
689,2,0.03589145839214325,,,,,,
699,2,0.05652932822704315,,,,,,
709,2,0.044983912259340286,,,,,,
719,2,0.02953575737774372,,,,,,
729,2,0.04811638966202736,,,,,,
739,2,0.05356411263346672,,,,,,
749,2,0.05554477125406265,,,,,,
749,2,,0.46867281198501587,0.33415234088897705,0.8640961050987244,0.09733313322067261,0.39921146631240845,
759,3,0.04598512500524521,,,,,,
769,3,0.035008009523153305,,,,,,
779,3,0.03594161197543144,,,,,,
789,3,0.04571180418133736,,,,,,
799,3,0.06584808230400085,,,,,,
809,3,0.056343235075473785,,,,,,
819,3,0.03198632597923279,,,,,,
829,3,0.03893206641077995,,,,,,
839,3,0.04584449157118797,,,,,,
849,3,0.04664606600999832,,,,,,
859,3,0.050739798694849014,,,,,,
869,3,0.031033845618367195,,,,,,
879,3,0.03649526834487915,,,,,,
889,3,0.043972380459308624,,,,,,
899,3,0.026426559314131737,,,,,,
909,3,0.055458541959524155,,,,,,
919,3,0.02993205189704895,,,,,,
929,3,0.03474760428071022,,,,,,
939,3,0.025260448455810547,,,,,,
949,3,0.047098010778427124,,,,,,
959,3,0.02958534099161625,,,,,,
969,3,0.016792716458439827,,,,,,
979,3,0.0355173721909523,,,,,,
989,3,0.05210571736097336,,,,,,
999,3,0.031224701553583145,,,,,,
999,3,,0.4717383086681366,0.3439803421497345,0.8651478290557861,0.12874987721443176,0.40611517429351807,
1009,4,0.042171329259872437,,,,,,
1019,4,0.023978399112820625,,,,,,
1029,4,0.02147729881107807,,,,,,
1039,4,0.030898116528987885,,,,,,
1049,4,0.0375378392636776,,,,,,
1059,4,0.03426535800099373,,,,,,
1069,4,0.022371161729097366,,,,,,
1079,4,0.022426944226026535,,,,,,
1089,4,0.027530698105692863,,,,,,
1099,4,0.02912752330303192,,,,,,
1109,4,0.03235941752791405,,,,,,
1119,4,0.014534891583025455,,,,,,
1129,4,0.024662869051098824,,,,,,
1139,4,0.024170871824026108,,,,,,
1149,4,0.016000663861632347,,,,,,
1159,4,0.021281052380800247,,,,,,
1169,4,0.012765826657414436,,,,,,
1179,4,0.013667167164385319,,,,,,
1189,4,0.012041083537042141,,,,,,
1199,4,0.02071571908891201,,,,,,
1209,4,0.005563871935009956,,,,,,
1219,4,0.004453917033970356,,,,,,
1229,4,0.01571519672870636,,,,,,
1239,4,0.021683301776647568,,,,,,
1249,4,0.015398667193949223,,,,,,
1249,4,,0.4418203830718994,0.3194103240966797,0.855434775352478,0.19234316051006317,0.3794995844364166,
1250,5,,,,,,,0.19234316051006317
