step,train_loss,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
9,0.67514967918396,0,,,,,,
19,0.7608730792999268,0,,,,,,
29,0.18645061552524567,0,,,,,,
39,0.38779908418655396,0,,,,,,
49,0.3128490149974823,0,,,,,,
59,0.6665059328079224,0,,,,,,
69,0.2135942280292511,0,,,,,,
79,0.5529642105102539,0,,,,,,
89,0.5041711330413818,0,,,,,,
99,0.3146955370903015,0,,,,,,
109,0.3780437707901001,0,,,,,,
119,0.15564511716365814,0,,,,,,
129,0.2620736062526703,0,,,,,,
139,0.4258577525615692,0,,,,,,
149,0.32137322425842285,0,,,,,,
159,0.3146166205406189,0,,,,,,
169,0.26750168204307556,0,,,,,,
179,0.20541006326675415,0,,,,,,
189,0.33562734723091125,0,,,,,,
199,0.16874760389328003,0,,,,,,
209,0.29127612709999084,0,,,,,,
216,,0,0.8680437803268433,0.6256308555603027,0.560771107673645,0.15517321228981018,0.30547550320625305,
219,0.20298664271831512,1,,,,,,
229,0.24493274092674255,1,,,,,,
239,0.2545434534549713,1,,,,,,
249,0.1843552589416504,1,,,,,,
259,0.4020737409591675,1,,,,,,
269,0.37440964579582214,1,,,,,,
279,0.3110359013080597,1,,,,,,
289,0.5707811117172241,1,,,,,,
299,0.22325296700000763,1,,,,,,
309,0.2495899200439453,1,,,,,,
319,0.1652292162179947,1,,,,,,
329,0.37801188230514526,1,,,,,,
339,0.3536628782749176,1,,,,,,
349,0.2742757797241211,1,,,,,,
359,0.1503911167383194,1,,,,,,
369,0.2824074327945709,1,,,,,,
379,0.10844362527132034,1,,,,,,
389,0.2861613631248474,1,,,,,,
399,0.17895981669425964,1,,,,,,
409,0.16698560118675232,1,,,,,,
419,0.3638145923614502,1,,,,,,
429,0.13736945390701294,1,,,,,,
433,,1,0.8869901299476624,0.6658909916877747,0.6162636876106262,0.13790923357009888,0.3746397793292999,
439,0.14671272039413452,2,,,,,,
449,0.20648075640201569,2,,,,,,
459,0.06151694804430008,2,,,,,,
469,0.12306994944810867,2,,,,,,
479,0.30388960242271423,2,,,,,,
489,0.08186596632003784,2,,,,,,
499,0.33245745301246643,2,,,,,,
509,0.1364409327507019,2,,,,,,
519,0.12781579792499542,2,,,,,,
529,0.10804153233766556,2,,,,,,
539,0.06831514090299606,2,,,,,,
549,0.21054977178573608,2,,,,,,
559,0.06380315870046616,2,,,,,,
569,0.08971711993217468,2,,,,,,
579,0.12387724220752716,2,,,,,,
589,0.11223145574331284,2,,,,,,
599,0.04905093088746071,2,,,,,,
609,0.047885749489068985,2,,,,,,
619,0.11862312257289886,2,,,,,,
629,0.18733128905296326,2,,,,,,
639,0.07106173783540726,2,,,,,,
649,0.06425806134939194,2,,,,,,
650,,2,0.8942847847938538,0.6865459084510803,0.6405664682388306,0.13561350107192993,0.3775216042995453,
659,0.20362524688243866,3,,,,,,
669,0.11165094375610352,3,,,,,,
679,0.06914548575878143,3,,,,,,
689,0.2895064651966095,3,,,,,,
699,0.061983123421669006,3,,,,,,
709,0.09051071852445602,3,,,,,,
719,0.023437701165676117,3,,,,,,
729,0.02173720672726631,3,,,,,,
739,0.060553085058927536,3,,,,,,
749,0.06658607721328735,3,,,,,,
759,0.09316354990005493,3,,,,,,
769,0.07154983282089233,3,,,,,,
779,0.1425989866256714,3,,,,,,
789,0.05824047699570656,3,,,,,,
799,0.025123361498117447,3,,,,,,
809,0.04476102814078331,3,,,,,,
819,0.1356406956911087,3,,,,,,
829,0.3527299761772156,3,,,,,,
839,0.023743294179439545,3,,,,,,
849,0.04688403755426407,3,,,,,,
859,0.029085805639624596,3,,,,,,
867,,3,0.8924388289451599,0.6790710687637329,0.6334673762321472,0.14371441304683685,0.38040345907211304,
869,0.006927018985152245,4,,,,,,
879,0.0882885679602623,4,,,,,,
889,0.12436162680387497,4,,,,,,
899,0.475836843252182,4,,,,,,
909,0.21947796642780304,4,,,,,,
919,0.073213130235672,4,,,,,,
929,0.07149303704500198,4,,,,,,
939,0.014167062938213348,4,,,,,,
949,0.027503542602062225,4,,,,,,
959,0.012428535148501396,4,,,,,,
969,0.08260172605514526,4,,,,,,
979,0.01061287336051464,4,,,,,,
989,0.1251208782196045,4,,,,,,
999,0.1487210988998413,4,,,,,,
1009,0.015020324848592281,4,,,,,,
1019,0.011811570264399052,4,,,,,,
1029,0.004500988870859146,4,,,,,,
1039,0.04546056687831879,4,,,,,,
1049,0.03739552199840546,4,,,,,,
1059,0.009719674475491047,4,,,,,,
1069,0.0033037017565220594,4,,,,,,
1079,0.04776754230260849,4,,,,,,
1084,,4,0.887397050857544,0.6660056710243225,0.6129379272460938,0.1681150197982788,0.3717579245567322,
1085,,5,,,,,,0.1681150197982788
