step,train_loss,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
9,0.8875588178634644,0,,,,,,
19,0.38811391592025757,0,,,,,,
29,0.3584594130516052,0,,,,,,
39,0.45686808228492737,0,,,,,,
49,0.3891932964324951,0,,,,,,
59,0.728446900844574,0,,,,,,
69,0.40977540612220764,0,,,,,,
79,0.9845611453056335,0,,,,,,
89,0.6707659959793091,0,,,,,,
99,0.1900041550397873,0,,,,,,
109,0.31808003783226013,0,,,,,,
119,0.23683276772499084,0,,,,,,
129,0.1576547771692276,0,,,,,,
139,0.3645842969417572,0,,,,,,
149,0.2361300140619278,0,,,,,,
159,0.24033479392528534,0,,,,,,
169,0.43809449672698975,0,,,,,,
179,0.23222289979457855,0,,,,,,
189,0.2613008916378021,0,,,,,,
199,0.2837352752685547,0,,,,,,
202,,0,0.8627040386199951,0.5860904455184937,0.5448601245880127,0.1960064321756363,0.35281383991241455,
209,0.32280391454696655,1,,,,,,
219,1.1232454776763916,1,,,,,,
229,0.15851236879825592,1,,,,,,
239,0.12368199974298477,1,,,,,,
249,0.4807840883731842,1,,,,,,
259,0.2192237377166748,1,,,,,,
269,0.2123149335384369,1,,,,,,
279,0.27232447266578674,1,,,,,,
289,0.2594062387943268,1,,,,,,
299,0.3505135476589203,1,,,,,,
309,0.1585974246263504,1,,,,,,
319,0.09081006795167923,1,,,,,,
329,0.16574296355247498,1,,,,,,
339,0.10290778428316116,1,,,,,,
349,0.21787545084953308,1,,,,,,
359,0.24265258014202118,1,,,,,,
369,0.1376367211341858,1,,,,,,
379,0.25578832626342773,1,,,,,,
389,0.12935522198677063,1,,,,,,
399,0.13713447749614716,1,,,,,,
405,,1,0.8829547166824341,0.6336517930030823,0.6080217361450195,0.1603589653968811,0.4372294247150421,
409,0.13815182447433472,2,,,,,,
419,0.0768781453371048,2,,,,,,
429,0.03669239208102226,2,,,,,,
439,0.11680716276168823,2,,,,,,
449,0.17463700473308563,2,,,,,,
459,0.08748989552259445,2,,,,,,
469,0.1403363049030304,2,,,,,,
479,0.03757603093981743,2,,,,,,
489,0.17898519337177277,2,,,,,,
499,0.13236945867538452,2,,,,,,
509,0.1376505345106125,2,,,,,,
519,0.19208136200904846,2,,,,,,
529,0.04688560217618942,2,,,,,,
539,0.035873956978321075,2,,,,,,
549,0.09526672214269638,2,,,,,,
559,0.26812314987182617,2,,,,,,
569,0.9855530858039856,2,,,,,,
579,0.0891924500465393,2,,,,,,
589,0.03596919775009155,2,,,,,,
599,0.11283516138792038,2,,,,,,
608,,2,0.8922997117042542,0.6556330323219299,0.6298215389251709,0.14833444356918335,0.4523809552192688,
609,0.10140037536621094,3,,,,,,
619,0.09568554162979126,3,,,,,,
629,0.12782035768032074,3,,,,,,
639,0.2277783304452896,3,,,,,,
649,0.12997259199619293,3,,,,,,
659,0.03701920434832573,3,,,,,,
669,0.19105592370033264,3,,,,,,
679,0.2344457358121872,3,,,,,,
689,0.09491737186908722,3,,,,,,
699,0.016195906326174736,3,,,,,,
709,0.04895899444818497,3,,,,,,
719,0.03614139184355736,3,,,,,,
729,0.10214010626077652,3,,,,,,
739,0.068964883685112,3,,,,,,
749,0.03917849063873291,3,,,,,,
759,0.27884650230407715,3,,,,,,
769,0.028660045936703682,3,,,,,,
779,0.07509339600801468,3,,,,,,
789,0.02071298100054264,3,,,,,,
799,0.07857579737901688,3,,,,,,
809,0.09758307784795761,3,,,,,,
811,,3,0.8913652896881104,0.6602838039398193,0.632703423500061,0.15541373193264008,0.4502164423465729,
819,0.04550623521208763,4,,,,,,
829,0.042571138590574265,4,,,,,,
839,0.03917330875992775,4,,,,,,
849,0.028874710202217102,4,,,,,,
859,0.019259212538599968,4,,,,,,
869,0.04386792331933975,4,,,,,,
879,0.05655232071876526,4,,,,,,
889,0.04045654460787773,4,,,,,,
899,0.013256602920591831,4,,,,,,
909,0.021334150806069374,4,,,,,,
919,0.03455434739589691,4,,,,,,
929,0.048191316425800323,4,,,,,,
939,0.017919206991791725,4,,,,,,
949,0.0358688049018383,4,,,,,,
959,0.03601057827472687,4,,,,,,
969,0.09785193204879761,4,,,,,,
979,0.025318315252661705,4,,,,,,
989,0.027134409174323082,4,,,,,,
999,0.039010632783174515,4,,,,,,
1009,0.019193192943930626,4,,,,,,
1014,,4,0.8958036303520203,0.6727710962295532,0.6407493352890015,0.17319954931735992,0.4545454680919647,
1015,,5,,,,,,0.17319954931735992
