step,epoch,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0,0.4867189824581146,,,,,,
19,0,0.4603066146373749,,,,,,
29,0,0.13689455389976501,,,,,,
39,0,0.4919075667858124,,,,,,
49,0,0.09433749318122864,,,,,,
59,0,0.13964945077896118,,,,,,
69,0,0.05368727445602417,,,,,,
79,0,0.22226911783218384,,,,,,
89,0,0.1393815577030182,,,,,,
99,0,0.11275928467512131,,,,,,
109,0,0.061789195984601974,,,,,,
119,0,0.1271221935749054,,,,,,
129,0,0.15016108751296997,,,,,,
139,0,0.2273046225309372,,,,,,
149,0,0.23793691396713257,,,,,,
159,0,0.2869221270084381,,,,,,
169,0,0.19595062732696533,,,,,,
179,0,0.1067618727684021,,,,,,
189,0,0.14384989440441132,,,,,,
199,0,0.2553310990333557,,,,,,
209,0,0.12005174905061722,,,,,,
219,0,0.10245635360479355,,,,,,
229,0,0.08659017086029053,,,,,,
239,0,0.08498965948820114,,,,,,
249,0,0.10211002826690674,,,,,,
259,0,0.07816845178604126,,,,,,
269,0,0.11209176480770111,,,,,,
279,0,0.16333097219467163,,,,,,
289,0,0.1566968858242035,,,,,,
299,0,0.13376487791538239,,,,,,
309,0,0.1604851484298706,,,,,,
319,0,0.12662042677402496,,,,,,
329,0,0.07931297272443771,,,,,,
339,0,0.11914277821779251,,,,,,
349,0,0.1941021978855133,,,,,,
359,0,0.07942169904708862,,,,,,
369,0,0.12390593439340591,,,,,,
374,0,,0.28832435607910156,0.10411754250526428,0.34039607644081116,0.20944881439208984,0.8043071031570435,
379,1,0.126909077167511,,,,,,
389,1,0.08792413026094437,,,,,,
399,1,0.08654210716485977,,,,,,
409,1,0.08234211802482605,,,,,,
419,1,0.14678718149662018,,,,,,
429,1,0.11592963337898254,,,,,,
439,1,0.06588946282863617,,,,,,
449,1,0.12944205105304718,,,,,,
459,1,0.10198172926902771,,,,,,
469,1,0.08944915980100632,,,,,,
479,1,0.13867589831352234,,,,,,
489,1,0.07763102650642395,,,,,,
499,1,0.1358797252178192,,,,,,
509,1,0.15903569757938385,,,,,,
519,1,0.06338869780302048,,,,,,
529,1,0.08030903339385986,,,,,,
539,1,0.15605807304382324,,,,,,
549,1,0.07927402853965759,,,,,,
559,1,0.14763204753398895,,,,,,
569,1,0.06933847814798355,,,,,,
579,1,0.07621710002422333,,,,,,
589,1,0.09406567364931107,,,,,,
599,1,0.12066860496997833,,,,,,
609,1,0.16337427496910095,,,,,,
619,1,0.08715362846851349,,,,,,
629,1,0.18976537883281708,,,,,,
639,1,0.09124942868947983,,,,,,
649,1,0.14506913721561432,,,,,,
659,1,0.13775630295276642,,,,,,
669,1,0.10284459590911865,,,,,,
679,1,0.06887082755565643,,,,,,
689,1,0.10862033069133759,,,,,,
699,1,0.12369699776172638,,,,,,
709,1,0.09196987003087997,,,,,,
719,1,0.08377102762460709,,,,,,
729,1,0.11177903413772583,,,,,,
739,1,0.048745475709438324,,,,,,
749,1,0.3986593186855316,,,,,,
749,1,,0.3169034421443939,0.11114294081926346,0.37503406405448914,0.24094487726688385,0.8205367922782898,
759,2,0.06526263058185577,,,,,,
769,2,0.08676359802484512,,,,,,
779,2,0.06441149860620499,,,,,,
789,2,0.11689309775829315,,,,,,
799,2,0.08195336163043976,,,,,,
809,2,0.08742019534111023,,,,,,
819,2,0.09800176322460175,,,,,,
829,2,0.08474603295326233,,,,,,
839,2,0.08602830022573471,,,,,,
849,2,0.08888909220695496,,,,,,
859,2,0.0450710766017437,,,,,,
869,2,0.06765636056661606,,,,,,
879,2,0.06375740468502045,,,,,,
889,2,0.05928489565849304,,,,,,
899,2,0.0818759873509407,,,,,,
909,2,0.08979280292987823,,,,,,
919,2,0.07482542842626572,,,,,,
929,2,0.059631310403347015,,,,,,
939,2,0.11210805177688599,,,,,,
949,2,0.08478228747844696,,,,,,
959,2,0.22050370275974274,,,,,,
969,2,0.07145843654870987,,,,,,
979,2,0.09077624976634979,,,,,,
989,2,0.0942358747124672,,,,,,
999,2,0.0633847787976265,,,,,,
1009,2,0.05400160700082779,,,,,,
1019,2,0.09662671387195587,,,,,,
1029,2,0.11133275926113129,,,,,,
1039,2,0.06453028321266174,,,,,,
1049,2,0.06434113532304764,,,,,,
1059,2,0.06707268953323364,,,,,,
1069,2,0.059773169457912445,,,,,,
1079,2,0.0549713559448719,,,,,,
1089,2,0.09868863970041275,,,,,,
1099,2,0.07492631673812866,,,,,,
1109,2,0.045460451394319534,,,,,,
1119,2,0.05388630926609039,,,,,,
1124,2,,0.34656620025634766,0.10943950712680817,0.4012800455093384,0.26929134130477905,0.8283624053001404,
1129,3,0.056625183671712875,,,,,,
1139,3,0.0584651418030262,,,,,,
1149,3,0.07104047387838364,,,,,,
1159,3,0.04108467325568199,,,,,,
1169,3,0.055236998945474625,,,,,,
1179,3,0.05054926872253418,,,,,,
1189,3,0.0474064014852047,,,,,,
1199,3,0.058948952704668045,,,,,,
1209,3,0.07404279708862305,,,,,,
1219,3,0.06568828970193863,,,,,,
1229,3,0.06553852558135986,,,,,,
1239,3,0.05803380161523819,,,,,,
1249,3,0.065217524766922,,,,,,
1259,3,0.09368554502725601,,,,,,
1269,3,0.039688970893621445,,,,,,
1279,3,0.0596652589738369,,,,,,
1289,3,0.1084841936826706,,,,,,
1299,3,0.04712434113025665,,,,,,
1309,3,0.0805991142988205,,,,,,
1319,3,0.05360473319888115,,,,,,
1329,3,0.04410118982195854,,,,,,
1339,3,0.059516895562410355,,,,,,
