step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
9,0.2105080634355545,0,,,,,,
19,0.5519080758094788,0,,,,,,
29,0.18068331480026245,0,,,,,,
39,0.21586619317531586,0,,,,,,
49,0.14319060742855072,0,,,,,,
59,0.249207004904747,0,,,,,,
69,0.1440744698047638,0,,,,,,
79,0.10817946493625641,0,,,,,,
89,0.1639097034931183,0,,,,,,
99,0.06806334853172302,0,,,,,,
109,0.26070767641067505,0,,,,,,
119,0.13991433382034302,0,,,,,,
129,0.35761868953704834,0,,,,,,
139,0.13454347848892212,0,,,,,,
149,0.10759641230106354,0,,,,,,
159,0.10781737416982651,0,,,,,,
169,0.08606674522161484,0,,,,,,
179,0.09907303750514984,0,,,,,,
189,0.1225997805595398,0,,,,,,
199,0.07096582651138306,0,,,,,,
209,0.08535489439964294,0,,,,,,
219,0.16087613999843597,0,,,,,,
229,0.23978422582149506,0,,,,,,
239,0.07917405664920807,0,,,,,,
249,0.07022575289011002,0,,,,,,
259,0.08852319419384003,0,,,,,,
269,0.11452437192201614,0,,,,,,
279,0.08385983854532242,0,,,,,,
289,0.135154128074646,0,,,,,,
299,0.06643152236938477,0,,,,,,
309,0.1119331642985344,0,,,,,,
319,0.12812986969947815,0,,,,,,
329,0.09774202108383179,0,,,,,,
339,0.06476296484470367,0,,,,,,
349,0.12860612571239471,0,,,,,,
359,0.03056247904896736,0,,,,,,
369,0.06274323165416718,0,,,,,,
379,0.16019752621650696,0,,,,,,
389,0.06887158006429672,0,,,,,,
399,0.05500902980566025,0,,,,,,
409,0.06996434181928635,0,,,,,,
419,0.11084503680467606,0,,,,,,
429,0.0875663310289383,0,,,,,,
439,0.05927295237779617,0,,,,,,
449,0.1815890073776245,0,,,,,,
459,0.12296939641237259,0,,,,,,
469,0.0396188423037529,0,,,,,,
479,0.07036276906728745,0,,,,,,
489,0.2961713671684265,0,,,,,,
499,0.044170085340738297,0,,,,,,
509,0.10226579755544662,0,,,,,,
519,0.05869423970580101,0,,,,,,
529,0.0787123441696167,0,,,,,,
539,0.04098449647426605,0,,,,,,
549,0.0505077950656414,0,,,,,,
559,0.05654654651880264,0,,,,,,
569,0.035785410553216934,0,,,,,,
