step,train_loss,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_loss
9,0.8342849612236023,0,,,,,,
19,0.29492640495300293,0,,,,,,
29,0.48811087012290955,0,,,,,,
39,0.4185122847557068,0,,,,,,
49,0.38686466217041016,0,,,,,,
59,0.25749167799949646,0,,,,,,
69,0.5098598599433899,0,,,,,,
79,0.27393296360969543,0,,,,,,
89,0.2591131925582886,0,,,,,,
99,0.3191785216331482,0,,,,,,
109,0.146413654088974,0,,,,,,
119,0.3184257447719574,0,,,,,,
129,0.22683414816856384,0,,,,,,
139,0.5542767643928528,0,,,,,,
149,0.260372132062912,0,,,,,,
159,0.22785334289073944,0,,,,,,
169,0.28027281165122986,0,,,,,,
179,0.2987861633300781,0,,,,,,
189,0.20821015536785126,0,,,,,,
199,0.24399150907993317,0,,,,,,
209,0.2687644064426422,0,,,,,,
219,0.32524314522743225,0,,,,,,
229,0.2025928497314453,0,,,,,,
239,0.2793813645839691,0,,,,,,
249,0.2555799186229706,0,,,,,,
259,0.16873608529567719,0,,,,,,
269,0.2413022369146347,0,,,,,,
279,0.22314514219760895,0,,,,,,
289,0.23677223920822144,0,,,,,,
299,0.2079533338546753,0,,,,,,
309,0.19818715751171112,0,,,,,,
319,0.1668379008769989,0,,,,,,
329,0.1771392673254013,0,,,,,,
339,0.20636212825775146,0,,,,,,
349,0.1734790802001953,0,,,,,,
359,0.26217585802078247,0,,,,,,
369,0.11630430817604065,0,,,,,,
379,0.13313062489032745,0,,,,,,
389,0.1888228952884674,0,,,,,,
399,0.07148477435112,0,,,,,,
409,0.19499655067920685,0,,,,,,
419,0.21934057772159576,0,,,,,,
429,0.17809619009494781,0,,,,,,
439,0.19882892072200775,0,,,,,,
449,0.20702634751796722,0,,,,,,
459,0.30778780579566956,0,,,,,,
469,0.21793201565742493,0,,,,,,
479,0.15800420939922333,0,,,,,,
489,0.17999249696731567,0,,,,,,
499,0.18547965586185455,0,,,,,,
509,0.08738880604505539,0,,,,,,
519,0.21878011524677277,0,,,,,,
529,0.20835261046886444,0,,,,,,
539,0.19463033974170685,0,,,,,,
549,0.11251598596572876,0,,,,,,
559,0.1838579624891281,0,,,,,,
569,0.1957699954509735,0,,,,,,
579,0.11558284610509872,0,,,,,,
589,0.1568574160337448,0,,,,,,
599,0.2547471821308136,0,,,,,,
609,0.22633017599582672,0,,,,,,
619,0.06319016218185425,0,,,,,,
629,0.13835905492305756,0,,,,,,
639,0.15717290341854095,0,,,,,,
649,0.10612225532531738,0,,,,,,
659,0.15328487753868103,0,,,,,,
669,0.16551372408866882,0,,,,,,
679,0.15927694737911224,0,,,,,,
689,0.17712269723415375,0,,,,,,
699,0.1666155606508255,0,,,,,,
