train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.5973609685897827,0,9,,,,,,
0.41780537366867065,0,19,,,,,,
0.3322749435901642,0,29,,,,,,
0.2090250849723816,0,39,,,,,,
0.3237590193748474,0,49,,,,,,
0.2015734761953354,0,59,,,,,,
0.2512926161289215,0,69,,,,,,
0.1048249900341034,0,79,,,,,,
0.10018838196992874,0,89,,,,,,
0.09693778306245804,0,99,,,,,,
0.22256924211978912,0,109,,,,,,
0.25922754406929016,0,119,,,,,,
0.07291168719530106,0,129,,,,,,
0.15200592577457428,0,139,,,,,,
0.1370992809534073,0,149,,,,,,
0.1298486441373825,0,159,,,,,,
0.19827142357826233,0,169,,,,,,
0.116703562438488,0,179,,,,,,
0.10187924653291702,0,189,,,,,,
0.08540896326303482,0,199,,,,,,
0.1063312515616417,0,209,,,,,,
0.26086241006851196,0,219,,,,,,
0.23955361545085907,0,229,,,,,,
0.16423241794109344,0,239,,,,,,
0.23671071231365204,0,249,,,,,,
0.08917564153671265,0,259,,,,,,
0.1469123810529709,0,269,,,,,,
0.11808522790670395,0,279,,,,,,
0.08973202854394913,0,289,,,,,,
0.2536657750606537,0,299,,,,,,
0.11853964626789093,0,309,,,,,,
0.10515972971916199,0,319,,,,,,
0.1578965038061142,0,329,,,,,,
0.2123768925666809,0,339,,,,,,
0.13527977466583252,0,349,,,,,,
,0,356,0.24986129999160767,0.766753077507019,0.10160995274782181,0.19776710867881775,0.13192182779312134,
0.17970816791057587,1,359,,,,,,
0.0757458359003067,1,369,,,,,,
0.17385174334049225,1,379,,,,,,
0.13387978076934814,1,389,,,,,,
0.11155623197555542,1,399,,,,,,
0.3013795018196106,1,409,,,,,,
0.17512235045433044,1,419,,,,,,
0.14661666750907898,1,429,,,,,,
0.11994674801826477,1,439,,,,,,
0.15650732815265656,1,449,,,,,,
0.15287981927394867,1,459,,,,,,
0.11790282279253006,1,469,,,,,,
0.2686801254749298,1,479,,,,,,
0.1187034621834755,1,489,,,,,,
0.14323103427886963,1,499,,,,,,
0.09025683254003525,1,509,,,,,,
0.14904601871967316,1,519,,,,,,
0.20957565307617188,1,529,,,,,,
0.16977599263191223,1,539,,,,,,
0.11977425217628479,1,549,,,,,,
0.1268332302570343,1,559,,,,,,
0.1010080948472023,1,569,,,,,,
0.19848483800888062,1,579,,,,,,
0.0735943615436554,1,589,,,,,,
0.1665496826171875,1,599,,,,,,
0.09814194589853287,1,609,,,,,,
0.2534407079219818,1,619,,,,,,
0.09763847291469574,1,629,,,,,,
0.06569139659404755,1,639,,,,,,
0.10676451772451401,1,649,,,,,,
0.18495309352874756,1,659,,,,,,
0.13396359980106354,1,669,,,,,,
0.06955239176750183,1,679,,,,,,
0.09211501479148865,1,689,,,,,,
0.06948346644639969,1,699,,,,,,
0.07626668363809586,1,709,,,,,,
,1,713,0.303244024515152,0.7876537442207336,0.1126897931098938,0.2502301037311554,0.1856677532196045,
0.1000518798828125,2,719,,,,,,
0.11921366304159164,2,729,,,,,,
0.054537732154130936,2,739,,,,,,
0.07713666558265686,2,749,,,,,,
0.09984762221574783,2,759,,,,,,
0.11840107291936874,2,769,,,,,,
0.07739832252264023,2,779,,,,,,
0.07548939436674118,2,789,,,,,,
0.22491328418254852,2,799,,,,,,
0.10210884362459183,2,809,,,,,,
0.07479579746723175,2,819,,,,,,
0.10730112344026566,2,829,,,,,,
0.1735975593328476,2,839,,,,,,
0.05356954038143158,2,849,,,,,,
0.07529880106449127,2,859,,,,,,
0.09618476778268814,2,869,,,,,,
0.09630114585161209,2,879,,,,,,
0.07951481640338898,2,889,,,,,,
0.10473692417144775,2,899,,,,,,
0.06275904923677444,2,909,,,,,,
0.10311725735664368,2,919,,,,,,
0.06502863764762878,2,929,,,,,,
0.10025565326213837,2,939,,,,,,
0.15512199699878693,2,949,,,,,,
0.056324753910303116,2,959,,,,,,
0.08530399203300476,2,969,,,,,,
0.08080708235502243,2,979,,,,,,
0.11137412488460541,2,989,,,,,,
0.06642761081457138,2,999,,,,,,
0.05315409600734711,2,1009,,,,,,
0.11264806985855103,2,1019,,,,,,
0.07993321865797043,2,1029,,,,,,
0.08296544849872589,2,1039,,,,,,
0.07298601418733597,2,1049,,,,,,
0.053277637809515,2,1059,,,,,,
0.05859416350722313,2,1069,,,,,,
,2,1070,0.3274014890193939,0.7965424656867981,0.11279883235692978,0.2701510787010193,0.20358306169509888,
0.07333902269601822,3,1079,,,,,,
0.10286824405193329,3,1089,,,,,,
0.0897190272808075,3,1099,,,,,,
0.056429971009492874,3,1109,,,,,,
0.05748467519879341,3,1119,,,,,,
0.07612796127796173,3,1129,,,,,,
0.09219246357679367,3,1139,,,,,,
0.06895671039819717,3,1149,,,,,,
0.08877505362033844,3,1159,,,,,,
0.09903894364833832,3,1169,,,,,,
0.05661820247769356,3,1179,,,,,,
0.0833381712436676,3,1189,,,,,,
0.05753803253173828,3,1199,,,,,,
0.05270589143037796,3,1209,,,,,,
0.04705262556672096,3,1219,,,,,,
0.06762822717428207,3,1229,,,,,,
0.053875986486673355,3,1239,,,,,,
0.0578402578830719,3,1249,,,,,,
0.04440293833613396,3,1259,,,,,,
0.060184333473443985,3,1269,,,,,,
