epoch,train_loss,step,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,val_qa_answer_f1,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score
0,0.3500806391239166,9,,,,,,,,,,
0,0.42071864008903503,19,,,,,,,,,,
0,0.19283096492290497,29,,,,,,,,,,
0,0.1636645346879959,39,,,,,,,,,,
0,0.16092456877231598,49,,,,,,,,,,
0,0.10715384781360626,59,,,,,,,,,,
0,0.13961565494537354,69,,,,,,,,,,
0,0.1332874596118927,79,,,,,,,,,,
0,0.11486204713582993,89,,,,,,,,,,
0,,93,0.09229680150747299,0.8995673656463623,0.59124755859375,0.5104712247848511,0.5582669973373413,,,,,
1,0.30521124601364136,99,,,,,,,,,,
1,0.09798796474933624,109,,,,,,,,,,
1,0.08198011666536331,119,,,,,,,,,,
1,0.16152095794677734,129,,,,,,,,,,
1,0.10312117636203766,139,,,,,,,,,,
1,0.06335033476352692,149,,,,,,,,,,
1,0.06917226314544678,159,,,,,,,,,,
1,0.08297528326511383,169,,,,,,,,,,
1,0.09794309735298157,179,,,,,,,,,,
1,,187,0.08068504929542542,0.9126085638999939,0.6450398564338684,0.5785340070724487,0.6163081526756287,,,,,
2,0.0860375463962555,189,,,,,,,,,,
2,0.11229496449232101,199,,,,,,,,,,
2,0.08465362340211868,209,,,,,,,,,,
2,0.11602669954299927,219,,,,,,,,,,
2,0.1846548169851303,229,,,,,,,,,,
2,0.07218147069215775,239,,,,,,,,,,
2,0.17029033601284027,249,,,,,,,,,,
2,0.08761724084615707,259,,,,,,,,,,
2,0.09186843037605286,269,,,,,,,,,,
2,0.08770247548818588,279,,,,,,,,,,
2,,281,0.07764757424592972,0.9169115424156189,0.659332275390625,0.5968586206436157,0.6335391402244568,,,,,
3,0.09913719445466995,289,,,,,,,,,,
3,0.09910451620817184,299,,,,,,,,,,
3,0.09982729703187943,309,,,,,,,,,,
3,0.07944817841053009,319,,,,,,,,,,
3,0.07692863792181015,329,,,,,,,,,,
3,0.08645184338092804,339,,,,,,,,,,
3,0.09534987807273865,349,,,,,,,,,,
3,0.15312032401561737,359,,,,,,,,,,
3,0.07229483872652054,369,,,,,,,,,,
3,,375,0.07449833303689957,0.920477569103241,0.671905517578125,0.6151832342147827,0.6488997340202332,,,,,
4,0.05237627029418945,379,,,,,,,,,,
4,0.07108340412378311,389,,,,,,,,,,
4,0.10103597491979599,399,,,,,,,,,,
4,0.1045810803771019,409,,,,,,,,,,
4,0.10930979251861572,419,,,,,,,,,,
4,0.07474683970212936,429,,,,,,,,,,
4,0.06938306242227554,439,,,,,,,,,,
4,0.08088155090808868,449,,,,,,,,,,
4,0.18387281894683838,459,,,,,,,,,,
4,0.04392014443874359,469,,,,,,,,,,
4,,469,0.07253038138151169,0.9254729747772217,0.6904703974723816,0.6387434601783752,0.6724207997322083,,,,,
5,,470,,,,,,0.6387434601783752,0.07253038138151169,0.6904703974723816,0.6724207997322083,0.9254729747772217
