step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1
9,2.0621230602264404,0,,,,,,,,,,
19,3.2946674823760986,0,,,,,,,,,,
29,1.5528911352157593,0,,,,,,,,,,
39,1.3390249013900757,0,,,,,,,,,,
49,2.919583797454834,0,,,,,,,,,,
59,1.616085171699524,0,,,,,,,,,,
69,1.5342212915420532,0,,,,,,,,,,
79,1.1911170482635498,0,,,,,,,,,,
89,0.5701601505279541,0,,,,,,,,,,
99,1.5991759300231934,0,,,,,,,,,,
101,,0,0.9028356671333313,0.863310694694519,0.3160173296928406,0.601192057132721,0.5414570569992065,,,,,
109,1.3843178749084473,1,,,,,,,,,,
119,1.0667589902877808,1,,,,,,,,,,
129,1.1376670598983765,1,,,,,,,,,,
139,1.3170788288116455,1,,,,,,,,,,
149,1.767275094985962,1,,,,,,,,,,
159,2.186279058456421,1,,,,,,,,,,
169,1.343289852142334,1,,,,,,,,,,
179,1.952854871749878,1,,,,,,,,,,
189,0.4992921054363251,1,,,,,,,,,,
199,2.053901195526123,1,,,,,,,,,,
203,,1,0.8300298452377319,0.8685442805290222,0.3268398344516754,0.6062138080596924,0.5557995438575745,,,,,
209,0.8652575016021729,2,,,,,,,,,,
219,0.8302001953125,2,,,,,,,,,,
229,0.20173224806785583,2,,,,,,,,,,
239,1.6873080730438232,2,,,,,,,,,,
249,1.7044533491134644,2,,,,,,,,,,
259,1.023829698562622,2,,,,,,,,,,
269,0.7993175983428955,2,,,,,,,,,,
279,1.6454676389694214,2,,,,,,,,,,
289,1.4235117435455322,2,,,,,,,,,,
299,0.8139734268188477,2,,,,,,,,,,
305,,2,0.7790416479110718,0.8711429238319397,0.33766233921051025,0.6058602333068848,0.5566107034683228,,,,,
309,0.8269831538200378,3,,,,,,,,,,
319,1.5251867771148682,3,,,,,,,,,,
329,0.6789069175720215,3,,,,,,,,,,
339,0.3690979778766632,3,,,,,,,,,,
349,1.4898310899734497,3,,,,,,,,,,
359,0.2859460711479187,3,,,,,,,,,,
369,1.205930233001709,3,,,,,,,,,,
379,1.3671399354934692,3,,,,,,,,,,
389,0.7389103174209595,3,,,,,,,,,,
399,1.4277281761169434,3,,,,,,,,,,
407,,3,0.7194448113441467,0.8698131442070007,0.3333333432674408,0.6047952771186829,0.5499898195266724,,,,,
409,1.4447942972183228,4,,,,,,,,,,
419,0.9987952709197998,4,,,,,,,,,,
429,1.3998891115188599,4,,,,,,,,,,
439,0.9244269132614136,4,,,,,,,,,,
449,0.60273677110672,4,,,,,,,,,,
459,0.6955872178077698,4,,,,,,,,,,
469,0.9032527804374695,4,,,,,,,,,,
479,0.40018853545188904,4,,,,,,,,,,
489,0.4254034161567688,4,,,,,,,,,,
499,1.5136061906814575,4,,,,,,,,,,
509,1.0995573997497559,4,,,,,,,,,,
509,,4,0.7014023661613464,0.8771578669548035,0.36796537041664124,0.6260986328125,0.572213888168335,,,,,
510,,5,,,,,,0.7014023661613464,0.8771578669548035,0.6260986328125,0.36796537041664124,0.572213888168335
