epoch,step,train_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_em
0,9,0.3394220173358917,,,,,,,,,,
0,19,0.21351754665374756,,,,,,,,,,
0,29,0.1916639655828476,,,,,,,,,,
0,39,0.14698033034801483,,,,,,,,,,
0,49,0.11247248202562332,,,,,,,,,,
0,59,0.12446650117635727,,,,,,,,,,
0,69,0.0926840603351593,,,,,,,,,,
0,79,0.10084434598684311,,,,,,,,,,
0,89,0.09994105994701385,,,,,,,,,,
0,99,0.15150685608386993,,,,,,,,,,
0,109,0.10968168079853058,,,,,,,,,,
0,117,,0.9254325032234192,0.666717529296875,0.697834312915802,0.6380952596664429,0.10211838781833649,,,,,
1,119,0.07372451573610306,,,,,,,,,,
1,129,0.1591341346502304,,,,,,,,,,
1,139,0.21025407314300537,,,,,,,,,,
1,149,0.07609163224697113,,,,,,,,,,
1,159,0.0580228716135025,,,,,,,,,,
1,169,0.20150911808013916,,,,,,,,,,
1,179,0.27798619866371155,,,,,,,,,,
1,189,0.3884259760379791,,,,,,,,,,
1,199,0.24754920601844788,,,,,,,,,,
1,209,0.08033028244972229,,,,,,,,,,
1,219,0.033827535808086395,,,,,,,,,,
1,229,0.07994497567415237,,,,,,,,,,
1,235,,0.9302988648414612,0.6883431077003479,0.7168741822242737,0.6590476036071777,0.08853602409362793,,,,,
2,239,0.21292901039123535,,,,,,,,,,
2,249,0.0966658964753151,,,,,,,,,,
2,259,0.12458942830562592,,,,,,,,,,
2,269,0.12270578742027283,,,,,,,,,,
2,279,0.04166518524289131,,,,,,,,,,
2,289,0.2051103264093399,,,,,,,,,,
2,299,0.05373728647828102,,,,,,,,,,
2,309,0.36468037962913513,,,,,,,,,,
2,319,0.0549110546708107,,,,,,,,,,
2,329,0.05162385106086731,,,,,,,,,,
2,339,0.4149343967437744,,,,,,,,,,
2,349,0.15226921439170837,,,,,,,,,,
2,353,,0.9359236359596252,0.7127173542976379,0.7365227937698364,0.6838095188140869,0.08257783204317093,,,,,
3,359,0.04583493247628212,,,,,,,,,,
3,369,0.046746525913476944,,,,,,,,,,
3,379,0.08275643736124039,,,,,,,,,,
3,389,0.07505300641059875,,,,,,,,,,
3,399,0.027088409289717674,,,,,,,,,,
3,409,0.06870900839567184,,,,,,,,,,
3,419,0.06119836866855621,,,,,,,,,,
3,429,0.05213169381022453,,,,,,,,,,
3,439,0.0514577217400074,,,,,,,,,,
3,449,0.08715657889842987,,,,,,,,,,
3,459,0.058971650898456573,,,,,,,,,,
3,469,0.05794871225953102,,,,,,,,,,
3,471,,0.9353957176208496,0.7108405232429504,0.7364236116409302,0.6819047331809998,0.080180823802948,,,,,
4,479,0.038923244923353195,,,,,,,,,,
4,489,0.2137262225151062,,,,,,,,,,
4,499,0.035041678696870804,,,,,,,,,,
4,509,0.02778209187090397,,,,,,,,,,
4,519,0.04004025086760521,,,,,,,,,,
4,529,0.018404612317681313,,,,,,,,,,
4,539,0.26021888852119446,,,,,,,,,,
4,549,0.05688965320587158,,,,,,,,,,
4,559,0.045163847506046295,,,,,,,,,,
4,569,0.07515466213226318,,,,,,,,,,
4,579,0.031357813626527786,,,,,,,,,,
4,589,0.05239265412092209,,,,,,,,,,
4,589,,0.9374964833259583,0.7193083763122559,0.7450950145721436,0.691428542137146,0.07763119786977768,,,,,
5,590,,,,,,,0.7193083763122559,0.9374964833259583,0.07763119786977768,0.7450950145721436,0.691428542137146
