train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,test_loss
0.8257538080215454,0,9,,,,,,
0.6601271629333496,0,19,,,,,,
0.8033905029296875,0,29,,,,,,
0.41042739152908325,0,39,,,,,,
0.43145570158958435,0,49,,,,,,
0.42132502794265747,0,59,,,,,,
0.3693120777606964,0,69,,,,,,
0.8013654947280884,0,79,,,,,,
0.39954349398612976,0,89,,,,,,
0.374457448720932,0,99,,,,,,
0.33983761072158813,0,109,,,,,,
0.7564160823822021,0,119,,,,,,
0.10559199750423431,0,129,,,,,,
0.3250665068626404,0,139,,,,,,
0.28357329964637756,0,149,,,,,,
0.6443355679512024,0,159,,,,,,
0.2660030424594879,0,169,,,,,,
0.36379915475845337,0,179,,,,,,
0.5031430721282959,0,189,,,,,,
0.15866275131702423,0,199,,,,,,
0.1521049588918686,0,209,,,,,,
0.17665955424308777,0,219,,,,,,
0.1476692259311676,0,229,,,,,,
0.46062442660331726,0,239,,,,,,
0.278461217880249,0,249,,,,,,
0.9518032073974609,0,259,,,,,,
0.18754467368125916,0,269,,,,,,
0.09679906815290451,0,279,,,,,,
0.23867042362689972,0,289,,,,,,
0.22633850574493408,0,299,,,,,,
0.23291099071502686,0,309,,,,,,
0.1869545727968216,0,319,,,,,,
0.08293258398771286,0,329,,,,,,
0.43161866068840027,0,339,,,,,,
0.13473130762577057,0,349,,,,,,
,0,352,0.886457085609436,0.6237314939498901,0.49760764837265015,0.08740878105163574,0.6398302316665649,
0.22660398483276367,1,359,,,,,,
0.08655401319265366,1,369,,,,,,
0.32134702801704407,1,379,,,,,,
0.14835648238658905,1,389,,,,,,
0.19880740344524384,1,399,,,,,,
0.45303410291671753,1,409,,,,,,
0.09226193279027939,1,419,,,,,,
0.12313827872276306,1,429,,,,,,
0.12170539796352386,1,439,,,,,,
0.26368406414985657,1,449,,,,,,
0.2503243386745453,1,459,,,,,,
0.419205904006958,1,469,,,,,,
0.3433206379413605,1,479,,,,,,
0.09087413549423218,1,489,,,,,,
0.28675955533981323,1,499,,,,,,
0.14254939556121826,1,509,,,,,,
0.11932636052370071,1,519,,,,,,
0.0759284719824791,1,529,,,,,,
0.190324604511261,1,539,,,,,,
0.14390064775943756,1,549,,,,,,
0.1276126652956009,1,559,,,,,,
0.4719552993774414,1,569,,,,,,
0.16869758069515228,1,579,,,,,,
0.4521384835243225,1,589,,,,,,
0.8034984469413757,1,599,,,,,,
0.1140349805355072,1,609,,,,,,
0.11983068287372589,1,619,,,,,,
0.18449187278747559,1,629,,,,,,
0.14506055414676666,1,639,,,,,,
0.1339980959892273,1,649,,,,,,
0.07105624675750732,1,659,,,,,,
0.08047226816415787,1,669,,,,,,
0.3071834444999695,1,679,,,,,,
0.08518065512180328,1,689,,,,,,
0.4169260859489441,1,699,,,,,,
,1,705,0.9029029011726379,0.6658675074577332,0.5837320685386658,0.06987941265106201,0.6857081651687622,
0.08182909339666367,2,709,,,,,,
0.07708187401294708,2,719,,,,,,
0.0344836451113224,2,729,,,,,,
0.06391400843858719,2,739,,,,,,
0.17534641921520233,2,749,,,,,,
0.04054466634988785,2,759,,,,,,
0.08124372363090515,2,769,,,,,,
0.07650148123502731,2,779,,,,,,
0.11225741356611252,2,789,,,,,,
0.01673400215804577,2,799,,,,,,
0.034848880022764206,2,809,,,,,,
0.052516356110572815,2,819,,,,,,
0.021716948598623276,2,829,,,,,,
0.018992707133293152,2,839,,,,,,
0.12733638286590576,2,849,,,,,,
0.10845119506120682,2,859,,,,,,
0.07050570100545883,2,869,,,,,,
0.3799680769443512,2,879,,,,,,
0.017223762348294258,2,889,,,,,,
0.033401042222976685,2,899,,,,,,
0.03623517230153084,2,909,,,,,,
0.31891438364982605,2,919,,,,,,
0.0368206724524498,2,929,,,,,,
0.02078491449356079,2,939,,,,,,
1.7703648805618286,2,949,,,,,,
0.014268938452005386,2,959,,,,,,
0.13783040642738342,2,969,,,,,,
0.010577394627034664,2,979,,,,,,
0.13231238722801208,2,989,,,,,,
0.027313636615872383,2,999,,,,,,
0.3357694745063782,2,1009,,,,,,
0.06432178616523743,2,1019,,,,,,
0.041731540113687515,2,1029,,,,,,
0.014936557970941067,2,1039,,,,,,
0.022854065522551537,2,1049,,,,,,
,2,1058,0.9075083136558533,0.6727786064147949,0.5789473652839661,0.07399103045463562,0.6901935935020447,
0.00927076768130064,3,1059,,,,,,
0.014248021878302097,3,1069,,,,,,
0.07311615347862244,3,1079,,,,,,
0.03207269310951233,3,1089,,,,,,
0.016574503853917122,3,1099,,,,,,
0.007497821468859911,3,1109,,,,,,
0.10271932929754257,3,1119,,,,,,
0.04377428814768791,3,1129,,,,,,
0.06047001853585243,3,1139,,,,,,
0.12312622368335724,3,1149,,,,,,
0.04646999388933182,3,1159,,,,,,
0.09155462682247162,3,1169,,,,,,
1.4605659246444702,3,1179,,,,,,
0.05531489849090576,3,1189,,,,,,
0.012044603005051613,3,1199,,,,,,
0.023919999599456787,3,1209,,,,,,
0.0499059297144413,3,1219,,,,,,
0.05883503332734108,3,1229,,,,,,
0.012336497195065022,3,1239,,,,,,
0.09093387424945831,3,1249,,,,,,
0.02604837901890278,3,1259,,,,,,
0.01986490748822689,3,1269,,,,,,
0.01119970716536045,3,1279,,,,,,
0.008227530866861343,3,1289,,,,,,
0.06433188170194626,3,1299,,,,,,
0.006823607720434666,3,1309,,,,,,
0.00990677997469902,3,1319,,,,,,
0.021025201305747032,3,1329,,,,,,
0.006873518228530884,3,1339,,,,,,
0.062126535922288895,3,1349,,,,,,
0.015697568655014038,3,1359,,,,,,
0.07444113492965698,3,1369,,,,,,
0.05709437280893326,3,1379,,,,,,
0.09601976722478867,3,1389,,,,,,
0.0054469783790409565,3,1399,,,,,,
0.04019162431359291,3,1409,,,,,,
,3,1411,0.9070156216621399,0.6686616539955139,0.5789473652839661,0.08480273932218552,0.6832161545753479,
0.00849161483347416,4,1419,,,,,,
0.014269367791712284,4,1429,,,,,,
0.004151086322963238,4,1439,,,,,,
0.009680370800197124,4,1449,,,,,,
0.03755810856819153,4,1459,,,,,,
0.013725416734814644,4,1469,,,,,,
0.0013778030406683683,4,1479,,,,,,
0.001863794052042067,4,1489,,,,,,
0.004639496095478535,4,1499,,,,,,
0.009094404056668282,4,1509,,,,,,
0.08634817600250244,4,1519,,,,,,
0.0018653840525075793,4,1529,,,,,,
0.010966068133711815,4,1539,,,,,,
0.009263213723897934,4,1549,,,,,,
0.0031591218430548906,4,1559,,,,,,
0.02333996631205082,4,1569,,,,,,
0.0019732483197003603,4,1579,,,,,,
0.02323913760483265,4,1589,,,,,,
0.02490232139825821,4,1599,,,,,,
0.7999765872955322,4,1609,,,,,,
0.004610016010701656,4,1619,,,,,,
0.008603986352682114,4,1629,,,,,,
0.0011815421748906374,4,1639,,,,,,
0.0027448053006082773,4,1649,,,,,,
0.029316410422325134,4,1659,,,,,,
0.05406143516302109,4,1669,,,,,,
0.008279095403850079,4,1679,,,,,,
0.022986503317952156,4,1689,,,,,,
0.012826085090637207,4,1699,,,,,,
0.05778523162007332,4,1709,,,,,,
0.0012885192409157753,4,1719,,,,,,
0.0013801089953631163,4,1729,,,,,,
0.028816349804401398,4,1739,,,,,,
0.12649855017662048,4,1749,,,,,,
0.009995107538998127,4,1759,,,,,,
,4,1764,0.9051834940910339,0.6637104749679565,0.5693780183792114,0.10270199924707413,0.6732005476951599,
,5,1765,,,,,,0.07399103045463562
