epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0,2.1255555152893066,9,,,,,,,,,,
0,3.3128175735473633,19,,,,,,,,,,
0,1.5847631692886353,29,,,,,,,,,,
0,1.303300380706787,39,,,,,,,,,,
0,2.8026607036590576,49,,,,,,,,,,
0,1.644165277481079,59,,,,,,,,,,
0,1.5367927551269531,69,,,,,,,,,,
0,1.1844892501831055,79,,,,,,,,,,
0,0.5464996099472046,89,,,,,,,,,,
0,1.5585529804229736,99,,,,,,,,,,
0,,101,0.8552899956703186,0.911287784576416,0.5818628668785095,0.3030303120613098,0.516390860080719,,,,,
1,1.426056146621704,109,,,,,,,,,,
1,1.1539636850357056,119,,,,,,,,,,
1,1.1495270729064941,129,,,,,,,,,,
1,1.3457036018371582,139,,,,,,,,,,
1,1.7028387784957886,149,,,,,,,,,,
1,2.2147419452667236,159,,,,,,,,,,
1,1.3317070007324219,169,,,,,,,,,,
1,1.9769386053085327,179,,,,,,,,,,
1,0.5736556649208069,189,,,,,,,,,,
1,1.952873945236206,199,,,,,,,,,,
1,,203,0.8658213019371033,0.8362343311309814,0.5962882041931152,0.32900431752204895,0.5429389476776123,,,,,
2,0.901130199432373,209,,,,,,,,,,
2,0.825362503528595,219,,,,,,,,,,
2,0.2485080510377884,229,,,,,,,,,,
2,1.7336381673812866,239,,,,,,,,,,
2,1.6705909967422485,249,,,,,,,,,,
2,0.986801266670227,259,,,,,,,,,,
2,0.7937888503074646,269,,,,,,,,,,
2,1.6743998527526855,279,,,,,,,,,,
2,1.4403960704803467,289,,,,,,,,,,
2,0.7501286864280701,299,,,,,,,,,,
2,,305,0.8668577671051025,0.7864922285079956,0.5838286280632019,0.3160173296928406,0.528462290763855,,,,,
3,0.9656720757484436,309,,,,,,,,,,
3,1.4548126459121704,319,,,,,,,,,,
3,0.7419986128807068,329,,,,,,,,,,
3,0.32241374254226685,339,,,,,,,,,,
3,1.4056416749954224,349,,,,,,,,,,
3,0.3369406759738922,359,,,,,,,,,,
3,1.2398090362548828,369,,,,,,,,,,
3,1.3635574579238892,379,,,,,,,,,,
3,0.7503165006637573,389,,,,,,,,,,
3,1.4144665002822876,399,,,,,,,,,,
3,,407,0.8678284883499146,0.7287595272064209,0.5898353457450867,0.32900431752204895,0.5350597500801086,,,,,
4,1.4846025705337524,409,,,,,,,,,,
4,1.018545389175415,419,,,,,,,,,,
4,1.459898591041565,429,,,,,,,,,,
4,0.9348228573799133,439,,,,,,,,,,
4,0.6112684607505798,449,,,,,,,,,,
4,0.6611512899398804,459,,,,,,,,,,
4,0.9556474089622498,469,,,,,,,,,,
4,0.4111644923686981,479,,,,,,,,,,
4,0.43831440806388855,489,,,,,,,,,,
4,1.4618446826934814,499,,,,,,,,,,
4,1.3002532720565796,509,,,,,,,,,,
4,,509,0.8761509656906128,0.713873028755188,0.6201003789901733,0.35930734872817993,0.5704094767570496,,,,,
5,,510,,,,,,0.713873028755188,0.35930734872817993,0.8761509656906128,0.5704094767570496,0.6201003789901733
