step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
9,4.766175746917725,0,,,,,,
19,3.370741367340088,0,,,,,,
29,2.7638659477233887,0,,,,,,
39,2.1184911727905273,0,,,,,,
49,1.8219376802444458,0,,,,,,
59,1.0722852945327759,0,,,,,,
69,0.6981326341629028,0,,,,,,
79,0.6049402356147766,0,,,,,,
89,0.38614732027053833,0,,,,,,
99,0.24231348931789398,0,,,,,,
102,,0,0.3593780994415283,0.7901751399040222,0.20796459913253784,0.41536882519721985,0.5169953107833862,
109,0.20683711767196655,1,,,,,,
119,0.20631001889705658,1,,,,,,
129,0.24995149672031403,1,,,,,,
139,0.20588161051273346,1,,,,,,
149,0.15325158834457397,1,,,,,,
159,0.12933272123336792,1,,,,,,
169,0.11196858435869217,1,,,,,,
179,0.08412060141563416,1,,,,,,
189,0.1814984381198883,1,,,,,,
199,0.11797519028186798,1,,,,,,
205,,1,0.35909849405288696,0.7875356078147888,0.20796459913253784,0.4173771142959595,0.15509775280952454,
209,0.10984256863594055,2,,,,,,
219,0.10313247889280319,2,,,,,,
229,0.07921061664819717,2,,,,,,
239,0.08284923434257507,2,,,,,,
249,0.09094271063804626,2,,,,,,
259,0.031026728451251984,2,,,,,,
269,0.03620922565460205,2,,,,,,
279,0.06329342722892761,2,,,,,,
289,0.047901686280965805,2,,,,,,
299,0.10769280046224594,2,,,,,,
308,,2,0.3751836121082306,0.7928584218025208,0.22123894095420837,0.4352004826068878,0.11678340286016464,
309,0.06573553383350372,3,,,,,,
319,0.04118708148598671,3,,,,,,
329,0.02661939710378647,3,,,,,,
339,0.03418676555156708,3,,,,,,
349,0.07647975534200668,3,,,,,,
359,0.006724731996655464,3,,,,,,
369,0.031083540990948677,3,,,,,,
379,0.01549605280160904,3,,,,,,
389,0.011521088890731335,3,,,,,,
399,0.012647232040762901,3,,,,,,
409,0.018696298822760582,3,,,,,,
411,,3,0.37856727838516235,0.794180154800415,0.22566372156143188,0.4372192621231079,0.17423909902572632,
419,0.00598337035626173,4,,,,,,
429,0.004332387819886208,4,,,,,,
439,0.005487255286425352,4,,,,,,
449,0.0033402356784790754,4,,,,,,
459,0.014017258770763874,4,,,,,,
469,0.007545914500951767,4,,,,,,
479,0.005753681529313326,4,,,,,,
489,0.0048437584191560745,4,,,,,,
499,0.004033759236335754,4,,,,,,
509,0.006548514124006033,4,,,,,,
514,,4,0.37414249777793884,0.7925558090209961,0.22123894095420837,0.4330240488052368,0.19484063982963562,
515,,5,,,,,,0.19484063982963562
