train_loss,epoch,step,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
0.10700132697820663,0,9,,,,,,
0.050088148564100266,0,19,,,,,,
0.07196066528558731,0,29,,,,,,
0.10534583777189255,0,39,,,,,,
0.0389486700296402,0,49,,,,,,
0.04995499178767204,0,59,,,,,,
0.04041394963860512,0,69,,,,,,
0.044108446687459946,0,79,,,,,,
0.0476982556283474,0,89,,,,,,
0.05292041599750519,0,99,,,,,,
0.026467598974704742,0,109,,,,,,
0.08149843662977219,0,119,,,,,,
0.05157836154103279,0,129,,,,,,
0.038373515009880066,0,139,,,,,,
0.025677591562271118,0,149,,,,,,
0.03049282357096672,0,159,,,,,,
0.026282021775841713,0,169,,,,,,
0.031423307955265045,0,179,,,,,,
0.04150283709168434,0,189,,,,,,
0.05387866497039795,0,199,,,,,,
0.036994222551584244,0,209,,,,,,
0.056498341262340546,0,219,,,,,,
0.05520758405327797,0,229,,,,,,
0.04197363182902336,0,239,,,,,,
0.027940338477492332,0,249,,,,,,
0.06494428217411041,0,259,,,,,,
0.03138067200779915,0,269,,,,,,
0.039510708302259445,0,279,,,,,,
0.09476302564144135,0,289,,,,,,
0.023893414065241814,0,299,,,,,,
0.046550437808036804,0,309,,,,,,
0.04135844483971596,0,319,,,,,,
0.057132538408041,0,329,,,,,,
0.04634019359946251,0,339,,,,,,
0.049209270626306534,0,349,,,,,,
0.03982234373688698,0,359,,,,,,
0.02295062318444252,0,369,,,,,,
0.04913990944623947,0,379,,,,,,
0.05042797327041626,0,389,,,,,,
0.03130750358104706,0,399,,,,,,
0.03238917514681816,0,409,,,,,,
0.03733789920806885,0,419,,,,,,
,0,421,0.09708985686302185,0.34296998381614685,0.8287123441696167,0.2633685767650604,0.17016316950321198,
0.03178108483552933,1,429,,,,,,
0.03361980617046356,1,439,,,,,,
0.026969240978360176,1,449,,,,,,
0.038338690996170044,1,459,,,,,,
0.030038004741072655,1,469,,,,,,
0.022001752629876137,1,479,,,,,,
0.06405166536569595,1,489,,,,,,
0.02708553336560726,1,499,,,,,,
0.03568095341324806,1,509,,,,,,
0.040592774748802185,1,519,,,,,,
0.03320509195327759,1,529,,,,,,
0.030959587544202805,1,539,,,,,,
0.037513840943574905,1,549,,,,,,
0.032500267028808594,1,559,,,,,,
0.04851705953478813,1,569,,,,,,
0.03438330814242363,1,579,,,,,,
0.05348075553774834,1,589,,,,,,
0.033150386065244675,1,599,,,,,,
0.06030640751123428,1,609,,,,,,
0.043742746114730835,1,619,,,,,,
0.048739008605480194,1,629,,,,,,
0.03819768875837326,1,639,,,,,,
0.026136308908462524,1,649,,,,,,
0.057275332510471344,1,659,,,,,,
0.04751555249094963,1,669,,,,,,
0.028936538845300674,1,679,,,,,,
0.03201628103852272,1,689,,,,,,
0.055379219353199005,1,699,,,,,,
0.03180262818932533,1,709,,,,,,
0.057630445808172226,1,719,,,,,,
0.04152680188417435,1,729,,,,,,
0.043304357677698135,1,739,,,,,,
0.024691114202141762,1,749,,,,,,
0.07210776954889297,1,759,,,,,,
0.02683173678815365,1,769,,,,,,
0.06381309032440186,1,779,,,,,,
0.044062573462724686,1,789,,,,,,
0.05495170131325722,1,799,,,,,,
0.03461243957281113,1,809,,,,,,
0.04125490039587021,1,819,,,,,,
0.02705092914402485,1,829,,,,,,
0.03399892523884773,1,839,,,,,,
,1,843,0.1124541237950325,0.35107240080833435,0.8294677138328552,0.26856207847595215,0.18414919078350067,
0.04886341094970703,2,849,,,,,,
0.04380079358816147,2,859,,,,,,
0.030336422845721245,2,869,,,,,,
0.025794535875320435,2,879,,,,,,
0.0413752943277359,2,889,,,,,,
0.04374076798558235,2,899,,,,,,
0.027682334184646606,2,909,,,,,,
0.039013978093862534,2,919,,,,,,
0.03143647685647011,2,929,,,,,,
0.037720710039138794,2,939,,,,,,
0.02080974169075489,2,949,,,,,,
0.04072660580277443,2,959,,,,,,
0.03001643531024456,2,969,,,,,,
0.04705416411161423,2,979,,,,,,
0.040233220905065536,2,989,,,,,,
0.02160136215388775,2,999,,,,,,
0.03882239758968353,2,1009,,,,,,
0.05393167957663536,2,1019,,,,,,
0.03994501754641533,2,1029,,,,,,
0.03357820585370064,2,1039,,,,,,
0.017939021810889244,2,1049,,,,,,
0.028458774089813232,2,1059,,,,,,
0.036561451852321625,2,1069,,,,,,
0.02958938479423523,2,1079,,,,,,
0.027784641832113266,2,1089,,,,,,
0.046662263572216034,2,1099,,,,,,
0.020154505968093872,2,1109,,,,,,
0.04088607430458069,2,1119,,,,,,
0.035776861011981964,2,1129,,,,,,
0.030602768063545227,2,1139,,,,,,
0.046983856707811356,2,1149,,,,,,
0.03130045160651207,2,1159,,,,,,
0.03807763010263443,2,1169,,,,,,
0.040769387036561966,2,1179,,,,,,
0.03643953800201416,2,1189,,,,,,
0.03342539817094803,2,1199,,,,,,
0.030795970931649208,2,1209,,,,,,
0.03445606678724289,2,1219,,,,,,
0.021537479013204575,2,1229,,,,,,
0.03430759161710739,2,1239,,,,,,
0.02194846421480179,2,1249,,,,,,
0.030447909608483315,2,1259,,,,,,
,2,1265,0.10607496649026871,0.3569442629814148,0.8309895396232605,0.2746923565864563,0.1934731900691986,
0.021802378818392754,3,1269,,,,,,
0.03716587647795677,3,1279,,,,,,
0.025244329124689102,3,1289,,,,,,
0.027572937309741974,3,1299,,,,,,
0.02436016872525215,3,1309,,,,,,
0.026616180315613747,3,1319,,,,,,
0.025032931938767433,3,1329,,,,,,
0.03822886943817139,3,1339,,,,,,
0.02337215468287468,3,1349,,,,,,
0.03580813109874725,3,1359,,,,,,
0.030690768733620644,3,1369,,,,,,
0.024025609716773033,3,1379,,,,,,
0.04078535735607147,3,1389,,,,,,
0.04612870141863823,3,1399,,,,,,
0.03185904398560524,3,1409,,,,,,
0.021347371861338615,3,1419,,,,,,
0.03601868823170662,3,1429,,,,,,
0.04594244807958603,3,1439,,,,,,
0.027895784005522728,3,1449,,,,,,
0.013948529027402401,3,1459,,,,,,
0.034282952547073364,3,1469,,,,,,
0.0320153534412384,3,1479,,,,,,
nan,3,1489,,,,,,
0.02240677736699581,3,1499,,,,,,
0.037578288465738297,3,1509,,,,,,
0.01574026420712471,3,1519,,,,,,
0.04539559409022331,3,1529,,,,,,
0.02534652128815651,3,1539,,,,,,
0.02511785179376602,3,1549,,,,,,
0.03427213802933693,3,1559,,,,,,
0.013728492893278599,3,1569,,,,,,
0.04529944807291031,3,1579,,,,,,
0.03963569551706314,3,1589,,,,,,
0.049635548144578934,3,1599,,,,,,
0.03269629180431366,3,1609,,,,,,
0.023129399865865707,3,1619,,,,,,
0.02422807738184929,3,1629,,,,,,
0.0193027276545763,3,1639,,,,,,
0.02165381796658039,3,1649,,,,,,
0.020851921290159225,3,1659,,,,,,
0.012608121149241924,3,1669,,,,,,
0.02414420060813427,3,1679,,,,,,
,3,1687,0.0959668830037117,0.3786308467388153,0.8386338949203491,0.30317702889442444,0.2214452177286148,
0.025360025465488434,4,1689,,,,,,
0.02823694422841072,4,1699,,,,,,
0.016889790073037148,4,1709,,,,,,
