step,train_loss,epoch,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
9,0.1254010647535324,0,,,,,,
19,0.07200626283884048,0,,,,,,
29,0.06425075978040695,0,,,,,,
39,0.05942331999540329,0,,,,,,
49,0.03765223175287247,0,,,,,,
59,0.03076373040676117,0,,,,,,
69,0.04094440117478371,0,,,,,,
79,0.040352147072553635,0,,,,,,
89,0.061236124485731125,0,,,,,,
99,0.044650208204984665,0,,,,,,
109,0.03065258078277111,0,,,,,,
119,0.03490100055932999,0,,,,,,
129,0.030791040509939194,0,,,,,,
139,0.03364071995019913,0,,,,,,
149,0.03628368303179741,0,,,,,,
159,0.03890015184879303,0,,,,,,
169,0.031869739294052124,0,,,,,,
179,0.030568253248929977,0,,,,,,
189,0.040150146931409836,0,,,,,,
199,0.03430090844631195,0,,,,,,
209,0.07030951231718063,0,,,,,,
219,0.04674338921904564,0,,,,,,
229,0.05254451557993889,0,,,,,,
239,0.03186182677745819,0,,,,,,
249,0.02465171180665493,0,,,,,,
259,0.04675282910466194,0,,,,,,
269,0.03314751014113426,0,,,,,,
279,0.03558185696601868,0,,,,,,
289,0.11159022897481918,0,,,,,,
299,0.024861644953489304,0,,,,,,
309,0.04458591341972351,0,,,,,,
319,0.029599854722619057,0,,,,,,
329,0.02566950023174286,0,,,,,,
339,0.03149917349219322,0,,,,,,
349,0.034475624561309814,0,,,,,,
359,0.022788457572460175,0,,,,,,
369,0.041394688189029694,0,,,,,,
379,0.016040941700339317,0,,,,,,
389,0.03316575661301613,0,,,,,,
399,0.02559194155037403,0,,,,,,
409,0.015798386186361313,0,,,,,,
419,0.019075028598308563,0,,,,,,
421,,0,0.9009172916412354,0.6066163182258606,0.06618863344192505,0.5653060078620911,0.5174825191497803,
429,0.02908611111342907,1,,,,,,
439,0.041081205010414124,1,,,,,,
449,0.02860666625201702,1,,,,,,
459,0.026080794632434845,1,,,,,,
469,0.03526657819747925,1,,,,,,
479,0.02467968873679638,1,,,,,,
489,0.02625461481511593,1,,,,,,
499,0.009501909837126732,1,,,,,,
509,0.020790912210941315,1,,,,,,
519,0.017154812812805176,1,,,,,,
529,0.032258614897727966,1,,,,,,
539,0.014913803897798061,1,,,,,,
549,0.022100169211626053,1,,,,,,
559,0.015445242635905743,1,,,,,,
569,0.018803950399160385,1,,,,,,
579,0.02135254256427288,1,,,,,,
589,0.021530617028474808,1,,,,,,
599,0.048376549035310745,1,,,,,,
609,0.048446252942085266,1,,,,,,
619,0.037666287273168564,1,,,,,,
629,0.06709453463554382,1,,,,,,
639,0.03234729543328285,1,,,,,,
649,0.023199016228318214,1,,,,,,
659,0.02487245947122574,1,,,,,,
669,0.022455256432294846,1,,,,,,
679,0.013093304820358753,1,,,,,,
689,0.01201139111071825,1,,,,,,
699,0.021373828873038292,1,,,,,,
709,0.03210661560297012,1,,,,,,
719,0.005456143990159035,1,,,,,,
729,0.01636917144060135,1,,,,,,
739,0.024590231478214264,1,,,,,,
749,0.028336796909570694,1,,,,,,
759,0.008368855342268944,1,,,,,,
769,0.01664639636874199,1,,,,,,
779,0.03247848153114319,1,,,,,,
789,0.03369302302598953,1,,,,,,
799,0.03239899501204491,1,,,,,,
809,0.007545036729425192,1,,,,,,
819,0.01408540178090334,1,,,,,,
829,0.044583577662706375,1,,,,,,
839,0.01715102791786194,1,,,,,,
843,,1,0.8955609798431396,0.5850040316581726,0.07925373315811157,0.5381647348403931,0.49184149503707886,
849,0.008380231447517872,2,,,,,,
859,0.015525140799582005,2,,,,,,
869,0.005645119119435549,2,,,,,,
879,0.02611049823462963,2,,,,,,
889,0.009074235334992409,2,,,,,,
899,0.010422049090266228,2,,,,,,
909,0.009138820692896843,2,,,,,,
919,0.011110247112810612,2,,,,,,
929,0.026720453053712845,2,,,,,,
939,0.018969016149640083,2,,,,,,
949,0.009144935756921768,2,,,,,,
959,0.0055883219465613365,2,,,,,,
969,0.0012439623242244124,2,,,,,,
979,0.04789907485246658,2,,,,,,
989,0.029036616906523705,2,,,,,,
999,0.014801790937781334,2,,,,,,
1009,0.006933391559869051,2,,,,,,
1019,0.012844046577811241,2,,,,,,
1029,0.0037777991965413094,2,,,,,,
1039,0.01613381691277027,2,,,,,,
1049,0.006388665176928043,2,,,,,,
1059,0.004273662809282541,2,,,,,,
1069,0.025157969444990158,2,,,,,,
1079,0.009458960965275764,2,,,,,,
1089,0.012116946280002594,2,,,,,,
1099,0.022268379107117653,2,,,,,,
1109,0.003615011926740408,2,,,,,,
1119,0.01581874117255211,2,,,,,,
1129,0.016100434586405754,2,,,,,,
1139,0.00549131678417325,2,,,,,,
1149,0.011513975448906422,2,,,,,,
1159,0.005403375253081322,2,,,,,,
1169,0.010621285997331142,2,,,,,,
1179,0.006417064927518368,2,,,,,,
1189,0.01932453364133835,2,,,,,,
1199,0.00421269191429019,2,,,,,,
1209,0.01359457429498434,2,,,,,,
1219,0.020257392898201942,2,,,,,,
1229,0.0019960522186011076,2,,,,,,
1239,0.0168208796530962,2,,,,,,
1249,0.01326082181185484,2,,,,,,
1259,0.003884353907778859,2,,,,,,
1265,,2,0.8902455568313599,0.5610353946685791,0.07333365082740784,0.5101857781410217,0.4592074453830719,
1269,0.0024987843353301287,3,,,,,,
1279,0.008433888666331768,3,,,,,,
1289,0.0032302916515618563,3,,,,,,
1299,0.0060587357729673386,3,,,,,,
1309,0.003720447886735201,3,,,,,,
1319,0.0024485986214131117,3,,,,,,
1329,0.005559269804507494,3,,,,,,
1339,0.010892014019191265,3,,,,,,
1349,0.000816919025965035,3,,,,,,
1359,0.005820625461637974,3,,,,,,
1369,0.010574403218925,3,,,,,,
1379,0.0033248828258365393,3,,,,,,
1389,0.0025019694585353136,3,,,,,,
1399,0.024039486423134804,3,,,,,,
1409,0.004580469336360693,3,,,,,,
1419,0.00999534036964178,3,,,,,,
1429,0.001109625562094152,3,,,,,,
1439,0.010753728449344635,3,,,,,,
1449,0.004066574387252331,3,,,,,,
1459,0.0006020937580615282,3,,,,,,
1469,0.008503955788910389,3,,,,,,
1479,0.0010172576876357198,3,,,,,,
1489,0.0028936590533703566,3,,,,,,
1499,0.015412566252052784,3,,,,,,
1509,0.00204318854957819,3,,,,,,
1519,0.013332812115550041,3,,,,,,
1529,0.0027890754863619804,3,,,,,,
1539,0.020581958815455437,3,,,,,,
1549,0.01654866710305214,3,,,,,,
1559,0.014035836793482304,3,,,,,,
1569,0.0006598972249776125,3,,,,,,
1579,0.0017852664459496737,3,,,,,,
1589,0.01935024932026863,3,,,,,,
1599,0.0009059005533345044,3,,,,,,
1609,0.008454613387584686,3,,,,,,
1619,0.017729569226503372,3,,,,,,
1629,0.0029570171609520912,3,,,,,,
1639,0.007580719422549009,3,,,,,,
1649,0.0008965173619799316,3,,,,,,
1659,0.0006300846580415964,3,,,,,,
1669,0.002240934409201145,3,,,,,,
1679,0.002950390102341771,3,,,,,,
