step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_em
9,0.5792722702026367,0,,,,,,,,,,
19,0.2938050329685211,0,,,,,,,,,,
29,0.2174820601940155,0,,,,,,,,,,
39,0.1403885781764984,0,,,,,,,,,,
49,0.16592971980571747,0,,,,,,,,,,
59,0.22545519471168518,0,,,,,,,,,,
69,0.13226379454135895,0,,,,,,,,,,
79,0.18849067389965057,0,,,,,,,,,,
89,0.09903772175312042,0,,,,,,,,,,
94,,0,0.4450118839740753,0.8715923428535461,0.38504156470298767,0.10940605401992798,0.4990871250629425,,,,,
99,0.1158042624592781,1,,,,,,,,,,
109,0.10723261535167694,1,,,,,,,,,,
119,0.077064149081707,1,,,,,,,,,,
129,0.1118740513920784,1,,,,,,,,,,
139,0.11790075898170471,1,,,,,,,,,,
149,0.1663268804550171,1,,,,,,,,,,
159,0.07996182143688202,1,,,,,,,,,,
169,0.12245381623506546,1,,,,,,,,,,
179,0.1477828174829483,1,,,,,,,,,,
189,0.13478776812553406,1,,,,,,,,,,
189,,1,0.5123161673545837,0.888206958770752,0.4570637047290802,0.09816121309995651,0.55788254737854,,,,,
199,0.09143263846635818,2,,,,,,,,,,
209,0.1189505010843277,2,,,,,,,,,,
219,0.12819373607635498,2,,,,,,,,,,
229,0.13990238308906555,2,,,,,,,,,,
239,0.11865345388650894,2,,,,,,,,,,
249,0.07357396185398102,2,,,,,,,,,,
259,0.14669641852378845,2,,,,,,,,,,
269,0.07687566429376602,2,,,,,,,,,,
279,0.17137734591960907,2,,,,,,,,,,
284,,2,0.5471760630607605,0.8963538408279419,0.49307480454444885,0.09827705472707748,0.5824452042579651,,,,,
289,0.076666459441185,3,,,,,,,,,,
299,0.10058022290468216,3,,,,,,,,,,
309,0.14217792451381683,3,,,,,,,,,,
319,0.08010125905275345,3,,,,,,,,,,
329,0.15376493334770203,3,,,,,,,,,,
339,0.1139591783285141,3,,,,,,,,,,
349,0.12369364500045776,3,,,,,,,,,,
359,0.11858014762401581,3,,,,,,,,,,
369,0.08824601024389267,3,,,,,,,,,,
379,0.0964384377002716,3,,,,,,,,,,
379,,3,0.5379407405853271,0.8935403227806091,0.49307480454444885,0.09662524610757828,0.5742930769920349,,,,,
389,0.11277718842029572,4,,,,,,,,,,
399,0.06229981407523155,4,,,,,,,,,,
409,0.07582345604896545,4,,,,,,,,,,
419,0.11338217556476593,4,,,,,,,,,,
429,0.11069556325674057,4,,,,,,,,,,
439,0.05774210765957832,4,,,,,,,,,,
449,0.0918172299861908,4,,,,,,,,,,
459,0.07324028015136719,4,,,,,,,,,,
469,0.12799811363220215,4,,,,,,,,,,
474,,4,0.566297173500061,0.901235818862915,0.5180055499076843,0.09230303764343262,0.597751796245575,,,,,
475,,5,,,,,,0.597751796245575,0.566297173500061,0.901235818862915,0.09230303764343262,0.5180055499076843
