step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,test_loss
9,0.11244400590658188,0,,,,,,
19,0.289284884929657,0,,,,,,
29,0.2512121796607971,0,,,,,,
39,0.20923341810703278,0,,,,,,
49,0.18590907752513885,0,,,,,,
59,0.15693224966526031,0,,,,,,
69,0.14936521649360657,0,,,,,,
79,0.07846807688474655,0,,,,,,
89,0.09098511934280396,0,,,,,,
99,0.1555139422416687,0,,,,,,
109,0.19259659945964813,0,,,,,,
119,0.09326528757810593,0,,,,,,
129,0.22405332326889038,0,,,,,,
139,0.052748702466487885,0,,,,,,
149,0.050954725593328476,0,,,,,,
159,0.22631728649139404,0,,,,,,
169,0.06406555324792862,0,,,,,,
179,0.21148942410945892,0,,,,,,
189,0.17257344722747803,0,,,,,,
199,0.12231180816888809,0,,,,,,
209,0.10135672241449356,0,,,,,,
219,0.17067821323871613,0,,,,,,
229,0.07591058313846588,0,,,,,,
239,0.13792093098163605,0,,,,,,
249,0.03990444540977478,0,,,,,,
259,0.1128411740064621,0,,,,,,
269,0.08988829702138901,0,,,,,,
279,0.07976251095533371,0,,,,,,
289,0.07808425277471542,0,,,,,,
299,0.11304264515638351,0,,,,,,
309,0.052326370030641556,0,,,,,,
319,0.14722700417041779,0,,,,,,
329,0.20132794976234436,0,,,,,,
339,0.08697515726089478,0,,,,,,
349,0.0816577672958374,0,,,,,,
359,0.06098628789186478,0,,,,,,
369,0.10918288677930832,0,,,,,,
379,0.03673785924911499,0,,,,,,
389,0.0649450421333313,0,,,,,,
399,0.053620047867298126,0,,,,,,
409,0.04008220508694649,0,,,,,,
419,0.03898438811302185,0,,,,,,
429,0.13463547825813293,0,,,,,,
439,0.07471495121717453,0,,,,,,
449,0.20133624970912933,0,,,,,,
459,0.066522017121315,0,,,,,,
469,0.05152400955557823,0,,,,,,
479,0.04555800184607506,0,,,,,,
489,0.04011321812868118,0,,,,,,
499,0.014382914640009403,0,,,,,,
509,0.03258588910102844,0,,,,,,
519,0.05737339332699776,0,,,,,,
529,0.0449959821999073,0,,,,,,
539,0.02317369170486927,0,,,,,,
549,0.04336804896593094,0,,,,,,
559,0.05776439979672432,0,,,,,,
569,0.039162781089544296,0,,,,,,
577,,0,0.8653730154037476,0.08572591096162796,0.6302809119224548,0.5520686507225037,0.2604651153087616,
579,0.04894869774580002,1,,,,,,
589,0.04156119376420975,1,,,,,,
599,0.02554696425795555,1,,,,,,
609,0.053626034408807755,1,,,,,,
619,0.02902449108660221,1,,,,,,
629,0.10543631762266159,1,,,,,,
639,0.039978742599487305,1,,,,,,
649,0.036237671971321106,1,,,,,,
659,0.04867329075932503,1,,,,,,
669,0.08032576739788055,1,,,,,,
679,0.05313240736722946,1,,,,,,
689,0.015294979326426983,1,,,,,,
699,0.035241927951574326,1,,,,,,
709,0.023535743355751038,1,,,,,,
719,0.08846551924943924,1,,,,,,
729,0.08332483470439911,1,,,,,,
739,0.04843723028898239,1,,,,,,
749,0.02053537406027317,1,,,,,,
759,0.0795823484659195,1,,,,,,
769,0.051993291825056076,1,,,,,,
779,0.06492870301008224,1,,,,,,
789,0.06855237483978271,1,,,,,,
799,0.06388206034898758,1,,,,,,
809,0.027988258749246597,1,,,,,,
819,0.07160353660583496,1,,,,,,
829,0.065128393471241,1,,,,,,
839,0.029251746833324432,1,,,,,,
849,0.07137077301740646,1,,,,,,
859,0.0709599107503891,1,,,,,,
869,0.041443098336458206,1,,,,,,
879,0.0569768063724041,1,,,,,,
889,0.050552647560834885,1,,,,,,
899,0.03777827322483063,1,,,,,,
909,0.0624500997364521,1,,,,,,
919,0.03760973736643791,1,,,,,,
929,0.10404695570468903,1,,,,,,
939,0.05271347984671593,1,,,,,,
949,0.03136071562767029,1,,,,,,
959,0.04774929955601692,1,,,,,,
969,0.027771517634391785,1,,,,,,
979,0.05214840546250343,1,,,,,,
989,0.01614188961684704,1,,,,,,
999,0.01421924028545618,1,,,,,,
1009,0.10888916254043579,1,,,,,,
1019,0.05080192908644676,1,,,,,,
1029,0.03601735085248947,1,,,,,,
1039,0.06981270760297775,1,,,,,,
1049,0.012238660827279091,1,,,,,,
1059,0.03817557543516159,1,,,,,,
1069,0.053959716111421585,1,,,,,,
1079,0.024602582678198814,1,,,,,,
1089,0.05489804223179817,1,,,,,,
1099,0.00765482522547245,1,,,,,,
1109,0.05355899780988693,1,,,,,,
1119,nan,1,,,,,,
1129,0.0086982948705554,1,,,,,,
1139,0.0688738152384758,1,,,,,,
1149,0.03818779066205025,1,,,,,,
1155,,1,0.8607701659202576,0.09267104417085648,0.6120325922966003,0.5446985363960266,0.302325576543808,
1159,0.029743866994976997,2,,,,,,
1169,0.06762930750846863,2,,,,,,
1179,0.046819254755973816,2,,,,,,
1189,0.015629775822162628,2,,,,,,
1199,0.010962690226733685,2,,,,,,
1209,0.026358110830187798,2,,,,,,
1219,0.02446783520281315,2,,,,,,
1229,0.04167558252811432,2,,,,,,
1239,0.01710299216210842,2,,,,,,
1249,0.028482016175985336,2,,,,,,
1259,0.04690636694431305,2,,,,,,
1269,0.0194023996591568,2,,,,,,
1279,0.05392415449023247,2,,,,,,
1289,0.009491732344031334,2,,,,,,
1299,0.08459511399269104,2,,,,,,
1309,0.024993736296892166,2,,,,,,
1319,0.027993569150567055,2,,,,,,
1329,0.03022751398384571,2,,,,,,
1339,0.03499140590429306,2,,,,,,
1349,0.008065341040492058,2,,,,,,
1359,0.04148416221141815,2,,,,,,
1369,0.018711362034082413,2,,,,,,
1379,0.027955595403909683,2,,,,,,
1389,0.01376200933009386,2,,,,,,
1399,0.06827988475561142,2,,,,,,
1409,0.014260421507060528,2,,,,,,
1419,0.007575211580842733,2,,,,,,
1429,0.01851431094110012,2,,,,,,
1439,0.018062274903059006,2,,,,,,
1449,0.01619168370962143,2,,,,,,
1459,0.017116190865635872,2,,,,,,
1469,0.01608712039887905,2,,,,,,
1479,0.01568225584924221,2,,,,,,
1489,0.09470073133707047,2,,,,,,
1499,0.015416412614285946,2,,,,,,
1509,0.027373017743229866,2,,,,,,
1519,0.02146480418741703,2,,,,,,
1529,0.006016226951032877,2,,,,,,
1539,0.01654021441936493,2,,,,,,
1549,0.01540443766862154,2,,,,,,
1559,0.013029694557189941,2,,,,,,
1569,0.014500070363283157,2,,,,,,
1579,0.03939592465758324,2,,,,,,
1589,0.051489945501089096,2,,,,,,
