train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
1.3743144273757935,9,0,,,,,,
0.2967487871646881,19,0,,,,,,
0.31503334641456604,29,0,,,,,,
0.3116166591644287,39,0,,,,,,
0.26285362243652344,49,0,,,,,,
0.33381187915802,59,0,,,,,,
0.23594045639038086,69,0,,,,,,
0.27356722950935364,79,0,,,,,,
0.183462992310524,89,0,,,,,,
0.4245849847793579,99,0,,,,,,
0.23198202252388,109,0,,,,,,
0.24374282360076904,119,0,,,,,,
0.1800912469625473,129,0,,,,,,
0.17510835826396942,139,0,,,,,,
0.1751711070537567,149,0,,,,,,
0.25042611360549927,159,0,,,,,,
0.1953018456697464,169,0,,,,,,
0.19912928342819214,179,0,,,,,,
0.16589953005313873,189,0,,,,,,
0.2897336184978485,199,0,,,,,,
0.1592952013015747,209,0,,,,,,
0.2776336073875427,219,0,,,,,,
0.15217947959899902,229,0,,,,,,
0.21084806323051453,239,0,,,,,,
0.08140579611063004,249,0,,,,,,
0.2965514361858368,259,0,,,,,,
0.1315157115459442,269,0,,,,,,
0.19160453975200653,279,0,,,,,,
0.21115295588970184,289,0,,,,,,
0.1306414008140564,299,0,,,,,,
0.14866815507411957,309,0,,,,,,
0.19326680898666382,319,0,,,,,,
0.16496646404266357,329,0,,,,,,
0.18107235431671143,339,0,,,,,,
0.14675608277320862,349,0,,,,,,
0.1962454617023468,359,0,,,,,,
0.18383663892745972,369,0,,,,,,
0.15245062112808228,379,0,,,,,,
0.1385476291179657,389,0,,,,,,
0.14037497341632843,399,0,,,,,,
0.14117011427879333,409,0,,,,,,
0.11067814379930496,419,0,,,,,,
0.1984889805316925,429,0,,,,,,
0.18997904658317566,439,0,,,,,,
0.18856078386306763,449,0,,,,,,
0.16130581498146057,459,0,,,,,,
0.2658524513244629,469,0,,,,,,
0.15703745186328888,479,0,,,,,,
0.2048732191324234,489,0,,,,,,
0.15547148883342743,499,0,,,,,,
0.2675997018814087,509,0,,,,,,
0.1544036567211151,519,0,,,,,,
0.15220847725868225,529,0,,,,,,
0.23283737897872925,539,0,,,,,,
0.1825762242078781,549,0,,,,,,
0.136537566781044,559,0,,,,,,
0.18149444460868835,569,0,,,,,,
0.10120077431201935,579,0,,,,,,
0.14976756274700165,589,0,,,,,,
0.12525473535060883,599,0,,,,,,
0.07244199514389038,609,0,,,,,,
0.1063331812620163,619,0,,,,,,
0.14577734470367432,629,0,,,,,,
0.15367697179317474,639,0,,,,,,
0.15401436388492584,649,0,,,,,,
0.14258001744747162,659,0,,,,,,
0.10541635006666183,669,0,,,,,,
0.2540208101272583,679,0,,,,,,
0.16308102011680603,689,0,,,,,,
0.16178391873836517,699,0,,,,,,
0.1002555564045906,709,0,,,,,,
0.14887036383152008,719,0,,,,,,
0.2110597938299179,729,0,,,,,,
0.10652188956737518,739,0,,,,,,
0.19408129155635834,749,0,,,,,,
0.22780977189540863,759,0,,,,,,
0.13531836867332458,769,0,,,,,,
0.08203854411840439,779,0,,,,,,
0.08742698282003403,789,0,,,,,,
0.08364404737949371,799,0,,,,,,
0.12972281873226166,809,0,,,,,,
0.13650432229042053,819,0,,,,,,
0.10717614740133286,829,0,,,,,,
0.11714842915534973,839,0,,,,,,
0.18162551522254944,849,0,,,,,,
0.2377803772687912,859,0,,,,,,
0.11701082438230515,869,0,,,,,,
0.12596048414707184,879,0,,,,,,
0.14216333627700806,889,0,,,,,,
0.2343752682209015,899,0,,,,,,
0.1369258016347885,909,0,,,,,,
0.13292817771434784,919,0,,,,,,
0.10997859388589859,929,0,,,,,,
0.1363074779510498,939,0,,,,,,
0.13453935086727142,949,0,,,,,,
0.10838202387094498,959,0,,,,,,
0.1507752686738968,969,0,,,,,,
0.11168459802865982,979,0,,,,,,
0.14118535816669464,989,0,,,,,,
0.10753181576728821,999,0,,,,,,
0.13420821726322174,1009,0,,,,,,
