step,epoch,train_loss,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0,0.8534178733825684,,,,,,
19,0,0.3629143238067627,,,,,,
29,0,1.0652920007705688,,,,,,
39,0,0.8299060463905334,,,,,,
49,0,0.9324894547462463,,,,,,
59,0,2.2818362712860107,,,,,,
69,0,13.015002250671387,,,,,,
79,0,0.14293085038661957,,,,,,
89,0,0.6142714023590088,,,,,,
96,0,,0.5560517311096191,0.31674209237098694,0.13594898581504822,0.8534978628158569,0.4859465956687927,
99,1,0.307197630405426,,,,,,
109,1,0.5172344446182251,,,,,,
119,1,1.5967860221862793,,,,,,
129,1,0.40667903423309326,,,,,,
139,1,0.27587124705314636,,,,,,
149,1,0.14494949579238892,,,,,,
159,1,0.5508261322975159,,,,,,
169,1,0.21903406083583832,,,,,,
179,1,0.17481979727745056,,,,,,
189,1,0.7530412673950195,,,,,,
193,1,,0.5868863463401794,0.3891402781009674,0.12127800285816193,0.86883544921875,0.5334876775741577,
199,2,0.6796557903289795,,,,,,
209,2,0.2371465414762497,,,,,,
219,2,0.535567045211792,,,,,,
229,2,0.26314061880111694,,,,,,
239,2,0.5750426054000854,,,,,,
249,2,0.11758583784103394,,,,,,
259,2,0.21112321317195892,,,,,,
269,2,0.41388168931007385,,,,,,
279,2,0.39617595076560974,,,,,,
289,2,0.47304245829582214,,,,,,
290,2,,0.595146894454956,0.42533937096595764,0.12215644866228104,0.8740695118904114,0.5544315576553345,
299,3,0.3540157675743103,,,,,,
309,3,0.07812425494194031,,,,,,
319,3,0.10652666538953781,,,,,,
329,3,0.07954634726047516,,,,,,
339,3,0.0742553249001503,,,,,,
349,3,0.38120099902153015,,,,,,
359,3,0.4036697745323181,,,,,,
369,3,0.19928313791751862,,,,,,
379,3,0.0605691522359848,,,,,,
387,3,,0.584559977054596,0.40271493792533875,0.12520399689674377,0.8716941475868225,0.5419976711273193,
389,4,0.13491804897785187,,,,,,
399,4,0.09599275887012482,,,,,,
409,4,0.1021483764052391,,,,,,
419,4,0.04600076377391815,,,,,,
429,4,0.04979606345295906,,,,,,
439,4,0.13154828548431396,,,,,,
449,4,0.031303055584430695,,,,,,
459,4,0.0754464715719223,,,,,,
469,4,0.10482537746429443,,,,,,
479,4,0.017214246094226837,,,,,,
484,4,,0.5910815000534058,0.4162895977497101,0.13453441858291626,0.8755123019218445,0.5540316700935364,
485,5,,,,,,,0.12215644866228104
