epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,test_loss
0,0.2005925476551056,9,,,,,,
0,0.16080555319786072,19,,,,,,
0,0.4757077693939209,29,,,,,,
0,0.14370334148406982,39,,,,,,
0,1.8887152671813965,49,,,,,,
0,0.2744063138961792,59,,,,,,
0,0.12093085050582886,69,,,,,,
0,0.16189667582511902,79,,,,,,
0,0.21357636153697968,89,,,,,,
0,0.20459698140621185,99,,,,,,
0,,102,0.6719437837600708,0.8940116167068481,0.6019741296768188,0.3472222089767456,0.08847294747829437,
1,0.17757578194141388,109,,,,,,
1,0.16183525323867798,119,,,,,,
1,0.1770775467157364,129,,,,,,
1,0.17536692321300507,139,,,,,,
1,0.5210406184196472,149,,,,,,
1,0.12506043910980225,159,,,,,,
1,0.13776101171970367,169,,,,,,
1,0.2636348307132721,179,,,,,,
1,0.13880100846290588,189,,,,,,
1,0.16995564103126526,199,,,,,,
1,,205,0.7122688293457031,0.909890353679657,0.6674816608428955,0.43518519401550293,0.0810665711760521,
2,0.12269875407218933,209,,,,,,
2,0.05384192615747452,219,,,,,,
2,0.19815723598003387,229,,,,,,
2,0.06034015491604805,239,,,,,,
2,0.20598329603672028,249,,,,,,
2,0.136429101228714,259,,,,,,
2,0.06928711384534836,269,,,,,,
2,0.07295087724924088,279,,,,,,
2,0.08089657872915268,289,,,,,,
2,0.12068407237529755,299,,,,,,
2,,308,0.7116203308105469,0.906596839427948,0.6552889347076416,0.43518519401550293,0.08049473166465759,
3,0.03944718465209007,309,,,,,,
3,0.06851261854171753,319,,,,,,
3,0.0680924579501152,329,,,,,,
3,0.08014466613531113,339,,,,,,
3,0.04838765412569046,349,,,,,,
3,0.05406520515680313,359,,,,,,
3,0.11801326274871826,369,,,,,,
3,0.0730501115322113,379,,,,,,
3,0.045584846287965775,389,,,,,,
3,0.014524479396641254,399,,,,,,
3,0.05150945112109184,409,,,,,,
3,,411,0.7122417092323303,0.9056490659713745,0.6545470356941223,0.42592594027519226,0.08480017632246017,
4,0.02580239437520504,419,,,,,,
4,0.02139563299715519,429,,,,,,
4,0.009671616367995739,439,,,,,,
4,0.04380464553833008,449,,,,,,
4,0.07015558332204819,459,,,,,,
4,0.07554082572460175,469,,,,,,
4,0.0299152173101902,479,,,,,,
4,0.03888239338994026,489,,,,,,
4,0.013518867082893848,499,,,,,,
4,0.007809882052242756,509,,,,,,
4,,514,0.7188197374343872,0.9062605500221252,0.6607414484024048,0.42592594027519226,0.09275788068771362,
5,,515,,,,,,0.09275788068771362
