train_loss,epoch,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_loss
1.9622275829315186,0,9,,,,,,,,,,
3.2527060508728027,0,19,,,,,,,,,,
1.5254155397415161,0,29,,,,,,,,,,
1.3428541421890259,0,39,,,,,,,,,,
2.935555934906006,0,49,,,,,,,,,,
1.624696135520935,0,59,,,,,,,,,,
1.549269199371338,0,69,,,,,,,,,,
1.2047923803329468,0,79,,,,,,,,,,
0.5584339499473572,0,89,,,,,,,,,,
1.6170827150344849,0,99,,,,,,,,,,
,0,101,0.8606624603271484,0.9024845361709595,0.3008657991886139,0.5305894613265991,0.592924952507019,,,,,
1.4162678718566895,1,109,,,,,,,,,,
1.058988332748413,1,119,,,,,,,,,,
1.1380964517593384,1,129,,,,,,,,,,
1.3169881105422974,1,139,,,,,,,,,,
1.785338044166565,1,149,,,,,,,,,,
2.20143723487854,1,159,,,,,,,,,,
1.3198784589767456,1,169,,,,,,,,,,
1.9523426294326782,1,179,,,,,,,,,,
0.5001360177993774,1,189,,,,,,,,,,
2.06724214553833,1,199,,,,,,,,,,
,1,203,0.871143102645874,0.8283540606498718,0.33766233921051025,0.5576521158218384,0.6094339489936829,,,,,
0.8393645882606506,2,209,,,,,,,,,,
0.8367137312889099,2,219,,,,,,,,,,
0.20866312086582184,2,229,,,,,,,,,,
1.7182732820510864,2,239,,,,,,,,,,
1.7236590385437012,2,249,,,,,,,,,,
1.0198228359222412,2,259,,,,,,,,,,
0.7862794399261475,2,269,,,,,,,,,,
1.6454851627349854,2,279,,,,,,,,,,
1.404106855392456,2,289,,,,,,,,,,
0.8424354195594788,2,299,,,,,,,,,,
,2,305,0.8717941045761108,0.7728880047798157,0.34415584802627563,0.5552319884300232,0.6105241179466248,,,,,
0.799373984336853,3,309,,,,,,,,,,
1.5193253755569458,3,319,,,,,,,,,,
0.6918843984603882,3,329,,,,,,,,,,
0.35416674613952637,3,339,,,,,,,,,,
1.5086146593093872,3,349,,,,,,,,,,
0.27997875213623047,3,359,,,,,,,,,,
1.2102077007293701,3,369,,,,,,,,,,
1.363748550415039,3,379,,,,,,,,,,
0.7494329214096069,3,389,,,,,,,,,,
1.4096667766571045,3,399,,,,,,,,,,
,3,407,0.8703844547271729,0.7140097618103027,0.3398268520832062,0.55089271068573,0.6054603457450867,,,,,
1.454634189605713,4,409,,,,,,,,,,
1.0007878541946411,4,419,,,,,,,,,,
1.3067915439605713,4,429,,,,,,,,,,
0.9290628433227539,4,439,,,,,,,,,,
0.6047138571739197,4,449,,,,,,,,,,
0.7044612765312195,4,459,,,,,,,,,,
0.9233314990997314,4,469,,,,,,,,,,
0.3903767168521881,4,479,,,,,,,,,,
0.4711417555809021,4,489,,,,,,,,,,
1.4905576705932617,4,499,,,,,,,,,,
1.5667269229888916,4,509,,,,,,,,,,
,4,509,0.8771767020225525,0.6949754357337952,0.3636363744735718,0.5739630460739136,0.6286116242408752,,,,,
,5,510,,,,,,0.3636363744735718,0.5739630460739136,0.8771767020225525,0.6286116242408752,0.6949754357337952
