epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_loss
0,0.37654128670692444,9,,,,,,
0,0.07105559855699539,19,,,,,,
0,0.06955069303512573,29,,,,,,
0,0.5442031025886536,39,,,,,,
0,0.05135291442275047,49,,,,,,
0,1.1616114377975464,59,,,,,,
0,0.27829280495643616,69,,,,,,
0,0.156144380569458,79,,,,,,
0,0.549959123134613,89,,,,,,
0,0.08562817424535751,99,,,,,,
0,0.42729416489601135,109,,,,,,
0,0.2229061871767044,119,,,,,,
0,0.07296040654182434,129,,,,,,
0,0.2631501853466034,139,,,,,,
0,0.055505506694316864,149,,,,,,
0,0.06442151963710785,159,,,,,,
0,0.5041471719741821,169,,,,,,
0,0.38714349269866943,179,,,,,,
0,,180,0.8361875414848328,0.29768580198287964,0.3666854202747345,0.22610722482204437,0.17521849274635315,
1,0.6130985617637634,189,,,,,,
1,0.06678323447704315,199,,,,,,
1,0.0546443797647953,209,,,,,,
1,0.05431470274925232,219,,,,,,
1,0.24067360162734985,229,,,,,,
1,0.1402975618839264,239,,,,,,
1,0.0599791556596756,249,,,,,,
1,0.054028380662202835,259,,,,,,
1,0.06157412752509117,269,,,,,,
1,0.5810706615447998,279,,,,,,
1,0.2430887222290039,289,,,,,,
1,0.242273211479187,299,,,,,,
1,0.06376165896654129,309,,,,,,
1,0.212101012468338,319,,,,,,
1,0.04028741270303726,329,,,,,,
1,0.11850976198911667,339,,,,,,
1,0.5483154058456421,349,,,,,,
1,0.037403449416160583,359,,,,,,
1,,361,0.8849412798881531,0.502090573310852,0.5511922240257263,0.4475524425506592,0.14815588295459747,
2,0.15938253700733185,369,,,,,,
2,0.41054701805114746,379,,,,,,
2,0.09596190601587296,389,,,,,,
2,0.02953753061592579,399,,,,,,
2,0.15184898674488068,409,,,,,,
2,0.04318715259432793,419,,,,,,
2,0.33954137563705444,429,,,,,,
2,0.27327585220336914,439,,,,,,
2,0.1835973858833313,449,,,,,,
2,0.04545221105217934,459,,,,,,
2,0.28369924426078796,469,,,,,,
2,0.07115547358989716,479,,,,,,
2,0.04399842023849487,489,,,,,,
2,0.019991671666502953,499,,,,,,
2,0.04691024869680405,509,,,,,,
2,0.02148769423365593,519,,,,,,
2,0.03657655417919159,529,,,,,,
2,0.18998076021671295,539,,,,,,
2,,542,0.9266713857650757,0.6789416074752808,0.7036013007164001,0.6433566212654114,0.14015181362628937,
3,0.029396476224064827,549,,,,,,
3,0.014130598865449429,559,,,,,,
3,0.018986713141202927,569,,,,,,
3,0.1893848180770874,579,,,,,,
3,0.042272087186574936,589,,,,,,
3,0.16729359328746796,599,,,,,,
3,0.16142822802066803,609,,,,,,
3,0.24149993062019348,619,,,,,,
3,0.19055229425430298,629,,,,,,
3,0.02226320095360279,639,,,,,,
3,0.400790274143219,649,,,,,,
3,0.03504828363656998,659,,,,,,
3,0.2592068314552307,669,,,,,,
3,0.12586160004138947,679,,,,,,
3,0.1982230395078659,689,,,,,,
3,0.0331067331135273,699,,,,,,
3,0.18443405628204346,709,,,,,,
3,0.039378050714731216,719,,,,,,
3,,723,0.9301652312278748,0.6912522315979004,0.7164938449859619,0.6573426723480225,0.13491424918174744,
4,0.2359573245048523,729,,,,,,
4,0.02645076811313629,739,,,,,,
4,0.04122717306017876,749,,,,,,
4,0.03130880743265152,759,,,,,,
4,0.07279862463474274,769,,,,,,
4,0.03229546919465065,779,,,,,,
4,0.023265307769179344,789,,,,,,
4,0.03257512301206589,799,,,,,,
4,0.1010928824543953,809,,,,,,
4,0.20977750420570374,819,,,,,,
4,0.01479865238070488,829,,,,,,
4,0.03203442320227623,839,,,,,,
4,0.018752124160528183,849,,,,,,
4,0.0872613787651062,859,,,,,,
4,0.18766984343528748,869,,,,,,
4,0.1584305465221405,879,,,,,,
4,0.05797602981328964,889,,,,,,
4,0.09918589144945145,899,,,,,,
4,,904,0.9320564866065979,0.6986202001571655,0.7215670943260193,0.6643356680870056,0.16717052459716797,
5,,905,,,,,,0.16717052459716797
