step,train_loss,epoch,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
9,0.3426077663898468,0,,,,,,
19,0.1419905126094818,0,,,,,,
29,0.3135741651058197,0,,,,,,
39,0.2208649069070816,0,,,,,,
49,0.40264222025871277,0,,,,,,
59,0.11810391396284103,0,,,,,,
69,0.7207520604133606,0,,,,,,
79,0.5762405395507812,0,,,,,,
89,0.11159732937812805,0,,,,,,
99,0.14461618661880493,0,,,,,,
109,0.08701013028621674,0,,,,,,
119,1.0822001695632935,0,,,,,,
129,0.3707056939601898,0,,,,,,
139,1.407490849494934,0,,,,,,
149,0.44246596097946167,0,,,,,,
159,0.18115295469760895,0,,,,,,
169,0.1756388247013092,0,,,,,,
179,0.3249698281288147,0,,,,,,
189,0.13566528260707855,0,,,,,,
199,0.1947478950023651,0,,,,,,
209,0.3843814730644226,0,,,,,,
219,0.17111295461654663,0,,,,,,
229,0.10617978870868683,0,,,,,,
239,0.7373239398002625,0,,,,,,
249,0.1283058524131775,0,,,,,,
259,0.4538445770740509,0,,,,,,
269,0.36517560482025146,0,,,,,,
279,0.37410175800323486,0,,,,,,
289,0.14634037017822266,0,,,,,,
299,0.5090394020080566,0,,,,,,
309,0.6982691287994385,0,,,,,,
319,0.10570622980594635,0,,,,,,
329,0.3798092007637024,0,,,,,,
339,0.1472364366054535,0,,,,,,
349,0.16475927829742432,0,,,,,,
351,,0,0.19171778857707977,0.1283862441778183,0.26181161403656006,0.7800174951553345,0.3047308623790741,
359,0.27389201521873474,1,,,,,,
369,0.13900434970855713,1,,,,,,
379,0.13649165630340576,1,,,,,,
389,0.2732331156730652,1,,,,,,
399,0.08370202779769897,1,,,,,,
409,0.13192807137966156,1,,,,,,
419,0.07942787557840347,1,,,,,,
429,0.07534345239400864,1,,,,,,
439,0.06620805710554123,1,,,,,,
449,0.33984917402267456,1,,,,,,
459,0.7006065249443054,1,,,,,,
469,0.28740379214286804,1,,,,,,
479,0.10735582560300827,1,,,,,,
489,0.44086459279060364,1,,,,,,
499,0.354277104139328,1,,,,,,
509,0.3233959674835205,1,,,,,,
519,0.14113914966583252,1,,,,,,
529,0.049906548112630844,1,,,,,,
539,0.08378919214010239,1,,,,,,
549,0.44816169142723083,1,,,,,,
559,0.14744339883327484,1,,,,,,
569,0.09726770967245102,1,,,,,,
579,0.11213560402393341,1,,,,,,
589,0.4993274509906769,1,,,,,,
599,0.11480136215686798,1,,,,,,
609,0.17223018407821655,1,,,,,,
619,0.0943179801106453,1,,,,,,
629,0.2933185398578644,1,,,,,,
639,0.250482976436615,1,,,,,,
649,0.08873861283063889,1,,,,,,
659,0.0951574444770813,1,,,,,,
669,0.17606039345264435,1,,,,,,
679,0.36836934089660645,1,,,,,,
689,0.09793446958065033,1,,,,,,
699,0.057623911648988724,1,,,,,,
703,,1,0.2990797460079193,0.08412518352270126,0.35811492800712585,0.814662754535675,0.40372392535209656,
709,0.20689749717712402,2,,,,,,
719,0.061234235763549805,2,,,,,,
729,0.2722570300102234,2,,,,,,
739,0.27661094069480896,2,,,,,,
749,0.1666773557662964,2,,,,,,
759,0.33057138323783875,2,,,,,,
769,0.07104846090078354,2,,,,,,
779,0.4760130047798157,2,,,,,,
789,0.08372937142848969,2,,,,,,
799,0.11095421761274338,2,,,,,,
809,0.4672122895717621,2,,,,,,
819,0.04944448545575142,2,,,,,,
829,0.09474018216133118,2,,,,,,
839,0.2720784842967987,2,,,,,,
849,0.04413941502571106,2,,,,,,
859,0.041362352669239044,2,,,,,,
869,0.06004706025123596,2,,,,,,
879,0.04892320558428764,2,,,,,,
889,0.08472911268472672,2,,,,,,
899,0.3236114978790283,2,,,,,,
909,0.11613954603672028,2,,,,,,
919,0.05617213994264603,2,,,,,,
929,0.059745267033576965,2,,,,,,
939,0.0707680955529213,2,,,,,,
949,0.07591871172189713,2,,,,,,
959,0.13263149559497833,2,,,,,,
969,0.05320873111486435,2,,,,,,
979,0.027866121381521225,2,,,,,,
989,0.05141963064670563,2,,,,,,
999,0.052476800978183746,2,,,,,,
1009,0.2743547558784485,2,,,,,,
1019,0.08164115250110626,2,,,,,,
1029,0.125942662358284,2,,,,,,
1039,0.054143235087394714,2,,,,,,
1049,0.07147432863712311,2,,,,,,
1055,,2,0.49539875984191895,0.07538896054029465,0.5377862453460693,0.8630660176277161,0.5467739701271057,
1059,0.042723383754491806,3,,,,,,
1069,0.0622309073805809,3,,,,,,
1079,0.032397110015153885,3,,,,,,
1089,0.22097529470920563,3,,,,,,
1099,0.023902274668216705,3,,,,,,
1109,0.09251786023378372,3,,,,,,
1119,0.06600495427846909,3,,,,,,
1129,0.044971853494644165,3,,,,,,
1139,0.3320549428462982,3,,,,,,
1149,0.2741147577762604,3,,,,,,
1159,0.040000420063734055,3,,,,,,
1169,0.04403075948357582,3,,,,,,
1179,0.06046372279524803,3,,,,,,
1189,nan,3,,,,,,
1199,0.045216090977191925,3,,,,,,
1209,0.06837636977434158,3,,,,,,
1219,0.024560779333114624,3,,,,,,
1229,0.0657660961151123,3,,,,,,
1239,0.016270453110337257,3,,,,,,
