step,epoch,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0,0.26835545897483826,,,,,,
19,0,0.181022047996521,,,,,,
29,0,0.30616331100463867,,,,,,
39,0,0.2783500552177429,,,,,,
49,0,0.2625521719455719,,,,,,
59,0,0.30625787377357483,,,,,,
69,0,0.14113591611385345,,,,,,
79,0,0.11478520184755325,,,,,,
89,0,0.12327493727207184,,,,,,
99,0,0.24013951420783997,,,,,,
109,0,0.15892909467220306,,,,,,
119,0,0.27562347054481506,,,,,,
129,0,0.16580167412757874,,,,,,
139,0,0.13357484340667725,,,,,,
149,0,0.1149313673377037,,,,,,
159,0,0.16419188678264618,,,,,,
169,0,0.11637705564498901,,,,,,
179,0,0.1778174489736557,,,,,,
189,0,0.13515345752239227,,,,,,
199,0,0.15923288464546204,,,,,,
209,0,0.1430797278881073,,,,,,
219,0,0.10208458453416824,,,,,,
229,0,0.1773994415998459,,,,,,
239,0,0.14051300287246704,,,,,,
249,0,0.09965361654758453,,,,,,
259,0,0.09844107180833817,,,,,,
269,0,0.07820053398609161,,,,,,
279,0,0.12898355722427368,,,,,,
289,0,0.12545645236968994,,,,,,
299,0,0.09476536512374878,,,,,,
309,0,0.13987743854522705,,,,,,
319,0,0.06254728138446808,,,,,,
329,0,0.10123982280492783,,,,,,
339,0,0.2343900203704834,,,,,,
349,0,0.13132552802562714,,,,,,
359,0,0.15971285104751587,,,,,,
359,0,,0.228729248046875,0.10598740726709366,0.29977118968963623,0.1599999964237213,0.7947733998298645,
369,1,0.11899171024560928,,,,,,
379,1,0.09951450675725937,,,,,,
389,1,0.08250000327825546,,,,,,
399,1,0.12678949534893036,,,,,,
409,1,0.17759168148040771,,,,,,
419,1,0.09959372878074646,,,,,,
429,1,0.1137622520327568,,,,,,
439,1,0.10034240782260895,,,,,,
449,1,0.09011583030223846,,,,,,
459,1,0.08933708816766739,,,,,,
469,1,0.11345155537128448,,,,,,
479,1,0.0787062793970108,,,,,,
489,1,0.060839902609586716,,,,,,
499,1,0.07686808705329895,,,,,,
509,1,0.0887036845088005,,,,,,
519,1,0.12714725732803345,,,,,,
529,1,0.06198414787650108,,,,,,
