train_loss,epoch,step,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0.11317073553800583,0,9,,,,,,
0.0588945709168911,0,19,,,,,,
0.08473847806453705,0,29,,,,,,
0.0666113793849945,0,39,,,,,,
0.046676792204380035,0,49,,,,,,
0.03521351143717766,0,59,,,,,,
0.040962256491184235,0,69,,,,,,
0.03760847821831703,0,79,,,,,,
0.07520948350429535,0,89,,,,,,
0.0718335509300232,0,99,,,,,,
0.04062836989760399,0,109,,,,,,
0.03777333348989487,0,119,,,,,,
0.046400051563978195,0,129,,,,,,
0.035649895668029785,0,139,,,,,,
0.037112802267074585,0,149,,,,,,
0.04215909540653229,0,159,,,,,,
0.0358901284635067,0,169,,,,,,
0.03175010159611702,0,179,,,,,,
0.04415629431605339,0,189,,,,,,
0.04765096306800842,0,199,,,,,,
0.07125256955623627,0,209,,,,,,
0.044424448162317276,0,219,,,,,,
0.04823191463947296,0,229,,,,,,
0.031092239543795586,0,239,,,,,,
0.03767837584018707,0,249,,,,,,
0.06074349209666252,0,259,,,,,,
0.03692406788468361,0,269,,,,,,
0.04373249411582947,0,279,,,,,,
0.07126568257808685,0,289,,,,,,
0.023227635771036148,0,299,,,,,,
0.03171082213521004,0,309,,,,,,
0.03468315675854683,0,319,,,,,,
0.0443122461438179,0,329,,,,,,
0.041354477405548096,0,339,,,,,,
0.02128594182431698,0,349,,,,,,
0.030844449996948242,0,359,,,,,,
0.024169832468032837,0,369,,,,,,
0.017994949594140053,0,379,,,,,,
0.033674128353595734,0,389,,,,,,
0.020035581663250923,0,399,,,,,,
0.02567407861351967,0,409,,,,,,
0.018834443762898445,0,419,,,,,,
,0,421,0.579348623752594,0.09440195560455322,0.5308346152305603,0.8929075598716736,0.48018649220466614,
0.01409905031323433,1,429,,,,,,
0.028999965637922287,1,439,,,,,,
0.04338996112346649,1,449,,,,,,
0.021806251257658005,1,459,,,,,,
0.030678346753120422,1,469,,,,,,
0.017139753326773643,1,479,,,,,,
0.03321311995387077,1,489,,,,,,
0.016755176708102226,1,499,,,,,,
0.01920693926513195,1,509,,,,,,
0.03517463430762291,1,519,,,,,,
0.016338344663381577,1,529,,,,,,
0.015667900443077087,1,539,,,,,,
0.01649819314479828,1,549,,,,,,
0.009258642792701721,1,559,,,,,,
0.013493712060153484,1,569,,,,,,
0.004318078979849815,1,579,,,,,,
0.031017597764730453,1,589,,,,,,
0.03552080690860748,1,599,,,,,,
0.041341885924339294,1,609,,,,,,
0.027961967512965202,1,619,,,,,,
0.025735892355442047,1,629,,,,,,
0.017003819346427917,1,639,,,,,,
0.021286023780703545,1,649,,,,,,
0.042017560452222824,1,659,,,,,,
0.007838603109121323,1,669,,,,,,
0.039554331451654434,1,679,,,,,,
0.013885801658034325,1,689,,,,,,
0.026479752734303474,1,699,,,,,,
0.009817452169954777,1,709,,,,,,
0.01545486506074667,1,719,,,,,,
0.017443815246224403,1,729,,,,,,
0.020435743033885956,1,739,,,,,,
0.013472978956997395,1,749,,,,,,
0.007198996841907501,1,759,,,,,,
0.02899928018450737,1,769,,,,,,
0.019569382071495056,1,779,,,,,,
0.0371536947786808,1,789,,,,,,
0.0140259750187397,1,799,,,,,,
0.006651779171079397,1,809,,,,,,
0.008005770854651928,1,819,,,,,,
0.017700932919979095,1,829,,,,,,
0.02317226305603981,1,839,,,,,,
,1,843,0.6617377400398254,0.061182714998722076,0.6325198411941528,0.9148609638214111,0.5944055914878845,
0.008253847248852253,2,849,,,,,,
0.018774360418319702,2,859,,,,,,
0.007642592303454876,2,869,,,,,,
0.012972015887498856,2,879,,,,,,
0.007160945329815149,2,889,,,,,,
0.006062536500394344,2,899,,,,,,
0.019738147035241127,2,909,,,,,,
0.016162844374775887,2,919,,,,,,
0.038265906274318695,2,929,,,,,,
0.026215650141239166,2,939,,,,,,
0.011002817191183567,2,949,,,,,,
0.011906133964657784,2,959,,,,,,
0.01809135638177395,2,969,,,,,,
0.02370370179414749,2,979,,,,,,
0.03943600878119469,2,989,,,,,,
0.018262719735503197,2,999,,,,,,
0.005118396133184433,2,1009,,,,,,
0.00198019458912313,2,1019,,,,,,
0.02283843234181404,2,1029,,,,,,
0.015191201120615005,2,1039,,,,,,
0.0023682594764977694,2,1049,,,,,,
0.012001827359199524,2,1059,,,,,,
0.014026468619704247,2,1069,,,,,,
0.006032463163137436,2,1079,,,,,,
0.01295055914670229,2,1089,,,,,,
0.004407784901559353,2,1099,,,,,,
0.0023277655709534883,2,1109,,,,,,
0.012627926655113697,2,1119,,,,,,
0.008412983268499374,2,1129,,,,,,
0.010868136771023273,2,1139,,,,,,
0.005351922940462828,2,1149,,,,,,
0.00251826667226851,2,1159,,,,,,
0.008815485052764416,2,1169,,,,,,
0.004985995590686798,2,1179,,,,,,
0.0025753562804311514,2,1189,,,,,,
0.008002561517059803,2,1199,,,,,,
0.00866781547665596,2,1209,,,,,,
0.022576721385121346,2,1219,,,,,,
0.011483351700007915,2,1229,,,,,,
0.040415238589048386,2,1239,,,,,,
0.0018705661641433835,2,1249,,,,,,
0.003398655913770199,2,1259,,,,,,
,2,1265,0.6629964709281921,0.06972569972276688,0.6290238499641418,0.9145409464836121,0.5920745730400085,
0.003877572948113084,3,1269,,,,,,
0.009467503055930138,3,1279,,,,,,
0.007703795097768307,3,1289,,,,,,
0.003838920034468174,3,1299,,,,,,
0.0050852796994149685,3,1309,,,,,,
0.009166426956653595,3,1319,,,,,,
0.006787934806197882,3,1329,,,,,,
0.010578055866062641,3,1339,,,,,,
0.00547362957149744,3,1349,,,,,,
0.008496679365634918,3,1359,,,,,,
0.002746838377788663,3,1369,,,,,,
0.009325996041297913,3,1379,,,,,,
0.0112836342304945,3,1389,,,,,,
0.005435913801193237,3,1399,,,,,,
0.0025396428536623716,3,1409,,,,,,
0.0019673670176416636,3,1419,,,,,,
0.0038135312497615814,3,1429,,,,,,
0.0035402143839746714,3,1439,,,,,,
0.004520881455391645,3,1449,,,,,,
0.0016608127625659108,3,1459,,,,,,
0.0004770822706632316,3,1469,,,,,,
0.0011322847567498684,3,1479,,,,,,
0.004200225230306387,3,1489,,,,,,
0.022710751742124557,3,1499,,,,,,
0.006895232945680618,3,1509,,,,,,
0.0008724402287043631,3,1519,,,,,,
0.006154333706945181,3,1529,,,,,,
0.000745675410144031,3,1539,,,,,,
0.0037584113888442516,3,1549,,,,,,
0.008132667280733585,3,1559,,,,,,
0.004131112713366747,3,1569,,,,,,
0.0042197504080832005,3,1579,,,,,,
0.030360927805304527,3,1589,,,,,,
0.010980007238686085,3,1599,,,,,,
0.0016579637303948402,3,1609,,,,,,
0.007715169340372086,3,1619,,,,,,
0.0010202337289229035,3,1629,,,,,,
0.005840017925947905,3,1639,,,,,,
0.0028459113091230392,3,1649,,,,,,
0.002765808254480362,3,1659,,,,,,
0.0011335372691974044,3,1669,,,,,,
0.0013521576765924692,3,1679,,,,,,
,3,1687,0.6295924186706543,0.09939397126436234,0.5877847671508789,0.9050939679145813,0.5501165390014648,
0.0038967595901340246,4,1689,,,,,,
0.0019577662460505962,4,1699,,,,,,
