step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,test_loss
9,0,0.08833044022321701,,,,,,
19,0,0.07516469806432724,,,,,,
29,0,0.07357163727283478,,,,,,
39,0,0.0934303030371666,,,,,,
49,0,0.0670536458492279,,,,,,
59,0,0.036385051906108856,,,,,,
69,0,0.09726075083017349,,,,,,
79,0,0.08081525564193726,,,,,,
89,0,0.06485418975353241,,,,,,
99,0,0.07048968970775604,,,,,,
109,0,0.06941793859004974,,,,,,
119,0,0.06392597407102585,,,,,,
129,0,0.05253024026751518,,,,,,
139,0,0.04731714352965355,,,,,,
149,0,0.0725221335887909,,,,,,
159,0,0.06528523564338684,,,,,,
169,0,0.041657280176877975,,,,,,
179,0,0.048757340759038925,,,,,,
189,0,0.05077037215232849,,,,,,
199,0,0.06528986990451813,,,,,,
209,0,0.0512954518198967,,,,,,
219,0,0.04607858881354332,,,,,,
229,0,0.056382156908512115,,,,,,
239,0,0.0643010288476944,,,,,,
239,0,,0.13014887273311615,0.357658714056015,0.8313383460044861,0.18813906610012054,0.2681669592857361,
249,1,0.06748312711715698,,,,,,
259,1,0.05138755217194557,,,,,,
269,1,0.04482301324605942,,,,,,
279,1,0.05927354097366333,,,,,,
289,1,0.05250212177634239,,,,,,
299,1,0.03875843808054924,,,,,,
309,1,0.05973069742321968,,,,,,
319,1,0.04366325959563255,,,,,,
329,1,0.03693048655986786,,,,,,
339,1,0.033125121146440506,,,,,,
349,1,0.05736040696501732,,,,,,
359,1,0.07477577030658722,,,,,,
369,1,0.05989132821559906,,,,,,
379,1,0.04880249500274658,,,,,,
389,1,0.061300065368413925,,,,,,
399,1,0.03595378249883652,,,,,,
409,1,0.03532112389802933,,,,,,
419,1,0.07468830794095993,,,,,,
429,1,0.045714542269706726,,,,,,
439,1,0.03848543390631676,,,,,,
449,1,0.04563659802079201,,,,,,
459,1,0.09349209815263748,,,,,,
469,1,0.04184480756521225,,,,,,
479,1,0.07259583473205566,,,,,,
479,1,,0.10617997497320175,0.36628031730651855,0.8343682885169983,0.20245398581027985,0.28148114681243896,
489,2,0.054814793169498444,,,,,,
499,2,0.04823114350438118,,,,,,
509,2,0.04014215245842934,,,,,,
519,2,0.053190071135759354,,,,,,
529,2,0.048882920295000076,,,,,,
539,2,0.03484093397855759,,,,,,
549,2,0.05053596943616867,,,,,,
559,2,0.03558182716369629,,,,,,
569,2,0.0343637615442276,,,,,,
579,2,0.027532881125807762,,,,,,
589,2,0.054183755069971085,,,,,,
599,2,0.062177859246730804,,,,,,
609,2,0.04973418638110161,,,,,,
619,2,0.042764145880937576,,,,,,
629,2,0.05147680640220642,,,,,,
639,2,0.030753351747989655,,,,,,
649,2,0.03142246603965759,,,,,,
659,2,0.039266206324100494,,,,,,
669,2,0.03885393217206001,,,,,,
679,2,0.03301115334033966,,,,,,
689,2,0.03524694964289665,,,,,,
699,2,0.07845113426446915,,,,,,
709,2,0.03506183996796608,,,,,,
719,2,0.050640396773815155,,,,,,
719,2,,0.1189618781208992,0.38322317600250244,0.8387877941131592,0.22494886815547943,0.30306729674339294,
729,3,0.062200602144002914,,,,,,
739,3,0.059971123933792114,,,,,,
749,3,0.04437294974923134,,,,,,
759,3,0.05872721970081329,,,,,,
769,3,0.046806495636701584,,,,,,
779,3,0.034362051635980606,,,,,,
789,3,0.049983810633420944,,,,,,
799,3,0.04322310537099838,,,,,,
809,3,0.03741477057337761,,,,,,
819,3,0.03005426563322544,,,,,,
829,3,0.054493509232997894,,,,,,
839,3,0.06714210659265518,,,,,,
849,3,0.0585939958691597,,,,,,
859,3,0.0407523438334465,,,,,,
869,3,0.05756327137351036,,,,,,
879,3,0.02873469702899456,,,,,,
889,3,0.03461037948727608,,,,,,
899,3,0.03966877609491348,,,,,,
909,3,0.0487140528857708,,,,,,
919,3,0.0299458559602499,,,,,,
929,3,0.04219858720898628,,,,,,
939,3,0.07757575809955597,,,,,,
949,3,0.04356527328491211,,,,,,
959,3,0.05912640690803528,,,,,,
959,3,,0.10292352735996246,0.3799755573272705,0.83746337890625,0.22290389239788055,0.29907679557800293,
969,4,0.04725389555096626,,,,,,
979,4,0.05223410576581955,,,,,,
989,4,0.0367579348385334,,,,,,
999,4,0.045065805315971375,,,,,,
1009,4,0.041487615555524826,,,,,,
1019,4,0.030676979571580887,,,,,,
1029,4,0.045532483607530594,,,,,,
1039,4,0.03649650141596794,,,,,,
1049,4,0.03157353401184082,,,,,,
1059,4,0.027172870934009552,,,,,,
1069,4,0.05147596448659897,,,,,,
1079,4,0.054391324520111084,,,,,,
1089,4,0.0467623732984066,,,,,,
1099,4,0.036575593054294586,,,,,,
1109,4,0.04910319298505783,,,,,,
1119,4,0.027222108095884323,,,,,,
1129,4,0.02809569239616394,,,,,,
1139,4,0.03565022349357605,,,,,,
1149,4,0.0400005467236042,,,,,,
1159,4,0.024162068963050842,,,,,,
1169,4,0.03203120827674866,,,,,,
1179,4,0.05700633302330971,,,,,,
1189,4,0.041764046996831894,,,,,,
1199,4,0.041447389870882034,,,,,,
1199,4,,0.11853578686714172,0.38749128580093384,0.8398740291595459,0.23312883079051971,0.30968406796455383,
1200,5,,,,,,,0.11853578686714172
