epoch,step,train_loss,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0,9,1.0880814790725708,,,,,,
0,19,0.89581698179245,,,,,,
0,29,0.32831859588623047,,,,,,
0,39,0.49210894107818604,,,,,,
0,49,1.147155523300171,,,,,,
0,59,0.3361360728740692,,,,,,
0,69,0.7186790108680725,,,,,,
0,79,0.6465435028076172,,,,,,
0,89,0.3532676696777344,,,,,,
0,99,0.6266547441482544,,,,,,
0,104,,0.611986517906189,0.13902921974658966,0.5803932547569275,0.8602741360664368,0.4294871687889099,
1,109,0.5849055647850037,,,,,,
1,119,0.37691015005111694,,,,,,
1,129,0.17855963110923767,,,,,,
1,139,0.3011198043823242,,,,,,
1,149,0.19359149038791656,,,,,,
1,159,0.48957109451293945,,,,,,
1,169,0.4862104654312134,,,,,,
1,179,0.27798253297805786,,,,,,
1,189,0.20856525003910065,,,,,,
1,199,0.266838014125824,,,,,,
1,209,0.1167825385928154,,,,,,
1,209,,0.6442012190818787,0.12454633414745331,0.6202606558799744,0.8730875849723816,0.5128205418586731,
2,219,0.11902965605258942,,,,,,
2,229,0.1738816499710083,,,,,,
2,239,0.22862482070922852,,,,,,
2,249,0.24862580001354218,,,,,,
2,259,0.13733337819576263,,,,,,
2,269,0.3312239646911621,,,,,,
2,279,0.06894698739051819,,,,,,
2,289,0.25008130073547363,,,,,,
2,299,0.06536832451820374,,,,,,
2,309,0.11350210756063461,,,,,,
2,314,,0.6561371088027954,0.12318512797355652,0.6435613632202148,0.8824955224990845,0.5448718070983887,
3,319,0.2040783017873764,,,,,,
3,329,0.1755877286195755,,,,,,
3,339,0.08431369066238403,,,,,,
3,349,0.16361713409423828,,,,,,
3,359,0.052127521485090256,,,,,,
3,369,0.19389551877975464,,,,,,
3,379,0.10308635234832764,,,,,,
3,389,0.08571069687604904,,,,,,
3,399,0.06747546792030334,,,,,,
3,409,0.1554965227842331,,,,,,
3,419,0.008100155740976334,,,,,,
3,419,,0.6384681463241577,0.12707725167274475,0.6231282949447632,0.876733660697937,0.5320512652397156,
4,429,0.05626602843403816,,,,,,
4,439,0.06521064043045044,,,,,,
4,449,0.09852252155542374,,,,,,
4,459,0.08600787818431854,,,,,,
4,469,0.020436661317944527,,,,,,
4,479,0.1704944521188736,,,,,,
4,489,0.0290362611413002,,,,,,
4,499,0.05239418148994446,,,,,,
4,509,0.015636103227734566,,,,,,
4,519,0.023493217304348946,,,,,,
4,524,,0.6526204347610474,0.13528604805469513,0.6363760828971863,0.8799155354499817,0.5448718070983887,
5,525,,,,,,,0.12318512797355652
