train_loss,step,epoch,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0.28131088614463806,9,0,,,,,,
0.2270127832889557,19,0,,,,,,
0.7531412839889526,29,0,,,,,,
0.5582366585731506,39,0,,,,,,
0.975382387638092,49,0,,,,,,
0.5266300439834595,59,0,,,,,,
0.3015269935131073,69,0,,,,,,
0.357815146446228,79,0,,,,,,
0.2773630917072296,89,0,,,,,,
0.21540342271327972,99,0,,,,,,
0.14708150923252106,109,0,,,,,,
0.108893983066082,119,0,,,,,,
0.1668887883424759,129,0,,,,,,
0.22540979087352753,139,0,,,,,,
0.1718282252550125,149,0,,,,,,
0.20871946215629578,159,0,,,,,,
0.1808718591928482,169,0,,,,,,
0.18069779872894287,179,0,,,,,,
0.19254668056964874,189,0,,,,,,
1.1193699836730957,199,0,,,,,,
0.2317373901605606,209,0,,,,,,
0.1507290154695511,219,0,,,,,,
0.16670818626880646,229,0,,,,,,
0.23707260191440582,239,0,,,,,,
0.26318034529685974,249,0,,,,,,
0.1198463886976242,259,0,,,,,,
0.1304348111152649,269,0,,,,,,
0.15831877291202545,279,0,,,,,,
0.17058444023132324,289,0,,,,,,
0.18212921917438507,299,0,,,,,,
0.2778332233428955,309,0,,,,,,
0.08758985251188278,319,0,,,,,,
0.06420637667179108,329,0,,,,,,
0.2938257157802582,339,0,,,,,,
0.09013247489929199,349,0,,,,,,
0.08004612475633621,359,0,,,,,,
0.09608344733715057,369,0,,,,,,
0.08616530895233154,379,0,,,,,,
0.10308554023504257,389,0,,,,,,
0.13243144750595093,399,0,,,,,,
0.1504935473203659,409,0,,,,,,
0.1534464955329895,419,0,,,,,,
0.08150193095207214,429,0,,,,,,
0.10752005130052567,439,0,,,,,,
0.12459414452314377,449,0,,,,,,
0.23527349531650543,459,0,,,,,,
0.056715067476034164,469,0,,,,,,
0.14126530289649963,479,0,,,,,,
0.1556854099035263,489,0,,,,,,
0.05510883405804634,499,0,,,,,,
0.1340447962284088,509,0,,,,,,
0.08315285295248032,519,0,,,,,,
0.18342715501785278,529,0,,,,,,
0.1327626258134842,539,0,,,,,,
0.08577770739793777,549,0,,,,,,
