epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
0,9,1.1821246147155762,,,,,,
0,19,0.17565055191516876,,,,,,
0,29,0.4729989469051361,,,,,,
0,39,0.5434064269065857,,,,,,
0,49,0.41027894616127014,,,,,,
0,59,0.5544030070304871,,,,,,
0,69,0.40517646074295044,,,,,,
0,79,0.6471426486968994,,,,,,
0,89,0.3266102969646454,,,,,,
0,99,0.8403511643409729,,,,,,
0,102,,0.12800927460193634,0.5166225433349609,0.579892635345459,0.3407079577445984,0.8572972416877747,
1,109,0.5409868359565735,,,,,,
1,119,1.9415698051452637,,,,,,
1,129,0.8941826820373535,,,,,,
1,139,0.06333211809396744,,,,,,
1,149,0.8001458048820496,,,,,,
1,159,0.11603973060846329,,,,,,
1,169,0.2174825817346573,,,,,,
1,179,0.24465911090373993,,,,,,
1,189,0.34875795245170593,,,,,,
1,199,0.5557229518890381,,,,,,
1,205,,0.12134157866239548,0.5645982027053833,0.612308144569397,0.4115044176578522,0.8730229735374451,
2,209,0.14286749064922333,,,,,,
2,219,0.2599938213825226,,,,,,
2,229,0.23181109130382538,,,,,,
2,239,0.20736029744148254,,,,,,
2,249,0.15896150469779968,,,,,,
2,259,0.08690126240253448,,,,,,
2,269,0.2868818938732147,,,,,,
2,279,0.06565523147583008,,,,,,
2,289,0.6096914410591125,,,,,,
2,299,0.1288132220506668,,,,,,
2,308,,0.11993950605392456,0.5704594254493713,0.6168778538703918,0.4159291982650757,0.8775004148483276,
3,309,0.04840029031038284,,,,,,
3,319,0.08338745683431625,,,,,,
3,329,0.19187942147254944,,,,,,
3,339,0.08496979624032974,,,,,,
3,349,0.2091074287891388,,,,,,
3,359,0.10092125087976456,,,,,,
3,369,0.09845626354217529,,,,,,
3,379,0.23148591816425323,,,,,,
3,389,0.04704377427697182,,,,,,
3,399,0.12407137453556061,,,,,,
3,409,0.23086266219615936,,,,,,
3,411,,0.12594576179981232,0.5496863722801208,0.5981175303459167,0.40707963705062866,0.8728933334350586,
4,419,0.057271502912044525,,,,,,
4,429,0.12177073955535889,,,,,,
4,439,0.2649633586406708,,,,,,
4,449,0.05912848189473152,,,,,,
4,459,0.019210457801818848,,,,,,
4,469,0.01461707055568695,,,,,,
4,479,0.0478268563747406,,,,,,
4,489,0.2624286711215973,,,,,,
4,499,0.01992393285036087,,,,,,
4,509,0.04763871431350708,,,,,,
4,514,,0.13654248416423798,0.5565285682678223,0.6024235486984253,0.39823007583618164,0.8723440766334534,
5,515,,,,,,,0.13654248416423798
