epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_loss
0,0.5993000864982605,9,,,,,,
0,0.3833082318305969,19,,,,,,
0,0.5000403523445129,29,,,,,,
0,0.30672821402549744,39,,,,,,
0,0.05761134251952171,49,,,,,,
0,0.06286141276359558,59,,,,,,
0,0.32283851504325867,69,,,,,,
0,0.32020679116249084,79,,,,,,
0,0.07305815815925598,89,,,,,,
0,0.32007360458374023,99,,,,,,
0,0.2354765683412552,109,,,,,,
0,0.07330036908388138,119,,,,,,
0,0.0653470978140831,129,,,,,,
0,0.06998736411333084,139,,,,,,
0,0.054854776710271835,149,,,,,,
0,0.04405725747346878,159,,,,,,
0,0.27816593647003174,169,,,,,,
0,0.7760584354400635,179,,,,,,
0,,186,0.8256960511207581,0.2772964835166931,0.3655618727207184,0.21727748215198517,0.1533740907907486,
1,0.04666201025247574,189,,,,,,
1,0.3332635462284088,199,,,,,,
1,0.059901922941207886,209,,,,,,
1,0.05729224532842636,219,,,,,,
1,0.04478960484266281,229,,,,,,
1,0.3716670274734497,239,,,,,,
1,0.25302863121032715,249,,,,,,
1,0.05259328708052635,259,,,,,,
1,0.06448213756084442,269,,,,,,
1,0.16674910485744476,279,,,,,,
1,0.2618445158004761,289,,,,,,
1,0.4820341169834137,299,,,,,,
1,0.051870837807655334,309,,,,,,
1,0.28320103883743286,319,,,,,,
1,0.05310492217540741,329,,,,,,
1,0.13285082578659058,339,,,,,,
1,0.1768779307603836,349,,,,,,
1,0.24421165883541107,359,,,,,,
1,0.05826149135828018,369,,,,,,
1,,373,0.876956045627594,0.4634803235530853,0.5290119647979736,0.41623038053512573,0.14591524004936218,
2,0.04064536839723587,379,,,,,,
2,0.19612637162208557,389,,,,,,
2,0.2545557916164398,399,,,,,,
2,0.04393848776817322,409,,,,,,
2,0.1368165910243988,419,,,,,,
2,0.2819395661354065,429,,,,,,
2,0.04820849746465683,439,,,,,,
2,0.45082712173461914,449,,,,,,
2,0.022159868851304054,459,,,,,,
2,0.029097191989421844,469,,,,,,
2,0.1755935400724411,479,,,,,,
2,0.15750651061534882,489,,,,,,
2,0.04083554446697235,499,,,,,,
2,0.10238108038902283,509,,,,,,
2,0.030383292585611343,519,,,,,,
2,0.14620061218738556,529,,,,,,
2,0.561397910118103,539,,,,,,
2,0.11470431834459305,549,,,,,,
2,0.21230024099349976,559,,,,,,
2,,560,0.9275891780853271,0.6875301003456116,0.7176206111907959,0.6570680737495422,0.12905453145503998,
3,0.21543245017528534,569,,,,,,
3,0.05054463818669319,579,,,,,,
3,0.19704313576221466,589,,,,,,
3,0.1012391671538353,599,,,,,,
3,0.17305906116962433,609,,,,,,
3,0.2294801026582718,619,,,,,,
3,0.06583153456449509,629,,,,,,
3,0.1731753796339035,639,,,,,,
3,0.11716344207525253,649,,,,,,
3,0.1522575467824936,659,,,,,,
3,0.03865646570920944,669,,,,,,
3,0.3634204864501953,679,,,,,,
3,0.3481765389442444,689,,,,,,
3,0.2248433232307434,699,,,,,,
3,0.15125185251235962,709,,,,,,
3,0.18208423256874084,719,,,,,,
3,0.051472268998622894,729,,,,,,
3,0.1819816380739212,739,,,,,,
3,,747,0.927589476108551,0.6812495589256287,0.7082139849662781,0.6544502377510071,0.11947609484195709,
4,0.034202396869659424,749,,,,,,
4,0.041164953261613846,759,,,,,,
4,0.02626512013375759,769,,,,,,
4,0.03909049183130264,779,,,,,,
4,0.018323780968785286,789,,,,,,
4,0.07435805350542068,799,,,,,,
4,0.20506244897842407,809,,,,,,
4,0.028361909091472626,819,,,,,,
4,0.09383583813905716,829,,,,,,
4,0.26776230335235596,839,,,,,,
4,0.02095089666545391,849,,,,,,
4,0.01656993292272091,859,,,,,,
4,0.11061636358499527,869,,,,,,
4,0.20326420664787292,879,,,,,,
4,0.10723459720611572,889,,,,,,
4,0.07043188065290451,899,,,,,,
4,0.3096030354499817,909,,,,,,
4,0.032786257565021515,919,,,,,,
4,0.02734316512942314,929,,,,,,
4,,934,0.9281365871429443,0.6849381923675537,0.7138103246688843,0.6596858501434326,0.1303279995918274,
5,,935,,,,,,0.1303279995918274
