train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0.7862703800201416,9,0,,,,,,
0.501615047454834,19,0,,,,,,
0.7662687301635742,29,0,,,,,,
0.30316200852394104,39,0,,,,,,
0.43372082710266113,49,0,,,,,,
0.4733635187149048,59,0,,,,,,
1.2810839414596558,69,0,,,,,,
0.38290074467658997,79,0,,,,,,
0.24637193977832794,89,0,,,,,,
0.4647023379802704,99,0,,,,,,
0.5591341257095337,109,0,,,,,,
0.2950398623943329,119,0,,,,,,
0.22085869312286377,129,0,,,,,,
1.2672401666641235,139,0,,,,,,
0.48192712664604187,149,0,,,,,,
0.20890378952026367,159,0,,,,,,
0.41069021821022034,169,0,,,,,,
0.23817650973796844,179,0,,,,,,
1.37496817111969,189,0,,,,,,
0.21053797006607056,199,0,,,,,,
0.15881207585334778,209,0,,,,,,
0.4600773751735687,219,0,,,,,,
0.34583669900894165,229,0,,,,,,
0.22230471670627594,239,0,,,,,,
0.09894415736198425,249,0,,,,,,
0.10336268693208694,259,0,,,,,,
0.20261381566524506,269,0,,,,,,
0.20069952309131622,279,0,,,,,,
0.09880148619413376,289,0,,,,,,
0.30093470215797424,299,0,,,,,,
0.17390815913677216,309,0,,,,,,
0.05359445884823799,319,0,,,,,,
0.35574427247047424,329,0,,,,,,
0.2697192430496216,339,0,,,,,,
0.2946370840072632,349,0,,,,,,
0.5256479978561401,359,0,,,,,,
,362,0,0.8786498308181763,0.6322260499000549,0.08884424716234207,0.43805310130119324,0.6063956618309021,
0.3803167939186096,369,1,,,,,,
0.121307872235775,379,1,,,,,,
0.9709904193878174,389,1,,,,,,
0.07288365066051483,399,1,,,,,,
0.33450037240982056,409,1,,,,,,
0.6679695844650269,419,1,,,,,,
0.24846774339675903,429,1,,,,,,
0.10349522531032562,439,1,,,,,,
0.11279361695051193,449,1,,,,,,
0.11265434324741364,459,1,,,,,,
0.0517200268805027,469,1,,,,,,
0.17261101305484772,479,1,,,,,,
0.08212529122829437,489,1,,,,,,
0.12385619431734085,499,1,,,,,,
0.31497377157211304,509,1,,,,,,
0.17786599695682526,519,1,,,,,,
1.9304594993591309,529,1,,,,,,
0.08189202845096588,539,1,,,,,,
0.1327364593744278,549,1,,,,,,
0.11392584443092346,559,1,,,,,,
0.29088425636291504,569,1,,,,,,
0.04126129299402237,579,1,,,,,,
0.10414683073759079,589,1,,,,,,
0.07823836803436279,599,1,,,,,,
0.23637962341308594,609,1,,,,,,
0.4294045567512512,619,1,,,,,,
0.04045471176505089,629,1,,,,,,
0.20622842013835907,639,1,,,,,,
0.06253797560930252,649,1,,,,,,
0.6633357405662537,659,1,,,,,,
0.08252277970314026,669,1,,,,,,
0.09274382144212723,679,1,,,,,,
0.13187256455421448,689,1,,,,,,
0.23713256418704987,699,1,,,,,,
0.4535382091999054,709,1,,,,,,
0.521136462688446,719,1,,,,,,
,725,1,0.8879427909851074,0.647530198097229,0.07724139839410782,0.4690265357494354,0.6212645769119263,
0.08737913519144058,729,2,,,,,,
0.3677394688129425,739,2,,,,,,
0.21011826395988464,749,2,,,,,,
0.06263960152864456,759,2,,,,,,
0.11712788790464401,769,2,,,,,,
0.11265510320663452,779,2,,,,,,
0.09846018999814987,789,2,,,,,,
0.15572720766067505,799,2,,,,,,
0.2114228457212448,809,2,,,,,,
0.12581388652324677,819,2,,,,,,
0.04786422848701477,829,2,,,,,,
0.0349741131067276,839,2,,,,,,
0.5990943908691406,849,2,,,,,,
0.048289600759744644,859,2,,,,,,
0.2574232220649719,869,2,,,,,,
0.15131105482578278,879,2,,,,,,
0.26108837127685547,889,2,,,,,,
0.020729999989271164,899,2,,,,,,
0.17067992687225342,909,2,,,,,,
0.22494372725486755,919,2,,,,,,
0.0845196545124054,929,2,,,,,,
0.1664915531873703,939,2,,,,,,
0.012053369544446468,949,2,,,,,,
0.22376200556755066,959,2,,,,,,
0.1822350174188614,969,2,,,,,,
0.2525556683540344,979,2,,,,,,
0.14783643186092377,989,2,,,,,,
0.2246031016111374,999,2,,,,,,
0.06959094107151031,1009,2,,,,,,
0.02614396996796131,1019,2,,,,,,
0.4568341076374054,1029,2,,,,,,
0.009795654565095901,1039,2,,,,,,
0.12569595873355865,1049,2,,,,,,
0.5030812621116638,1059,2,,,,,,
0.15656739473342896,1069,2,,,,,,
0.04886007308959961,1079,2,,,,,,
,1088,2,0.8904934525489807,0.6595850586891174,0.08542493730783463,0.48230087757110596,0.6337853670120239,
0.03269718214869499,1089,3,,,,,,
1.2229878902435303,1099,3,,,,,,
0.011318284086883068,1109,3,,,,,,
0.0031213280744850636,1119,3,,,,,,
0.009319407865405083,1129,3,,,,,,
0.03472861647605896,1139,3,,,,,,
0.11571690440177917,1149,3,,,,,,
0.11970317363739014,1159,3,,,,,,
0.05866179242730141,1169,3,,,,,,
0.05239669978618622,1179,3,,,,,,
0.004992534406483173,1189,3,,,,,,
0.013066957704722881,1199,3,,,,,,
0.0060244663618505,1209,3,,,,,,
0.04822443053126335,1219,3,,,,,,
0.004080208484083414,1229,3,,,,,,
0.009456970728933811,1239,3,,,,,,
0.011608550325036049,1249,3,,,,,,
0.027738219127058983,1259,3,,,,,,
0.06419828534126282,1269,3,,,,,,
0.003168839029967785,1279,3,,,,,,
0.02344154380261898,1289,3,,,,,,
0.01751624047756195,1299,3,,,,,,
0.07630454003810883,1309,3,,,,,,
0.003538688411936164,1319,3,,,,,,
0.14696823060512543,1329,3,,,,,,
0.005966734141111374,1339,3,,,,,,
0.00912154745310545,1349,3,,,,,,
