train_loss,epoch,step,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,test_loss
0.10066711157560349,0,9,,,,,,
0.0688576027750969,0,19,,,,,,
0.04241209477186203,0,29,,,,,,
0.10185512155294418,0,39,,,,,,
0.047957032918930054,0,49,,,,,,
0.05352228507399559,0,59,,,,,,
0.06328346580266953,0,69,,,,,,
0.04108402878046036,0,79,,,,,,
0.0473770834505558,0,89,,,,,,
0.05360478535294533,0,99,,,,,,
0.06149999424815178,0,109,,,,,,
0.07097691297531128,0,119,,,,,,
0.04463617876172066,0,129,,,,,,
0.06678145378828049,0,139,,,,,,
0.06175144761800766,0,149,,,,,,
0.04317215830087662,0,159,,,,,,
0.07996080815792084,0,169,,,,,,
0.07013340294361115,0,179,,,,,,
0.05809061601758003,0,189,,,,,,
0.049062635749578476,0,199,,,,,,
0.048980336636304855,0,209,,,,,,
0.056953057646751404,0,219,,,,,,
0.06764133274555206,0,229,,,,,,
0.06942635774612427,0,239,,,,,,
0.06603847444057465,0,249,,,,,,
,0,249,0.3721909821033478,0.43973344564437866,0.3071253001689911,0.08927386999130249,0.8574824333190918,
0.06512022763490677,1,259,,,,,,
0.04528792202472687,1,269,,,,,,
0.043569210916757584,1,279,,,,,,
0.05473451688885689,1,289,,,,,,
0.07182788848876953,1,299,,,,,,
0.07025201618671417,1,309,,,,,,
0.060481905937194824,1,319,,,,,,
0.06287359446287155,1,329,,,,,,
0.06393107771873474,1,339,,,,,,
0.058967892080545425,1,349,,,,,,
0.06734298169612885,1,359,,,,,,
0.04602648317813873,1,369,,,,,,
0.045663412660360336,1,379,,,,,,
0.04867321997880936,1,389,,,,,,
0.038750093430280685,1,399,,,,,,
0.052578940987586975,1,409,,,,,,
0.06313526630401611,1,419,,,,,,
0.05320655554533005,1,429,,,,,,
0.03942184895277023,1,439,,,,,,
0.062081269919872284,1,449,,,,,,
0.04331354424357414,1,459,,,,,,
0.04286792501807213,1,469,,,,,,
0.06384716182947159,1,479,,,,,,
0.05569417029619217,1,489,,,,,,
0.058935005217790604,1,499,,,,,,
,1,499,0.37856724858283997,0.4503856897354126,0.31449630856513977,0.10685006529092789,0.8610967397689819,
0.06036144495010376,2,509,,,,,,
0.043266475200653076,2,519,,,,,,
0.04275297746062279,2,529,,,,,,
0.04742708429694176,2,539,,,,,,
0.06606417894363403,2,549,,,,,,
0.06208498403429985,2,559,,,,,,
0.05482827499508858,2,569,,,,,,
0.05711531266570091,2,579,,,,,,
0.055809807032346725,2,589,,,,,,
0.054539646953344345,2,599,,,,,,
0.06130503490567207,2,609,,,,,,
0.042539454996585846,2,619,,,,,,
0.04387644678354263,2,629,,,,,,
0.042839258909225464,2,639,,,,,,
0.03583106771111488,2,649,,,,,,
0.04564738646149635,2,659,,,,,,
0.056912392377853394,2,669,,,,,,
0.045445241034030914,2,679,,,,,,
0.03457219526171684,2,689,,,,,,
0.057683251798152924,2,699,,,,,,
0.04124855995178223,2,709,,,,,,
0.036742936819791794,2,719,,,,,,
0.048034388571977615,2,729,,,,,,
0.04953324422240257,2,739,,,,,,
0.05067078396677971,2,749,,,,,,
,2,749,0.4021480977535248,0.46624118089675903,0.34152334928512573,0.12011013925075531,0.8663374185562134,
0.05966078117489815,3,759,,,,,,
0.039170704782009125,3,769,,,,,,
0.037678882479667664,3,779,,,,,,
0.0369790680706501,3,789,,,,,,
0.05307181179523468,3,799,,,,,,
0.05464096739888191,3,809,,,,,,
0.04809531942009926,3,819,,,,,,
0.04926175996661186,3,829,,,,,,
0.04376766085624695,3,839,,,,,,
0.05075062811374664,3,849,,,,,,
0.04928708076477051,3,859,,,,,,
0.04009684920310974,3,869,,,,,,
0.04365505650639534,3,879,,,,,,
0.0332927331328392,3,889,,,,,,
0.028774762526154518,3,899,,,,,,
0.03657301887869835,3,909,,,,,,
0.045850981026887894,3,919,,,,,,
0.03411201015114784,3,929,,,,,,
0.026282574981451035,3,939,,,,,,
0.04307739809155464,3,949,,,,,,
0.03833300620317459,3,959,,,,,,
0.02938133105635643,3,969,,,,,,
0.03419782221317291,3,979,,,,,,
0.0434335395693779,3,989,,,,,,
0.036667242646217346,3,999,,,,,,
,3,999,0.3982449769973755,0.46510565280914307,0.3366093337535858,0.2359892874956131,0.8663712739944458,
0.04825714975595474,4,1009,,,,,,
0.030409153550863266,4,1019,,,,,,
0.03585435450077057,4,1029,,,,,,
0.01989772543311119,4,1039,,,,,,
0.033716004341840744,4,1049,,,,,,
0.03876731917262077,4,1059,,,,,,
0.0324426107108593,4,1069,,,,,,
0.027168525382876396,4,1079,,,,,,
0.02075328305363655,4,1089,,,,,,
0.04159490764141083,4,1099,,,,,,
0.030598685145378113,4,1109,,,,,,
0.02611405961215496,4,1119,,,,,,
0.03828321397304535,4,1129,,,,,,
0.01252882368862629,4,1139,,,,,,
0.011781022883951664,4,1149,,,,,,
0.016191944479942322,4,1159,,,,,,
0.017729848623275757,4,1169,,,,,,
0.014923455193638802,4,1179,,,,,,
0.015194226056337357,4,1189,,,,,,
0.013673029839992523,4,1199,,,,,,
0.03484363481402397,4,1209,,,,,,
0.010540180839598179,4,1219,,,,,,
0.011075321584939957,4,1229,,,,,,
0.02279525250196457,4,1239,,,,,,
0.018332168459892273,4,1249,,,,,,
,4,1249,0.41341230273246765,0.4686783254146576,0.35380834341049194,0.4713442921638489,0.8685694336891174,
,5,1250,,,,,,0.4713442921638489
