step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
9,0,1.3443052768707275,,,,,,,,,,
19,0,0.3831946849822998,,,,,,,,,,
29,0,0.6357572674751282,,,,,,,,,,
39,0,0.4970504939556122,,,,,,,,,,
49,0,0.6100375652313232,,,,,,,,,,
59,0,0.28972896933555603,,,,,,,,,,
69,0,0.24783223867416382,,,,,,,,,,
79,0,0.3786529004573822,,,,,,,,,,
89,0,0.3469330668449402,,,,,,,,,,
99,0,0.4392474591732025,,,,,,,,,,
109,0,0.37277576327323914,,,,,,,,,,
119,0,0.3140561282634735,,,,,,,,,,
129,0,0.1658913940191269,,,,,,,,,,
139,0,0.4371236562728882,,,,,,,,,,
149,0,0.2954932451248169,,,,,,,,,,
159,0,0.3283665180206299,,,,,,,,,,
169,0,0.186265230178833,,,,,,,,,,
178,0,,0.22508463263511658,0.36855843663215637,0.7992743253707886,0.35189157724380493,0.3110749125480652,,,,,
179,1,0.2453998476266861,,,,,,,,,,
189,1,0.2418132722377777,,,,,,,,,,
199,1,0.3143991231918335,,,,,,,,,,
209,1,0.16404739022254944,,,,,,,,,,
219,1,0.2695062756538391,,,,,,,,,,
229,1,0.282712459564209,,,,,,,,,,
239,1,0.22098012268543243,,,,,,,,,,
249,1,0.298793762922287,,,,,,,,,,
259,1,0.31683433055877686,,,,,,,,,,
269,1,0.28687402606010437,,,,,,,,,,
279,1,0.20573367178440094,,,,,,,,,,
289,1,0.17638273537158966,,,,,,,,,,
299,1,0.3588283956050873,,,,,,,,,,
309,1,0.24210216104984283,,,,,,,,,,
319,1,0.190873384475708,,,,,,,,,,
329,1,0.1975298672914505,,,,,,,,,,
339,1,0.26201632618904114,,,,,,,,,,
349,1,0.233232781291008,,,,,,,,,,
357,1,,0.19142179191112518,0.42206594347953796,0.8183322548866272,0.4128972887992859,0.371335506439209,,,,,
359,2,nan,,,,,,,,,,
369,2,0.21034279465675354,,,,,,,,,,
379,2,0.26738423109054565,,,,,,,,,,
389,2,0.202877476811409,,,,,,,,,,
399,2,0.15851913392543793,,,,,,,,,,
409,2,0.1895282119512558,,,,,,,,,,
419,2,0.25255370140075684,,,,,,,,,,
429,2,0.16391369700431824,,,,,,,,,,
439,2,0.1839308738708496,,,,,,,,,,
449,2,0.27254626154899597,,,,,,,,,,
459,2,0.28153160214424133,,,,,,,,,,
469,2,0.21989932656288147,,,,,,,,,,
479,2,0.27439209818840027,,,,,,,,,,
489,2,0.14603810012340546,,,,,,,,,,
499,2,0.14753447473049164,,,,,,,,,,
509,2,0.16219161450862885,,,,,,,,,,
519,2,0.15960124135017395,,,,,,,,,,
529,2,0.15926064550876617,,,,,,,,,,
536,2,,0.18159332871437073,0.44772887229919434,0.8357592821121216,0.4328402578830719,0.3843648135662079,,,,,
539,3,0.20986969769001007,,,,,,,,,,
549,3,0.17079994082450867,,,,,,,,,,
559,3,0.32883450388908386,,,,,,,,,,
569,3,0.25038424134254456,,,,,,,,,,
579,3,0.22957348823547363,,,,,,,,,,
589,3,0.20191718637943268,,,,,,,,,,
599,3,0.16405467689037323,,,,,,,,,,
609,3,0.24953699111938477,,,,,,,,,,
619,3,0.15020862221717834,,,,,,,,,,
629,3,0.23477637767791748,,,,,,,,,,
639,3,0.1828518509864807,,,,,,,,,,
649,3,0.22193694114685059,,,,,,,,,,
659,3,0.15877962112426758,,,,,,,,,,
669,3,0.2415468990802765,,,,,,,,,,
679,3,0.19694370031356812,,,,,,,,,,
689,3,0.1397017389535904,,,,,,,,,,
699,3,0.1391655057668686,,,,,,,,,,
709,3,0.17642956972122192,,,,,,,,,,
715,3,,0.17165012657642365,0.4497414529323578,0.8384456038475037,0.4419987201690674,0.3925081491470337,,,,,
719,4,0.13018657267093658,,,,,,,,,,
729,4,0.2503690719604492,,,,,,,,,,
739,4,0.12170379608869553,,,,,,,,,,
749,4,0.11636806279420853,,,,,,,,,,
759,4,0.24034763872623444,,,,,,,,,,
769,4,0.17631688714027405,,,,,,,,,,
779,4,0.17509876191616058,,,,,,,,,,
789,4,0.19198386371135712,,,,,,,,,,
799,4,0.15846966207027435,,,,,,,,,,
809,4,0.1720729023218155,,,,,,,,,,
819,4,0.24231092631816864,,,,,,,,,,
829,4,0.13537733256816864,,,,,,,,,,
839,4,0.22114738821983337,,,,,,,,,,
849,4,0.2451922744512558,,,,,,,,,,
859,4,0.19504223763942719,,,,,,,,,,
869,4,0.1773398071527481,,,,,,,,,,
879,4,0.2010495811700821,,,,,,,,,,
889,4,0.13239659368991852,,,,,,,,,,
894,4,,0.16172920167446136,0.47991785407066345,0.8484346270561218,0.4720950126647949,0.4267100989818573,,,,,
895,5,,,,,,,0.8484346270561218,0.16172920167446136,0.47991785407066345,0.4720950126647949,0.4267100989818573
