train_loss,epoch,step,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
0.32457008957862854,0,9,,,,,,
0.3017338812351227,0,19,,,,,,
0.38762912154197693,0,29,,,,,,
0.2931196391582489,0,39,,,,,,
0.3801378309726715,0,49,,,,,,
0.33804696798324585,0,59,,,,,,
0.2523071765899658,0,69,,,,,,
0.32429471611976624,0,79,,,,,,
0.4174955487251282,0,89,,,,,,
0.21641580760478973,0,99,,,,,,
0.2026118040084839,0,109,,,,,,
0.17076216638088226,0,119,,,,,,
0.23518966138362885,0,129,,,,,,
0.1900109201669693,0,139,,,,,,
0.4012126326560974,0,149,,,,,,
0.12705112993717194,0,159,,,,,,
0.20670314133167267,0,169,,,,,,
0.21370823681354523,0,179,,,,,,
0.22075216472148895,0,189,,,,,,
0.4819311499595642,0,199,,,,,,
,0,204,0.1274133175611496,0.28117913007736206,0.5188279747962952,0.8571553230285645,0.5851196646690369,
0.21671082079410553,1,209,,,,,,
0.28582271933555603,1,219,,,,,,
0.4244078993797302,1,229,,,,,,
0.057911813259124756,1,239,,,,,,
0.23235169053077698,1,249,,,,,,
0.2250623106956482,1,259,,,,,,
0.14419937133789062,1,269,,,,,,
1.353048324584961,1,279,,,,,,
0.11469454318284988,1,289,,,,,,
0.4623661935329437,1,299,,,,,,
0.16166408360004425,1,309,,,,,,
0.3444472551345825,1,319,,,,,,
0.14991290867328644,1,329,,,,,,
0.18759572505950928,1,339,,,,,,
0.17619553208351135,1,349,,,,,,
0.24313746392726898,1,359,,,,,,
0.23672781884670258,1,369,,,,,,
0.1650475263595581,1,379,,,,,,
0.22220827639102936,1,389,,,,,,
0.2138758897781372,1,399,,,,,,
0.22291621565818787,1,409,,,,,,
,1,409,0.12264606356620789,0.3174603283405304,0.5511044859886169,0.8671430945396423,0.6146959662437439,
0.09635885804891586,2,419,,,,,,
0.1880429983139038,2,429,,,,,,
0.26836395263671875,2,439,,,,,,
0.11014374345541,2,449,,,,,,
0.23029062151908875,2,459,,,,,,
0.07164326310157776,2,469,,,,,,
0.9549064040184021,2,479,,,,,,
0.10432257503271103,2,489,,,,,,
0.07382834702730179,2,499,,,,,,
0.15605950355529785,2,509,,,,,,
0.12250454723834991,2,519,,,,,,
0.11619275063276291,2,529,,,,,,
0.07389570027589798,2,539,,,,,,
0.18615908920764923,2,549,,,,,,
0.1465568244457245,2,559,,,,,,
0.21305720508098602,2,569,,,,,,
0.24251805245876312,2,579,,,,,,
0.14317873120307922,2,589,,,,,,
0.2769385874271393,2,599,,,,,,
0.08812837302684784,2,609,,,,,,
,2,614,0.12033083289861679,0.3401360511779785,0.561983048915863,0.8704032897949219,0.6205160617828369,
0.14944030344486237,3,619,,,,,,
0.14121957123279572,3,629,,,,,,
0.34820640087127686,3,639,,,,,,
0.04368722066283226,3,649,,,,,,
0.17423222959041595,3,659,,,,,,
0.2310212254524231,3,669,,,,,,
0.13426746428012848,3,679,,,,,,
1.0706286430358887,3,689,,,,,,
0.08044490963220596,3,699,,,,,,
0.3233455419540405,3,709,,,,,,
0.09960829466581345,3,719,,,,,,
0.23797352612018585,3,729,,,,,,
0.07943570613861084,3,739,,,,,,
0.12812253832817078,3,749,,,,,,
0.14526085555553436,3,759,,,,,,
0.18882755935192108,3,769,,,,,,
0.2213495820760727,3,779,,,,,,
0.18288737535476685,3,789,,,,,,
0.16412968933582306,3,799,,,,,,
0.17442968487739563,3,809,,,,,,
0.19339610636234283,3,819,,,,,,
,3,819,0.11174599826335907,0.33786848187446594,0.5568146109580994,0.8693116903305054,0.6163018941879272,
0.08816876262426376,4,829,,,,,,
0.1768953949213028,4,839,,,,,,
0.24566000699996948,4,849,,,,,,
0.06630095839500427,4,859,,,,,,
0.08644057810306549,4,869,,,,,,
0.029063379392027855,4,879,,,,,,
0.7884054780006409,4,889,,,,,,
0.0746476873755455,4,899,,,,,,
0.08158466964960098,4,909,,,,,,
0.13363756239414215,4,919,,,,,,
0.1008426621556282,4,929,,,,,,
0.09110412001609802,4,939,,,,,,
0.06491436064243317,4,949,,,,,,
0.11439407616853714,4,959,,,,,,
0.15971435606479645,4,969,,,,,,
0.1464373916387558,4,979,,,,,,
0.09919974207878113,4,989,,,,,,
0.10717926919460297,4,999,,,,,,
0.24172383546829224,4,1009,,,,,,
0.07737749069929123,4,1019,,,,,,
,4,1024,0.11478792130947113,0.35374149680137634,0.5696688294410706,0.8742989301681519,0.6285513639450073,
,5,1025,,,,,,0.11478792130947113
