epoch,step,train_loss,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_loss
0,9,0.4816300868988037,,,,,,
0,19,0.4711918532848358,,,,,,
0,29,0.31734368205070496,,,,,,
0,39,0.4826209247112274,,,,,,
0,49,0.3798817992210388,,,,,,
0,59,0.5281445384025574,,,,,,
0,69,0.34706827998161316,,,,,,
0,79,0.2462455779314041,,,,,,
0,89,0.2710253596305847,,,,,,
0,99,0.2505100667476654,,,,,,
0,107,,0.5891298651695251,0.17592960596084595,0.3675675690174103,0.8581447601318359,0.5508261322975159,
1,109,0.5252555012702942,,,,,,
1,119,0.578177809715271,,,,,,
1,129,0.20848363637924194,,,,,,
1,139,0.17575828731060028,,,,,,
1,149,0.3551950454711914,,,,,,
1,159,0.6881789565086365,,,,,,
1,169,0.24383224546909332,,,,,,
1,179,0.22657328844070435,,,,,,
1,189,0.29940515756607056,,,,,,
1,199,0.6194890141487122,,,,,,
1,209,0.5724796652793884,,,,,,
1,215,,0.6341289281845093,0.16003885865211487,0.44324323534965515,0.8784720301628113,0.6016993522644043,
2,219,0.07297895103693008,,,,,,
2,229,0.18968883156776428,,,,,,
2,239,0.18326668441295624,,,,,,
2,249,0.6626901626586914,,,,,,
2,259,0.09839556366205215,,,,,,
2,269,0.1768096685409546,,,,,,
2,279,0.3648182153701782,,,,,,
2,289,0.37218227982521057,,,,,,
2,299,0.22804243862628937,,,,,,
2,309,0.3351038992404938,,,,,,
2,319,0.22567634284496307,,,,,,
2,323,,0.6424870491027832,0.1585109382867813,0.4702702760696411,0.8835890293121338,0.6154757738113403,
3,329,0.1513434201478958,,,,,,
3,339,0.0677562728524208,,,,,,
3,349,0.3217705190181732,,,,,,
3,359,0.07759802043437958,,,,,,
3,369,0.1338876187801361,,,,,,
3,379,0.1377669721841812,,,,,,
3,389,0.14463487267494202,,,,,,
3,399,0.12153099477291107,,,,,,
3,409,0.3935922086238861,,,,,,
3,419,0.09480194002389908,,,,,,
3,429,0.10515615344047546,,,,,,
3,431,,0.6421913504600525,0.1643141210079193,0.4810810685157776,0.8856986165046692,0.6202090382575989,
4,439,0.23674239218235016,,,,,,
4,449,0.1499651074409485,,,,,,
4,459,0.5515123009681702,,,,,,
4,469,0.05180932953953743,,,,,,
4,479,0.20583051443099976,,,,,,
4,489,0.09570252150297165,,,,,,
4,499,1.4882947206497192,,,,,,
4,509,0.19293507933616638,,,,,,
4,519,0.13724972307682037,,,,,,
4,529,0.31669899821281433,,,,,,
4,539,0.4099474847316742,,,,,,
4,539,,0.6651491522789001,0.15708604454994202,0.49189189076423645,0.8920031785964966,0.6431476473808289,
5,540,,,,,,,0.15708604454994202
