epoch,train_loss,step,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
0,0.5541447401046753,9,,,,,,
0,0.41958287358283997,19,,,,,,
0,0.45681023597717285,29,,,,,,
0,0.20741577446460724,39,,,,,,
0,0.17405250668525696,49,,,,,,
0,0.37788382172584534,59,,,,,,
0,0.25407156348228455,69,,,,,,
0,0.2605988681316376,79,,,,,,
0,0.21583451330661774,89,,,,,,
0,0.19350405037403107,99,,,,,,
0,0.23925498127937317,109,,,,,,
0,0.14448164403438568,119,,,,,,
0,0.24504205584526062,129,,,,,,
0,0.14194433391094208,139,,,,,,
0,0.11426585167646408,149,,,,,,
0,0.2102924883365631,159,,,,,,
0,0.16345874965190887,169,,,,,,
0,0.14002999663352966,179,,,,,,
0,0.179886594414711,189,,,,,,
0,0.1089734137058258,199,,,,,,
0,0.27874311804771423,209,,,,,,
0,0.27367889881134033,219,,,,,,
0,0.17372609674930573,229,,,,,,
0,0.20619505643844604,239,,,,,,
0,0.21215666830539703,249,,,,,,
0,0.16670098900794983,259,,,,,,
0,0.17136767506599426,269,,,,,,
0,0.1434757262468338,279,,,,,,
0,0.17529509961605072,289,,,,,,
0,0.11984580755233765,299,,,,,,
0,0.19182604551315308,309,,,,,,
0,0.17458470165729523,319,,,,,,
0,0.18288543820381165,329,,,,,,
0,0.203719362616539,339,,,,,,
0,0.2533780038356781,349,,,,,,
0,0.21772024035453796,359,,,,,,
0,0.16011212766170502,369,,,,,,
0,0.10224709659814835,379,,,,,,
0,0.20419558882713318,389,,,,,,
0,0.2064923346042633,399,,,,,,
0,0.2820214629173279,409,,,,,,
0,0.09803082793951035,419,,,,,,
0,0.18670788407325745,429,,,,,,
0,0.13548067212104797,439,,,,,,
0,0.14753733575344086,449,,,,,,
0,0.16490736603736877,459,,,,,,
0,0.1262579709291458,469,,,,,,
0,0.24539309740066528,479,,,,,,
0,0.16607937216758728,489,,,,,,
0,0.20667901635169983,499,,,,,,
0,0.18001526594161987,509,,,,,,
0,0.12254206836223602,519,,,,,,
0,0.25667905807495117,529,,,,,,
0,0.16054052114486694,539,,,,,,
0,0.17645227909088135,549,,,,,,
0,0.10276368260383606,559,,,,,,
0,0.15311385691165924,569,,,,,,
0,0.19258436560630798,579,,,,,,
0,0.11479783058166504,589,,,,,,
0,0.1270105242729187,599,,,,,,
0,0.12027677893638611,609,,,,,,
0,0.18101219832897186,619,,,,,,
0,0.15235091745853424,629,,,,,,
0,0.14760300517082214,639,,,,,,
0,0.0691211074590683,649,,,,,,
0,0.1605825424194336,659,,,,,,
0,0.11731550842523575,669,,,,,,
0,0.09608009457588196,679,,,,,,
0,0.15898551046848297,689,,,,,,
0,0.1658182293176651,699,,,,,,
0,0.1309080421924591,709,,,,,,
0,0.14052915573120117,719,,,,,,
0,0.07477784901857376,729,,,,,,
0,0.09190203249454498,739,,,,,,
0,0.12888194620609283,749,,,,,,
0,0.11355431377887726,759,,,,,,
0,0.0894257128238678,769,,,,,,
0,0.12699568271636963,779,,,,,,
0,0.11167079210281372,789,,,,,,
0,0.1063641607761383,799,,,,,,
0,0.07259869575500488,809,,,,,,
0,0.17251405119895935,819,,,,,,
0,0.0686912015080452,829,,,,,,
0,0.2351587861776352,839,,,,,,
0,0.09175451844930649,849,,,,,,
0,0.0720672532916069,859,,,,,,
0,0.15540799498558044,869,,,,,,
0,0.07606909424066544,879,,,,,,
0,0.17282360792160034,889,,,,,,
0,0.11963983625173569,899,,,,,,
0,0.07389561086893082,909,,,,,,
0,0.07215522974729538,919,,,,,,
0,0.0940093845129013,929,,,,,,
0,0.10601281374692917,939,,,,,,
0,0.08659949898719788,949,,,,,,
0,0.07718340307474136,959,,,,,,
0,0.07578857243061066,969,,,,,,
0,0.13239715993404388,979,,,,,,
0,0.10130671411752701,989,,,,,,
0,0.06039093807339668,999,,,,,,
0,0.049897368997335434,1009,,,,,,
0,0.11093330383300781,1019,,,,,,
0,0.09231176227331161,1029,,,,,,
0,0.15438714623451233,1039,,,,,,
