train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,test_loss
0.5365594625473022,0,9,,,,,,
0.5318699479103088,0,19,,,,,,
1.3684054613113403,0,29,,,,,,
1.041154146194458,0,39,,,,,,
0.46270066499710083,0,49,,,,,,
0.3571905791759491,0,59,,,,,,
0.531412661075592,0,69,,,,,,
0.31215861439704895,0,79,,,,,,
0.42828869819641113,0,89,,,,,,
0.48016107082366943,0,99,,,,,,
0.32639244198799133,0,109,,,,,,
0.6137090921401978,0,119,,,,,,
0.42577531933784485,0,129,,,,,,
0.23520663380622864,0,139,,,,,,
0.2673439085483551,0,149,,,,,,
0.3486082851886749,0,159,,,,,,
0.1655324250459671,0,169,,,,,,
0.22301281988620758,0,179,,,,,,
0.3125290274620056,0,189,,,,,,
0.48500293493270874,0,199,,,,,,
0.341869980096817,0,209,,,,,,
0.638053834438324,0,219,,,,,,
0.41816720366477966,0,229,,,,,,
0.7793866395950317,0,239,,,,,,
0.21947059035301208,0,249,,,,,,
0.5740237832069397,0,259,,,,,,
0.3612370193004608,0,269,,,,,,
0.19294394552707672,0,279,,,,,,
0.14517131447792053,0,289,,,,,,
0.18835808336734772,0,299,,,,,,
0.0609346479177475,0,309,,,,,,
0.20146062970161438,0,319,,,,,,
0.10252558439970016,0,329,,,,,,
0.06027806177735329,0,339,,,,,,
,0,339,0.8787094354629517,0.5794249176979065,0.438914030790329,0.09503457695245743,0.6149218678474426,
0.1429326832294464,1,349,,,,,,
0.41504573822021484,1,359,,,,,,
0.3829120695590973,1,369,,,,,,
0.29115018248558044,1,379,,,,,,
0.44860032200813293,1,389,,,,,,
0.11927586048841476,1,399,,,,,,
0.2104450762271881,1,409,,,,,,
0.5222546458244324,1,419,,,,,,
0.3382194936275482,1,429,,,,,,
0.36854541301727295,1,439,,,,,,
0.14187423884868622,1,449,,,,,,
0.3220956027507782,1,459,,,,,,
0.21671989560127258,1,469,,,,,,
0.293407142162323,1,479,,,,,,
0.1291080117225647,1,489,,,,,,
0.10343778133392334,1,499,,,,,,
0.12907814979553223,1,509,,,,,,
0.1369696408510208,1,519,,,,,,
0.24578656256198883,1,529,,,,,,
0.11912424862384796,1,539,,,,,,
0.5173000693321228,1,549,,,,,,
0.41893598437309265,1,559,,,,,,
0.03483761474490166,1,569,,,,,,
0.0539797767996788,1,579,,,,,,
0.31828680634498596,1,589,,,,,,
0.4133705496788025,1,599,,,,,,
0.3118373453617096,1,609,,,,,,
0.45435258746147156,1,619,,,,,,
0.35277047753334045,1,629,,,,,,
0.1845119595527649,1,639,,,,,,
0.06723731756210327,1,649,,,,,,
0.07292233407497406,1,659,,,,,,
0.1951407492160797,1,669,,,,,,
0.11176341027021408,1,679,,,,,,
,1,679,0.8806565403938293,0.5915330052375793,0.4570135772228241,0.09925351291894913,0.618776261806488,
0.043863628059625626,2,689,,,,,,
0.20796383917331696,2,699,,,,,,
0.22724798321723938,2,709,,,,,,
0.17443135380744934,2,719,,,,,,
0.2779182195663452,2,729,,,,,,
0.07355363667011261,2,739,,,,,,
0.0737074613571167,2,749,,,,,,
0.24122856557369232,2,759,,,,,,
0.12593649327754974,2,769,,,,,,
0.15728749334812164,2,779,,,,,,
0.05776767432689667,2,789,,,,,,
0.16436733305454254,2,799,,,,,,
0.0999377965927124,2,809,,,,,,
0.17176923155784607,2,819,,,,,,
0.06259948760271072,2,829,,,,,,
0.03686388581991196,2,839,,,,,,
0.09185051918029785,2,849,,,,,,
0.08007201552391052,2,859,,,,,,
0.1685556173324585,2,869,,,,,,
0.034171584993600845,2,879,,,,,,
0.25626975297927856,2,889,,,,,,
0.15537814795970917,2,899,,,,,,
0.015006260015070438,2,909,,,,,,
0.059886280447244644,2,919,,,,,,
0.1262645274400711,2,929,,,,,,
0.22527067363262177,2,939,,,,,,
0.0978611409664154,2,949,,,,,,
0.20291483402252197,2,959,,,,,,
0.13681863248348236,2,969,,,,,,
0.07750439643859863,2,979,,,,,,
0.017370635643601418,2,989,,,,,,
0.02773158624768257,2,999,,,,,,
0.14359956979751587,2,1009,,,,,,
0.004910417832434177,2,1019,,,,,,
,2,1019,0.8895121812820435,0.6148961782455444,0.4841628968715668,0.09923990070819855,0.6396211385726929,
0.024942778050899506,3,1029,,,,,,
0.07733722776174545,3,1039,,,,,,
