train_loss,step,epoch,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_loss
0.10979799926280975,9,0,,,,,,
0.06626947224140167,19,0,,,,,,
0.05977507308125496,29,0,,,,,,
0.09081248939037323,39,0,,,,,,
0.04377825930714607,49,0,,,,,,
0.0769888386130333,59,0,,,,,,
0.05304604023694992,69,0,,,,,,
0.05610625818371773,79,0,,,,,,
0.06750866770744324,89,0,,,,,,
0.061135292053222656,99,0,,,,,,
0.07174807041883469,109,0,,,,,,
0.07392825931310654,119,0,,,,,,
0.06826281547546387,129,0,,,,,,
0.049763817340135574,139,0,,,,,,
0.05793067067861557,149,0,,,,,,
0.06488841772079468,159,0,,,,,,
0.037236589938402176,169,0,,,,,,
0.0645524337887764,179,0,,,,,,
,180,0,0.360954612493515,0.2960372865200043,0.11308389902114868,0.8551780581474304,0.43172404170036316,
0.04753566533327103,189,1,,,,,,
0.06698859483003616,199,1,,,,,,
0.05952303111553192,209,1,,,,,,
0.04601791873574257,219,1,,,,,,
0.0533151812851429,229,1,,,,,,
0.04008292034268379,239,1,,,,,,
0.04142846539616585,249,1,,,,,,
0.051292482763528824,259,1,,,,,,
0.05569979548454285,269,1,,,,,,
0.06346598267555237,279,1,,,,,,
0.042132921516895294,289,1,,,,,,
0.038972727954387665,299,1,,,,,,
0.047517500817775726,309,1,,,,,,
0.04656289145350456,319,1,,,,,,
0.046048231422901154,329,1,,,,,,
0.030832238495349884,339,1,,,,,,
0.042428839951753616,349,1,,,,,,
0.040748901665210724,359,1,,,,,,
,361,1,0.6822064518928528,0.6456876397132874,0.0629400685429573,0.9273182153701782,0.7075439095497131,
0.03291594609618187,369,2,,,,,,
0.03659801930189133,379,2,,,,,,
0.026038752868771553,389,2,,,,,,
0.0284907054156065,399,2,,,,,,
0.03669976815581322,409,2,,,,,,
0.024555066600441933,419,2,,,,,,
0.02485230378806591,429,2,,,,,,
0.025951102375984192,439,2,,,,,,
0.02417743392288685,449,2,,,,,,
0.026364766061306,459,2,,,,,,
0.03547191992402077,469,2,,,,,,
0.02304290235042572,479,2,,,,,,
0.016727160662412643,489,2,,,,,,
0.01704242452979088,499,2,,,,,,
0.04131614789366722,509,2,,,,,,
0.01771814003586769,519,2,,,,,,
0.013000314123928547,529,2,,,,,,
0.023991242051124573,539,2,,,,,,
,542,2,0.703243613243103,0.6689976453781128,0.07238034158945084,0.9330997467041016,0.725530743598938,
0.012136828154325485,549,3,,,,,,
0.004432613030076027,559,3,,,,,,
0.00743028474971652,569,3,,,,,,
0.027417298406362534,579,3,,,,,,
0.03282051533460617,589,3,,,,,,
0.0139168007299304,599,3,,,,,,
0.026428785175085068,609,3,,,,,,
0.016511280089616776,619,3,,,,,,
0.016604159027338028,629,3,,,,,,
0.016567112877964973,639,3,,,,,,
0.022829608991742134,649,3,,,,,,
0.01001280639320612,659,3,,,,,,
0.016434336081147194,669,3,,,,,,
0.005658973474055529,679,3,,,,,,
0.003741144435480237,689,3,,,,,,
0.010375333949923515,699,3,,,,,,
0.005131060723215342,709,3,,,,,,
0.02030947245657444,719,3,,,,,,
,723,3,0.7152522802352905,0.6806526780128479,0.09665627032518387,0.9356776475906372,0.7350093722343445,
0.006214987952262163,729,4,,,,,,
0.004855837672948837,739,4,,,,,,
0.011853060685098171,749,4,,,,,,
0.008097161538898945,759,4,,,,,,
0.003231045324355364,769,4,,,,,,
0.0054107182659208775,779,4,,,,,,
0.00892146211117506,789,4,,,,,,
0.009117980487644672,799,4,,,,,,
0.0015566382789984345,809,4,,,,,,
0.0023619213607162237,819,4,,,,,,
0.007164492271840572,829,4,,,,,,
0.0012015692191198468,839,4,,,,,,
0.002138363430276513,849,4,,,,,,
0.0013972189044579864,859,4,,,,,,
0.0043866694904863834,869,4,,,,,,
0.008249491453170776,879,4,,,,,,
0.004190492909401655,889,4,,,,,,
0.005882591474801302,899,4,,,,,,
,904,4,0.7095648050308228,0.6759907007217407,0.10613278299570084,0.9341205358505249,0.7308069467544556,
,905,5,,,,,,0.10613278299570084
