train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_loss
0.6039542555809021,0,9,,,,,,
0.4438525438308716,0,19,,,,,,
0.6717413067817688,0,29,,,,,,
0.17277611792087555,0,39,,,,,,
0.28528210520744324,0,49,,,,,,
0.2536092698574066,0,59,,,,,,
0.13650047779083252,0,69,,,,,,
0.10054343938827515,0,79,,,,,,
0.1294611245393753,0,89,,,,,,
0.24693265557289124,0,99,,,,,,
0.21547649800777435,0,109,,,,,,
0.2137395143508911,0,119,,,,,,
0.2677648663520813,0,129,,,,,,
0.24108237028121948,0,139,,,,,,
0.13841022551059723,0,149,,,,,,
0.1049627959728241,0,159,,,,,,
0.1165500283241272,0,169,,,,,,
0.24159298837184906,0,179,,,,,,
0.12792818248271942,0,189,,,,,,
0.15741552412509918,0,199,,,,,,
0.27425238490104675,0,209,,,,,,
0.15920230746269226,0,219,,,,,,
0.11354397237300873,0,229,,,,,,
0.2076534777879715,0,239,,,,,,
0.12587223947048187,0,249,,,,,,
0.23174799978733063,0,259,,,,,,
0.0926375612616539,0,269,,,,,,
0.1377715766429901,0,279,,,,,,
0.16926513612270355,0,289,,,,,,
0.13830550014972687,0,299,,,,,,
0.13736163079738617,0,309,,,,,,
0.1130683645606041,0,319,,,,,,
0.2137187421321869,0,329,,,,,,
,0,338,0.22836615145206451,0.18897905945777893,0.11275260895490646,0.12089356034994125,0.7637598514556885,
0.10331165045499802,1,339,,,,,,
0.11901731789112091,1,349,,,,,,
0.0819053053855896,1,359,,,,,,
0.09530838578939438,1,369,,,,,,
0.13709211349487305,1,379,,,,,,
0.26612281799316406,1,389,,,,,,
0.13545933365821838,1,399,,,,,,
0.10068175941705704,1,409,,,,,,
0.08000662177801132,1,419,,,,,,
0.09583982080221176,1,429,,,,,,
0.10817420482635498,1,439,,,,,,
0.1148180142045021,1,449,,,,,,
0.1027400940656662,1,459,,,,,,
0.21652819216251373,1,469,,,,,,
0.145227313041687,1,479,,,,,,
0.12670937180519104,1,489,,,,,,
0.1796819269657135,1,499,,,,,,
0.11294032633304596,1,509,,,,,,
0.12539413571357727,1,519,,,,,,
0.0997234582901001,1,529,,,,,,
0.22757430374622345,1,539,,,,,,
0.11112398654222488,1,549,,,,,,
0.08695496618747711,1,559,,,,,,
0.0969463512301445,1,569,,,,,,
0.16142086684703827,1,579,,,,,,
0.16317324340343475,1,589,,,,,,
0.09126835316419601,1,599,,,,,,
0.09781672805547714,1,609,,,,,,
0.18749336898326874,1,619,,,,,,
0.12183006852865219,1,629,,,,,,
0.08482762426137924,1,639,,,,,,
0.1849377304315567,1,649,,,,,,
0.17618489265441895,1,659,,,,,,
0.12390117347240448,1,669,,,,,,
,1,677,0.26333317160606384,0.21499013900756836,0.09861599653959274,0.15243101119995117,0.7732086181640625,
0.10790430754423141,2,679,,,,,,
0.07676278799772263,2,689,,,,,,
0.08307349681854248,2,699,,,,,,
0.11097826063632965,2,709,,,,,,
0.10336510092020035,2,719,,,,,,
0.06995271891355515,2,729,,,,,,
0.07761799544095993,2,739,,,,,,
0.050680022686719894,2,749,,,,,,
0.07579156756401062,2,759,,,,,,
0.055021438747644424,2,769,,,,,,
0.12740439176559448,2,779,,,,,,
0.06322949379682541,2,789,,,,,,
0.07147900015115738,2,799,,,,,,
0.05427120253443718,2,809,,,,,,
0.06636431813240051,2,819,,,,,,
0.06788139045238495,2,829,,,,,,
0.07855124026536942,2,839,,,,,,
0.10670782625675201,2,849,,,,,,
0.07314315438270569,2,859,,,,,,
0.07984663546085358,2,869,,,,,,
0.04565424099564552,2,879,,,,,,
0.11906353384256363,2,889,,,,,,
0.08537354320287704,2,899,,,,,,
0.1004178449511528,2,909,,,,,,
0.05974084138870239,2,919,,,,,,
0.08654287457466125,2,929,,,,,,
0.06420844793319702,2,939,,,,,,
0.0630732849240303,2,949,,,,,,
0.0805293396115303,2,959,,,,,,
0.101385198533535,2,969,,,,,,
0.13884767889976501,2,979,,,,,,
0.0680030882358551,2,989,,,,,,
0.08807380497455597,2,999,,,,,,
0.08378613740205765,2,1009,,,,,,
,2,1016,0.29261156916618347,0.24596232175827026,0.09586282819509506,0.1839684695005417,0.7833417057991028,
0.11224309355020523,3,1019,,,,,,
0.06902778893709183,3,1029,,,,,,
0.09189890325069427,3,1039,,,,,,
0.059203557670116425,3,1049,,,,,,
0.08201064169406891,3,1059,,,,,,
0.0493956096470356,3,1069,,,,,,
0.07422878593206406,3,1079,,,,,,
0.06667084246873856,3,1089,,,,,,
0.06464806199073792,3,1099,,,,,,
0.032800182700157166,3,1109,,,,,,
0.056037191301584244,3,1119,,,,,,
0.06126219406723976,3,1129,,,,,,
0.04226675257086754,3,1139,,,,,,
0.11535974591970444,3,1149,,,,,,
0.061382655054330826,3,1159,,,,,,
0.03473519906401634,3,1169,,,,,,
0.07511360198259354,3,1179,,,,,,
0.06909025460481644,3,1189,,,,,,
0.05751652270555496,3,1199,,,,,,
0.03923327475786209,3,1209,,,,,,
0.058574508875608444,3,1219,,,,,,
0.06913130730390549,3,1229,,,,,,
0.044366803020238876,3,1239,,,,,,
0.0678822323679924,3,1249,,,,,,
0.06584449112415314,3,1259,,,,,,
0.04708605632185936,3,1269,,,,,,
0.04918598383665085,3,1279,,,,,,
0.039842959493398666,3,1289,,,,,,
0.06368093192577362,3,1299,,,,,,
0.06298931688070297,3,1309,,,,,,
0.07842627167701721,3,1319,,,,,,
0.05370766669511795,3,1329,,,,,,
0.08489848673343658,3,1339,,,,,,
0.061213888227939606,3,1349,,,,,,
,3,1355,0.30998098850250244,0.2623906135559082,0.10307614505290985,0.1984231323003769,0.7923091053962708,
0.06259666383266449,4,1359,,,,,,
0.048698458820581436,4,1369,,,,,,
0.04354575648903847,4,1379,,,,,,
0.047119103372097015,4,1389,,,,,,
0.0666593536734581,4,1399,,,,,,
0.05129032954573631,4,1409,,,,,,
0.037800733000040054,4,1419,,,,,,
0.04727139323949814,4,1429,,,,,,
0.04523315280675888,4,1439,,,,,,
0.041636593639850616,4,1449,,,,,,
0.046771809458732605,4,1459,,,,,,
0.057147569954395294,4,1469,,,,,,
0.03770589083433151,4,1479,,,,,,
0.04481006786227226,4,1489,,,,,,
0.05137450620532036,4,1499,,,,,,
0.034365464001894,4,1509,,,,,,
0.06684594601392746,4,1519,,,,,,
0.047454286366701126,4,1529,,,,,,
0.06072589010000229,4,1539,,,,,,
0.05439458414912224,4,1549,,,,,,
0.04581708833575249,4,1559,,,,,,
0.040469083935022354,4,1569,,,,,,
0.0417160764336586,4,1579,,,,,,
0.042141932994127274,4,1589,,,,,,
0.07079362869262695,4,1599,,,,,,
0.02304755710065365,4,1609,,,,,,
0.054987311363220215,4,1619,,,,,,
0.02694334276020527,4,1629,,,,,,
0.028164545074105263,4,1639,,,,,,
0.035559192299842834,4,1649,,,,,,
0.03320271894335747,4,1659,,,,,,
0.03925656899809837,4,1669,,,,,,
0.03868464380502701,4,1679,,,,,,
0.03238224238157272,4,1689,,,,,,
,4,1694,0.3361700773239136,0.2926531732082367,0.13263779878616333,0.22864651679992676,0.8031768202781677,
,5,1695,,,,,,0.13263779878616333
