train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.9391452670097351,9,0,,,,,,
0.28462520241737366,19,0,,,,,,
0.35539036989212036,29,0,,,,,,
0.39160069823265076,39,0,,,,,,
0.35952094197273254,49,0,,,,,,
0.321462482213974,59,0,,,,,,
0.3943956792354584,69,0,,,,,,
0.19052435457706451,79,0,,,,,,
0.3145141899585724,89,0,,,,,,
0.20484061539173126,99,0,,,,,,
0.30109715461730957,109,0,,,,,,
0.17228664457798004,119,0,,,,,,
,120,0,0.8236086368560791,0.2664092779159546,0.08312781155109406,0.3534228801727295,0.35763004422187805,
0.21457195281982422,129,1,,,,,,
0.18495361506938934,139,1,,,,,,
0.2131664901971817,149,1,,,,,,
0.1269882321357727,159,1,,,,,,
0.22635744512081146,169,1,,,,,,
0.1544920802116394,179,1,,,,,,
0.22510044276714325,189,1,,,,,,
0.24998828768730164,199,1,,,,,,
0.1689380556344986,209,1,,,,,,
0.21666525304317474,219,1,,,,,,
0.20778369903564453,229,1,,,,,,
0.2718157470226288,239,1,,,,,,
,241,1,0.8414459228515625,0.3436293303966522,0.0675274133682251,0.3965187966823578,0.4182351529598236,
0.15392637252807617,249,2,,,,,,
0.12249211221933365,259,2,,,,,,
0.16591781377792358,269,2,,,,,,
0.0823492780327797,279,2,,,,,,
0.09473311901092529,289,2,,,,,,
0.18540546298027039,299,2,,,,,,
0.11120455712080002,309,2,,,,,,
0.11721356958150864,319,2,,,,,,
0.16446217894554138,329,2,,,,,,
0.08028660714626312,339,2,,,,,,
0.11820551753044128,349,2,,,,,,
0.10243391245603561,359,2,,,,,,
,362,2,0.8424608111381531,0.35521236062049866,0.06551765650510788,0.39827290177345276,0.42269307374954224,
0.10544228553771973,369,3,,,,,,
0.09584978222846985,379,3,,,,,,
0.09683724492788315,389,3,,,,,,
0.131681427359581,399,3,,,,,,
0.12704795598983765,409,3,,,,,,
0.07968523353338242,419,3,,,,,,
0.14858123660087585,429,3,,,,,,
0.09509888291358948,439,3,,,,,,
0.03224857524037361,449,3,,,,,,
0.05014699324965477,459,3,,,,,,
0.14211951196193695,469,3,,,,,,
0.05991078168153763,479,3,,,,,,
,483,3,0.8443419337272644,0.3706563711166382,0.06869275122880936,0.41048163175582886,0.43816208839416504,
0.07073083519935608,489,4,,,,,,
0.04699528589844704,499,4,,,,,,
0.08847284317016602,509,4,,,,,,
0.03751479834318161,519,4,,,,,,
0.08480676263570786,529,4,,,,,,
0.02370910905301571,539,4,,,,,,
0.04965880513191223,549,4,,,,,,
0.05904265120625496,559,4,,,,,,
0.03915306180715561,569,4,,,,,,
0.04316924884915352,579,4,,,,,,
0.029656773433089256,589,4,,,,,,
0.027605310082435608,599,4,,,,,,
,604,4,0.8477900624275208,0.37837839126586914,0.07544294744729996,0.4198407530784607,0.44973763823509216,
,605,5,,,,,,0.07544294744729996
