step,train_loss,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_loss
9,0.13461649417877197,0,,,,,,
19,0.21799889206886292,0,,,,,,
29,0.2110191434621811,0,,,,,,
39,0.12413095682859421,0,,,,,,
49,0.29611948132514954,0,,,,,,
59,0.17579476535320282,0,,,,,,
69,0.06759782880544662,0,,,,,,
79,0.04568619281053543,0,,,,,,
89,0.05082070827484131,0,,,,,,
99,0.04551027715206146,0,,,,,,
109,0.21635085344314575,0,,,,,,
119,0.04125889018177986,0,,,,,,
129,0.04513770714402199,0,,,,,,
139,0.0836779773235321,0,,,,,,
149,0.03283170983195305,0,,,,,,
159,0.1921810656785965,0,,,,,,
169,0.05778229981660843,0,,,,,,
179,0.03548474982380867,0,,,,,,
189,0.08985207974910736,0,,,,,,
199,0.04866602271795273,0,,,,,,
209,0.4780879020690918,0,,,,,,
219,0.05203446373343468,0,,,,,,
229,0.06708809733390808,0,,,,,,
239,0.06864237785339355,0,,,,,,
249,0.19958557188510895,0,,,,,,
259,0.023361418396234512,0,,,,,,
269,0.2719252109527588,0,,,,,,
279,0.03772186487913132,0,,,,,,
289,0.053847432136535645,0,,,,,,
299,0.03531854227185249,0,,,,,,
309,0.04719448462128639,0,,,,,,
319,0.02665335312485695,0,,,,,,
329,0.3483290374279022,0,,,,,,
339,0.5631220936775208,0,,,,,,
349,0.043327029794454575,0,,,,,,
359,0.03875834494829178,0,,,,,,
369,0.07269204407930374,0,,,,,,
379,0.26329106092453003,0,,,,,,
389,0.04682976007461548,0,,,,,,
399,0.022966574877500534,0,,,,,,
409,0.05747983977198601,0,,,,,,
419,0.30351996421813965,0,,,,,,
429,0.03756492957472801,0,,,,,,
439,0.22596631944179535,0,,,,,,
449,0.0636163204908371,0,,,,,,
459,0.04590654373168945,0,,,,,,
467,,0,0.3036649227142334,0.36445778608322144,0.1328057199716568,0.4492042064666748,0.8572123646736145,
469,0.050392597913742065,1,,,,,,
479,0.2222142517566681,1,,,,,,
489,0.27406227588653564,1,,,,,,
499,0.033284448087215424,1,,,,,,
509,0.15465550124645233,1,,,,,,
519,0.03277121111750603,1,,,,,,
529,0.020867429673671722,1,,,,,,
539,0.4229627251625061,1,,,,,,
549,0.02417021058499813,1,,,,,,
559,0.020387399941682816,1,,,,,,
569,0.01702089235186577,1,,,,,,
579,0.30043137073516846,1,,,,,,
589,0.020739324390888214,1,,,,,,
599,0.01551746390759945,1,,,,,,
609,0.12727005779743195,1,,,,,,
619,0.10065952688455582,1,,,,,,
629,0.18980184197425842,1,,,,,,
639,0.023595212027430534,1,,,,,,
649,0.05518016219139099,1,,,,,,
659,0.02349432371556759,1,,,,,,
669,0.026462409645318985,1,,,,,,
679,0.032000113278627396,1,,,,,,
689,0.1359073519706726,1,,,,,,
699,0.028469840064644814,1,,,,,,
709,0.01808588020503521,1,,,,,,
719,0.0524674616754055,1,,,,,,
729,0.39543792605400085,1,,,,,,
739,0.010246653109788895,1,,,,,,
