train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,test_loss
0.7088493704795837,9,0,,,,,,
0.3486401438713074,19,0,,,,,,
0.7835555076599121,29,0,,,,,,
1.0187745094299316,39,0,,,,,,
1.023475170135498,49,0,,,,,,
2.495025157928467,59,0,,,,,,
13.087121963500977,69,0,,,,,,
0.2849932312965393,79,0,,,,,,
0.5927771925926208,89,0,,,,,,
,96,0,0.2986425459384918,0.4595853388309479,0.13789469003677368,0.8509157299995422,0.5334563851356506,
0.3369756042957306,99,1,,,,,,
0.3718251883983612,109,1,,,,,,
1.662327527999878,119,1,,,,,,
0.49470627307891846,129,1,,,,,,
0.3434726297855377,139,1,,,,,,
0.19362947344779968,149,1,,,,,,
0.626940131187439,159,1,,,,,,
0.18426930904388428,169,1,,,,,,
0.13456717133522034,179,1,,,,,,
0.8959410786628723,189,1,,,,,,
,193,1,0.38461539149284363,0.5218552350997925,0.12925489246845245,0.8677546977996826,0.5824981927871704,
0.5805127620697021,199,2,,,,,,
0.2133500576019287,209,2,,,,,,
0.5969209671020508,219,2,,,,,,
0.39700016379356384,229,2,,,,,,
0.47957780957221985,239,2,,,,,,
0.08848549425601959,249,2,,,,,,
0.22254058718681335,259,2,,,,,,
0.3642657995223999,269,2,,,,,,
0.3008313477039337,279,2,,,,,,
0.5191470384597778,289,2,,,,,,
,290,2,0.39819005131721497,0.5256152153015137,0.12900875508785248,0.8711058497428894,0.5767817497253418,
0.2919861078262329,299,3,,,,,,
0.042927518486976624,309,3,,,,,,
0.14519180357456207,319,3,,,,,,
0.07351556420326233,329,3,,,,,,
0.06471207737922668,339,3,,,,,,
0.29359644651412964,349,3,,,,,,
0.2847438156604767,359,3,,,,,,
0.19172325730323792,369,3,,,,,,
0.09129375964403152,379,3,,,,,,
,387,3,0.40271493792533875,0.5357207655906677,0.1347571611404419,0.8708561658859253,0.5816736817359924,
0.08209358155727386,389,4,,,,,,
0.07787998020648956,399,4,,,,,,
0.10117287933826447,409,4,,,,,,
0.0275278240442276,419,4,,,,,,
0.034202009439468384,429,4,,,,,,
0.032928090542554855,439,4,,,,,,
0.05169938877224922,449,4,,,,,,
0.0452050045132637,459,4,,,,,,
0.08620074391365051,469,4,,,,,,
0.024259449914097786,479,4,,,,,,
,484,4,0.3891402781009674,0.5207946300506592,0.1458837389945984,0.8650925159454346,0.5763803124427795,
,485,5,,,,,,0.1347571611404419
