step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0.8304773569107056,0,,,,,,
19,0.9295037388801575,0,,,,,,
29,0.538313627243042,0,,,,,,
39,0.2566567361354828,0,,,,,,
49,0.40381526947021484,0,,,,,,
59,0.35148394107818604,0,,,,,,
69,0.4941220283508301,0,,,,,,
79,0.6522008180618286,0,,,,,,
89,0.36491134762763977,0,,,,,,
99,0.5656138062477112,0,,,,,,
109,0.16411197185516357,0,,,,,,
119,0.35165634751319885,0,,,,,,
129,0.29194629192352295,0,,,,,,
139,0.47859594225883484,0,,,,,,
149,0.38478341698646545,0,,,,,,
159,0.21819277107715607,0,,,,,,
169,0.22340267896652222,0,,,,,,
179,0.3336229920387268,0,,,,,,
189,0.2554340064525604,0,,,,,,
199,0.29274338483810425,0,,,,,,
209,0.48604732751846313,0,,,,,,
219,0.344512939453125,0,,,,,,
229,0.44438859820365906,0,,,,,,
239,0.25410908460617065,0,,,,,,
249,0.21529880166053772,0,,,,,,
259,0.2207762897014618,0,,,,,,
269,0.07959393411874771,0,,,,,,
279,0.6168426275253296,0,,,,,,
289,0.33195286989212036,0,,,,,,
299,0.1772153526544571,0,,,,,,
309,0.4994238615036011,0,,,,,,
319,0.11503169685602188,0,,,,,,
329,0.4237198829650879,0,,,,,,
339,0.12248865514993668,0,,,,,,
349,0.09815502911806107,0,,,,,,
359,0.11794320493936539,0,,,,,,
359,,0,0.5852535963058472,0.4367816150188446,0.6077045798301697,0.10699725151062012,0.8764960765838623,
369,0.1335090845823288,1,,,,,,
379,0.10715392231941223,1,,,,,,
389,0.1890912652015686,1,,,,,,
399,0.23544807732105255,1,,,,,,
409,0.1270475536584854,1,,,,,,
419,0.22672893106937408,1,,,,,,
429,2.746094226837158,1,,,,,,
439,0.0294748954474926,1,,,,,,
449,0.07285792380571365,1,,,,,,
459,0.15893392264842987,1,,,,,,
469,1.1194287538528442,1,,,,,,
479,0.1670152246952057,1,,,,,,
489,0.24719291925430298,1,,,,,,
499,1.3902877569198608,1,,,,,,
509,0.07319179177284241,1,,,,,,
519,0.20859399437904358,1,,,,,,
529,0.1835036426782608,1,,,,,,
539,0.454741895198822,1,,,,,,
549,0.2601551115512848,1,,,,,,
559,0.1884537935256958,1,,,,,,
569,0.19381362199783325,1,,,,,,
579,0.1557069718837738,1,,,,,,
589,0.14514368772506714,1,,,,,,
599,0.20546787977218628,1,,,,,,
609,0.11247073113918304,1,,,,,,
619,0.1414196938276291,1,,,,,,
629,0.12479379773139954,1,,,,,,
639,0.7018283605575562,1,,,,,,
649,0.12083172798156738,1,,,,,,
659,0.4853641092777252,1,,,,,,
669,0.1517830342054367,1,,,,,,
679,0.0916624590754509,1,,,,,,
689,0.06887880712747574,1,,,,,,
699,0.1706133931875229,1,,,,,,
709,0.16138678789138794,1,,,,,,
719,0.0932367593050003,1,,,,,,
719,,1,0.5985223650932312,0.4597701132297516,0.6248090267181396,0.09087570011615753,0.8807075619697571,
729,0.059612471610307693,2,,,,,,
739,0.07012556493282318,2,,,,,,
749,0.08152730762958527,2,,,,,,
759,0.15799756348133087,2,,,,,,
769,0.031432535499334335,2,,,,,,
779,0.06257861852645874,2,,,,,,
789,1.9359108209609985,2,,,,,,
799,0.01597687229514122,2,,,,,,
809,0.03474469855427742,2,,,,,,
819,0.07508645206689835,2,,,,,,
829,0.7061057686805725,2,,,,,,
839,0.06015021353960037,2,,,,,,
849,0.11972390860319138,2,,,,,,
859,0.9406225681304932,2,,,,,,
869,0.04541539028286934,2,,,,,,
879,0.09317689388990402,2,,,,,,
889,0.09980795532464981,2,,,,,,
899,0.3132687211036682,2,,,,,,
909,0.14899034798145294,2,,,,,,
919,0.09543637931346893,2,,,,,,
929,0.08750370144844055,2,,,,,,
939,0.029687387868762016,2,,,,,,
949,0.05574542656540871,2,,,,,,
959,0.10534050315618515,2,,,,,,
969,0.05771351978182793,2,,,,,,
979,0.06999771296977997,2,,,,,,
989,0.01553680282086134,2,,,,,,
999,0.2742670476436615,2,,,,,,
1009,0.05260451138019562,2,,,,,,
1019,0.24680005013942719,2,,,,,,
1029,0.05020419880747795,2,,,,,,
1039,0.027730245143175125,2,,,,,,
1049,0.024577587842941284,2,,,,,,
1059,0.07853188365697861,2,,,,,,
1069,0.0748223066329956,2,,,,,,
1079,0.05417891591787338,2,,,,,,
1079,,2,0.5925399661064148,0.4482758641242981,0.6181307435035706,0.09796749800443649,0.8805413246154785,
1089,0.012593718245625496,3,,,,,,
1099,0.0529627688229084,3,,,,,,
1109,0.03515157476067543,3,,,,,,
1119,0.029308419674634933,3,,,,,,
1129,0.018367242068052292,3,,,,,,
1139,0.02018958330154419,3,,,,,,
1149,1.2842257022857666,3,,,,,,
1159,0.008536331355571747,3,,,,,,
1169,0.00787805113941431,3,,,,,,
1179,0.01082416158169508,3,,,,,,
1189,0.3944630026817322,3,,,,,,
1199,0.022288039326667786,3,,,,,,
1209,0.06111938878893852,3,,,,,,
1219,0.6368204951286316,3,,,,,,
1229,0.01496918499469757,3,,,,,,
1239,0.05249917134642601,3,,,,,,
1249,0.043414875864982605,3,,,,,,
1259,0.10493487864732742,3,,,,,,
1269,0.041237059980630875,3,,,,,,
1279,0.039980385452508926,3,,,,,,
1289,0.034221164882183075,3,,,,,,
1299,0.00788095872849226,3,,,,,,
1309,0.02283952757716179,3,,,,,,
1319,0.05214575305581093,3,,,,,,
1329,0.029066791757941246,3,,,,,,
1339,0.026189148426055908,3,,,,,,
1349,0.0041529349982738495,3,,,,,,
1359,0.09598178416490555,3,,,,,,
1369,0.028065863996744156,3,,,,,,
1379,0.09357531368732452,3,,,,,,
1389,0.014329440891742706,3,,,,,,
1399,0.010217982344329357,3,,,,,,
1409,0.009739460423588753,3,,,,,,
1419,0.031407855451107025,3,,,,,,
1429,0.03668578341603279,3,,,,,,
1439,0.02463921345770359,3,,,,,,
